Experimental Data,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exp AnE 50°,,Exp Aps 50°,,Exp Asp 50°,,Exp mm12 50°,,Exp mm13 50°,,Exp mm14 50°,,Exp mm21 50°,,Exp mm22 50°,,Exp mm23 50°,,Exp mm24 50°,,Exp mm31 50°,,Exp mm32 50°,,Exp mm33 50°,,Exp mm34 50°
275.46,36.942,275.46,1.9756,275.46,1.1199,275.46,-0.28135,275.46,-0.015348,275.46,-0.0025229,275.46,-0.30914,275.46,1.0166,275.46,0.051461,275.46,-0.00011891,275.46,-0.02483,275.46,0.051534,275.46,-0.97101,275.46,-0.002932
277.05,35.758,277.05,2.0504,277.05,1.0445,277.05,-0.3211,277.05,-0.017537,277.05,-0.0020925,277.05,-0.34653,277.05,1.0138,277.05,0.050531,277.05,-0.00041542,277.05,-0.020261,277.05,0.050029,277.05,-0.95645,277.05,-0.060901
278.64,34.404,278.64,2.0826,278.64,0.95255,278.64,-0.36742,278.64,-0.019124,278.64,-0.0023862,278.64,-0.39312,278.64,1.017,278.64,0.049642,278.64,-0.00012901,278.64,-0.017019,278.64,0.046494,278.64,-0.93962,278.64,-0.11576
280.23,32.824,280.23,2.1653,280.23,0.93977,280.23,-0.41993,280.23,-0.020663,280.23,-0.0025932,280.23,-0.44514,280.23,1.0209,280.23,0.049519,280.23,5.24E-05,280.23,-0.016736,280.23,0.045931,280.23,-0.90935,280.23,-0.16294
281.82,31.091,281.82,2.2982,281.82,0.82581,281.82,-0.47344,281.82,-0.024088,281.82,-0.002021,281.82,-0.49741,281.82,1.0173,281.82,0.047379,281.82,-5.33E-04,281.82,-0.011793,281.82,0.042879,281.82,-0.87082,281.82,-0.20354
283.4,29.088,283.4,2.4372,283.4,0.77704,283.4,-0.53634,283.4,-0.025803,283.4,-0.0021829,283.4,-0.56085,283.4,1.0206,283.4,0.048641,283.4,0.00018473,283.4,-0.0084032,283.4,0.039217,283.4,-0.82887,283.4,-0.23649
284.99,27.002,284.99,2.585,284.99,0.64588,284.99,-0.59803,284.99,-0.028591,284.99,-0.0021266,284.99,-0.62073,284.99,1.0211,284.99,0.0472,284.99,-0.00035796,284.99,-0.0038467,284.99,0.033612,284.99,-0.77934,284.99,-0.25709
286.58,24.666,286.58,2.8792,286.58,0.59102,286.58,-0.66296,286.58,-0.03162,286.58,-0.0013246,286.58,-0.68628,286.58,1.0237,286.58,0.047339,286.58,1.21E-04,286.58,-0.0040023,286.58,0.031935,286.58,-0.72068,286.58,-0.2646
288.17,22.216,288.17,3.1944,288.17,0.52047,288.17,-0.72994,288.17,-0.034306,288.17,-0.0010023,288.17,-0.75103,288.17,1.028,288.17,0.047057,288.17,-0.00034025,288.17,-0.00087346,288.17,0.028363,288.17,-0.66243,288.17,-0.26038
289.76,19.625,289.76,3.5449,289.76,0.50366,289.76,-0.79346,289.76,-0.035248,289.76,-0.00074943,289.76,-0.81111,289.76,1.0316,289.76,0.045738,289.76,-3.28E-04,289.76,-0.0010018,289.76,0.027358,289.76,-0.5982,289.76,-0.23955
291.35,17.221,291.35,3.9998,291.35,0.47189,291.35,-0.84229,291.35,-0.036351,291.35,-0.0017782,291.35,-0.85799,291.35,1.0269,291.35,0.044615,291.35,0.00022031,291.35,0.0014963,291.35,0.025009,291.35,-0.53759,291.35,-0.20385
292.94,14.812,292.94,4.6384,292.94,0.40381,292.94,-0.89118,292.94,-0.038446,292.94,-0.00078928,292.94,-0.90594,292.94,1.0342,292.94,0.045318,292.94,-1.21E-05,292.94,0.00057492,292.94,0.020908,292.94,-0.47789,292.94,-0.15761
294.52,12.653,294.52,5.4148,294.52,0.51309,294.52,-0.92599,294.52,-0.038184,294.52,3.40E-05,294.52,-0.94218,294.52,1.0337,294.52,0.047173,294.52,-0.0002528,294.52,-0.0021158,294.52,0.023041,294.52,-0.42296,294.52,-0.099366
296.11,10.765,296.11,6.3115,296.11,0.37333,296.11,-0.96029,296.11,-0.039718,296.11,-0.00037589,296.11,-0.97205,296.11,1.0409,296.11,0.044358,296.11,-0.00067989,296.11,-0.00089366,296.11,0.020472,296.11,-0.374,296.11,-0.036308
297.7,9.5761,297.7,6.7038,297.7,0.34201,297.7,-0.97135,297.7,-0.038101,297.7,-2.88E-04,297.7,-0.98522,297.7,1.038,297.7,0.042034,297.7,-0.00094439,297.7,0.0013571,297.7,0.017268,297.7,-0.33253,297.7,0.034428
299.29,9.0724,299.29,7.2238,299.29,0.27035,299.29,-0.98354,299.29,-0.039528,299.29,-0.00063574,299.29,-0.9934,299.29,1.0459,299.29,0.041935,299.29,0.00024064,299.29,0.0012924,299.29,0.01683,299.29,-0.30035,299.29,0.10727
300.88,9.3975,300.88,6.8382,300.88,0.29605,300.88,-0.9833,300.88,-0.038828,300.88,-0.00014239,300.88,-0.99174,300.88,1.0497,300.88,0.042164,300.88,0.00060142,300.88,0.0033341,300.88,0.013268,300.88,-0.27748,300.88,0.18162
302.47,10.308,302.47,5.772,302.47,0.26992,302.47,-0.9691,302.47,-0.035292,302.47,0.00073637,302.47,-0.97946,302.47,1.0456,302.47,0.039117,302.47,-0.00064893,302.47,0.0067458,302.47,0.012131,302.47,-0.25817,302.47,0.25325
304.06,11.637,304.06,5.1586,304.06,0.42151,304.06,-0.95552,304.06,-0.034318,304.06,0.00045134,304.06,-0.96287,304.06,1.0483,304.06,0.041171,304.06,-0.00065892,304.06,0.0039903,304.06,0.012203,304.06,-0.24743,304.06,0.32559
305.65,13.291,305.65,4.4353,305.65,0.45728,305.65,-0.9346,305.65,-0.032945,305.65,-0.00015442,305.65,-0.9404,305.65,1.0544,305.65,0.039405,305.65,0.00048497,305.65,0.0040634,305.65,0.015593,305.65,-0.24936,305.65,0.39227
307.24,14.983,307.24,3.5686,307.24,0.48746,307.24,-0.90591,307.24,-0.028446,307.24,3.08E-05,307.24,-0.91315,307.24,1.0533,307.24,0.037168,307.24,-0.0011355,307.24,0.0029142,307.24,0.014926,307.24,-0.25286,307.24,0.4541
308.83,16.711,308.83,3.4397,308.83,0.47306,308.83,-0.87406,308.83,-0.030178,308.83,0.00062938,308.83,-0.87982,308.83,1.0541,308.83,0.03841,308.83,-0.00058655,308.83,0.0045659,308.83,0.01684,308.83,-0.26397,308.83,0.50999
310.42,18.415,310.42,2.948,310.42,0.44602,310.42,-0.83539,310.42,-0.02758,310.42,1.63E-03,310.42,-0.84074,310.42,1.0538,310.42,0.03685,310.42,-0.0016769,310.42,0.0059422,310.42,0.014415,310.42,-0.27966,310.42,0.5558
312.01,20.055,312.01,2.4955,312.01,0.45818,312.01,-0.79921,312.01,-0.024276,312.01,0.00024873,312.01,-0.80672,312.01,1.0543,312.01,0.034066,312.01,-0.0013116,312.01,0.0054445,312.01,0.016215,312.01,-0.30122,312.01,0.5985
313.6,21.692,313.6,2.274,313.6,0.47952,313.6,-0.75649,313.6,-0.022597,313.6,3.70E-04,313.6,-0.76376,313.6,1.0476,313.6,0.033664,313.6,-0.00043349,313.6,0.0050263,313.6,0.015732,313.6,-0.32586,313.6,0.63303
315.18,23.149,315.18,2.1794,315.18,0.57464,315.18,-0.72018,315.18,-0.021312,315.18,9.07E-04,315.18,-0.72325,315.18,1.051,315.18,0.034933,315.18,-0.0011501,315.18,0.0064947,315.18,0.019737,315.18,-0.35319,315.18,0.66166
316.77,24.493,316.77,1.786,316.77,0.49576,316.77,-0.68291,316.77,-0.017978,316.77,-0.00024202,316.77,-0.69043,316.77,1.0487,316.77,0.02977,316.77,-3.81E-05,316.77,0.0075591,316.77,0.018417,316.77,-0.37997,316.77,0.68182
318.36,25.795,318.36,1.6631,318.36,0.52307,318.36,-0.64516,318.36,-0.016532,318.36,0.0003153,318.36,-0.65227,318.36,1.0457,318.36,0.029471,318.36,-0.0016772,318.36,0.0059221,318.36,0.019744,318.36,-0.4086,318.36,0.69847
319.95,26.918,319.95,1.8102,319.95,0.59886,319.95,-0.61346,319.95,-0.017935,319.95,3.19E-04,319.95,-0.61854,319.95,1.0465,319.95,0.034423,319.95,-0.00082752,319.95,0.0073103,319.95,0.019736,319.95,-0.43911,319.95,0.71111
321.54,27.963,321.54,1.47,321.54,0.5471,321.54,-0.5821,321.54,-0.01423,321.54,6.56E-04,321.54,-0.58862,321.54,1.0475,321.54,0.029236,321.54,-0.00042587,321.54,0.0094635,321.54,0.018326,321.54,-0.46892,321.54,0.715
323.13,28.934,323.13,1.2261,323.13,0.49264,323.13,-0.55161,323.13,-0.011293,323.13,7.17E-04,323.13,-0.56032,323.13,1.0426,323.13,0.02478,323.13,-0.00056121,323.13,0.0099581,323.13,0.018258,323.13,-0.49885,323.13,0.71744
324.72,29.828,324.72,1.3536,324.72,0.55261,324.72,-0.5238,324.72,-0.012557,324.72,0.00074974,324.72,-0.52816,324.72,1.041,324.72,0.028335,324.72,-0.00019031,324.72,0.0081409,324.72,0.01978,324.72,-0.52661,324.72,0.71927
326.31,30.592,326.31,1.406,326.31,0.58317,326.31,-0.49971,326.31,-0.013177,326.31,0.001407,326.31,-0.50418,326.31,1.0415,326.31,0.029904,326.31,-0.001013,326.31,0.010033,326.31,0.021941,326.31,-0.55492,326.31,0.71256
327.9,31.261,327.9,1.0412,327.9,0.50112,327.9,-0.4783,327.9,-0.0089435,327.9,6.86E-04,327.9,-0.48605,327.9,1.0425,327.9,0.023387,327.9,-0.00042368,327.9,0.01073,327.9,0.01803,327.9,-0.58075,327.9,0.7051
329.49,31.922,329.49,0.9621,329.49,0.48863,329.49,-0.45618,329.49,-0.007826,329.49,0.00058742,329.49,-0.46412,329.49,1.0392,329.49,0.022214,329.49,-0.00011741,329.49,0.0082228,329.49,0.017472,329.49,-0.60465,329.49,0.69858
331.08,32.485,331.08,1.1657,331.08,0.5843,331.08,-0.43805,331.08,-0.0097836,331.08,0.00086783,331.08,-0.44052,331.08,1.0402,331.08,0.027715,331.08,-0.0013926,331.08,0.0082204,331.08,0.020992,331.08,-0.62925,331.08,0.68943
332.67,32.983,332.67,1.1021,332.67,0.55515,332.67,-0.42099,332.67,-0.0091518,332.67,0.00065295,332.67,-0.42458,332.67,1.0382,332.67,0.025911,332.67,-9.96E-05,332.67,0.01062,332.67,0.020681,332.67,-0.6514,332.67,0.67495
334.26,33.408,334.26,0.74616,334.26,0.39544,334.26,-0.40531,334.26,-0.0059126,334.26,0.00043296,334.26,-0.41313,334.26,1.0332,334.26,0.01748,334.26,-0.00050768,334.26,0.010764,334.26,0.015665,334.26,-0.66903,334.26,0.66067
335.85,33.801,335.85,0.77907,335.85,0.44515,335.85,-0.39174,335.85,-0.0055393,335.85,0.00094853,335.85,-0.3988,335.85,1.0302,335.85,0.018556,335.85,-0.00041421,335.85,0.0079761,335.85,0.017354,335.85,-0.68742,335.85,0.65058
337.44,34.153,337.44,1.0441,337.44,0.59468,337.44,-0.38061,337.44,-0.0076437,337.44,0.00071623,337.44,-0.38252,337.44,1.0317,337.44,0.025741,337.44,-0.00024629,337.44,0.0073351,337.44,0.022427,337.44,-0.70738,337.44,0.63774
339.03,34.455,339.03,0.92933,339.03,0.53423,339.03,-0.37081,339.03,-0.0067021,339.03,0.0013473,339.03,-0.37365,339.03,1.0339,339.03,0.023111,339.03,-0.00065973,339.03,0.011802,339.03,0.020531,339.03,-0.72538,339.03,0.62177
340.62,34.736,340.62,0.57704,340.62,0.3683,340.62,-0.36067,340.62,-0.0034828,340.62,0.001057,340.62,-0.36769,340.62,1.0312,340.62,0.014695,340.62,-0.00063716,340.62,0.011385,340.62,0.014208,340.62,-0.74069,340.62,0.60806
342.21,35.005,342.21,0.63195,342.21,0.3868,342.21,-0.3506,342.21,-0.004052,342.21,0.0014177,342.21,-0.35679,342.21,1.0272,342.21,0.015685,342.21,-0.00016977,342.21,0.0077873,342.21,0.01507,342.21,-0.75238,342.21,0.59581
343.8,35.205,343.8,0.85656,343.8,0.52203,343.8,-0.34426,343.8,-0.0057559,343.8,0.0012271,343.8,-0.3458,343.8,1.0283,343.8,0.022161,343.8,-4.54E-05,343.8,0.0066599,343.8,0.019549,343.8,-0.76695,343.8,0.58259
345.39,35.413,345.39,0.86249,345.39,0.5074,345.39,-0.33767,345.39,-0.0060344,345.39,0.0012613,345.39,-0.33907,345.39,1.03,345.39,0.021901,345.39,-2.98E-04,345.39,0.010065,345.39,0.020106,345.39,-0.78244,345.39,0.56613
346.98,35.617,346.98,0.46438,346.98,0.33302,346.98,-0.33043,346.98,-0.0021871,346.98,0.0013352,346.98,-0.33524,346.98,1.0287,346.98,0.012066,346.98,-0.00061333,346.98,0.011309,346.98,0.013189,346.98,-0.79418,346.98,0.5523
348.57,35.8,348.57,0.43424,348.57,0.29158,348.57,-0.3226,348.57,-0.0021442,348.57,0.0017497,348.57,-0.32873,348.57,1.0226,348.57,0.0107,348.57,-6.65E-04,348.57,0.0077987,348.57,0.012165,348.57,-0.8015,348.57,0.53982
350.16,35.959,350.16,0.73668,350.16,0.46849,350.16,-0.31725,350.16,-0.0043809,350.16,0.001571,350.16,-0.3195,350.16,1.0223,350.16,0.019174,350.16,-0.00099714,350.16,0.005079,350.16,0.018756,350.16,-0.81346,350.16,0.52661
351.75,36.122,351.75,0.8059,351.75,0.53092,351.75,-0.31297,351.75,-0.004673,351.75,0.0015384,351.75,-0.31311,351.75,1.0271,351.75,0.021648,351.75,-8.29E-04,351.75,0.0073757,351.75,0.020752,351.75,-0.82766,351.75,0.51171
353.34,36.269,353.34,0.47737,353.34,0.34618,353.34,-0.30782,353.34,-0.0020854,353.34,0.0016739,353.34,-0.3103,353.34,1.0266,353.34,0.01259,353.34,-0.00036718,353.34,0.011025,353.34,0.013756,353.34,-0.83801,353.34,0.4967
354.93,36.431,354.93,0.25213,354.93,0.2335,354.93,-0.30075,354.93,-4.28E-05,354.93,0.0015421,354.93,-0.30713,354.93,1.021,354.93,0.007315,354.93,-8.53E-04,354.93,0.0073968,354.93,0.0084593,354.93,-0.84346,354.93,0.48422
356.52,36.568,356.52,0.46414,356.52,0.3308,356.52,-0.29538,356.52,-0.0020066,356.52,0.0018423,356.52,-0.30022,356.52,1.0182,356.52,0.012224,356.52,-0.00054271,356.52,0.0040026,356.52,0.013138,356.52,-0.85077,356.52,0.4708
358.11,36.721,358.11,0.74345,358.11,0.49521,358.11,-0.29149,358.11,-0.0041289,358.11,0.0019315,358.11,-0.2912,358.11,1.0231,358.11,0.020073,358.11,-0.00070261,358.11,0.004049,358.11,0.019717,358.11,-0.86426,358.11,0.45591
359.7,36.844,359.7,0.63204,359.7,0.42164,359.7,-0.28809,359.7,-0.0035064,359.7,0.0020326,359.7,-0.28709,359.7,1.026,359.7,0.016892,359.7,-2.47E-04,359.7,0.0082838,359.7,0.017025,359.7,-0.87719,359.7,0.43927
361.29,36.985,361.29,0.25113,361.29,0.21032,361.29,-0.28245,361.29,-0.00036186,361.29,0.0020391,361.29,-0.28601,361.29,1.0227,361.29,0.006509,361.29,-0.00040118,361.29,0.010096,361.29,0.0082798,361.29,-0.88446,361.29,0.42335
362.88,37.076,362.88,0.16955,362.88,0.16444,362.88,-0.27791,362.88,0.00042919,362.88,0.0020486,362.88,-0.28386,362.88,1.0172,362.88,0.0040072,362.88,-0.000267,362.88,0.0049067,362.88,0.006416,362.88,-0.88896,362.88,0.40832
364.48,37.158,364.48,0.4895,364.48,0.34104,364.48,-0.2751,364.48,-0.0022616,364.48,0.0024965,364.48,-0.27845,364.48,1.0172,364.48,0.012816,364.48,-0.0007195,364.48,0.0025468,364.48,0.014116,364.48,-0.89682,364.48,0.39144
366.07,37.209,366.07,0.70028,366.07,0.47299,366.07,-0.27467,366.07,-0.003625,366.07,0.0023453,366.07,-0.27403,366.07,1.0223,366.07,0.018705,366.07,-0.00063764,366.07,0.0040411,366.07,0.019839,366.07,-0.91025,366.07,0.37209
367.66,37.225,367.66,0.50198,367.66,0.38427,367.66,-0.27445,367.66,-0.001763,367.66,0.0023654,367.66,-0.27312,367.66,1.0236,367.66,0.014073,367.66,-0.00062123,367.66,0.0083158,367.66,0.015238,367.66,-0.92013,367.66,0.35222
369.25,37.199,369.25,0.1462,369.25,0.15823,369.25,-0.27441,369.25,7.99E-04,369.25,0.0025334,369.25,-0.2774,369.25,1.0203,369.25,0.0037662,369.25,-0.00052268,369.25,0.010209,369.25,0.0051765,369.25,-0.92367,369.25,0.33386
370.84,37.157,370.84,0.11044,370.84,0.098894,370.84,-0.27526,370.84,0.0019949,370.84,0.0027543,370.84,-0.28138,370.84,1.0177,370.84,-0.000227,370.84,-0.00045288,370.84,0.0069895,370.84,0.0026673,370.84,-0.92628,370.84,0.31982
372.43,37.121,372.43,0.29445,372.43,0.22006,372.43,-0.27847,372.43,-0.0008081,372.43,0.00281,372.43,-0.28327,372.43,1.0256,372.43,0.0077199,372.43,-0.0014294,372.43,0.00086961,372.43,0.0088334,372.43,-0.93757,372.43,0.30471
374.02,37.022,374.02,0.74796,374.02,0.48028,374.02,-0.28322,374.02,-0.0044798,374.02,0.0027564,374.02,-0.28277,374.02,1.0309,374.02,0.020105,374.02,-0.00079064,374.02,0.0047637,374.02,0.020792,374.02,-0.94883,374.02,0.28043
375.61,36.912,375.61,0.60623,375.61,0.43112,375.61,-0.28566,375.61,-0.0028122,375.61,0.0027526,375.61,-0.28331,375.61,1.0258,375.61,0.016391,375.61,-0.00038311,375.61,0.0086379,375.61,0.018014,375.61,-0.94797,375.61,0.26063
377.2,36.775,377.2,0.2117,377.2,0.17308,377.2,-0.28903,377.2,-2.97E-05,377.2,0.0026513,377.2,-0.29006,377.2,1.0216,377.2,0.0049321,377.2,-0.0010391,377.2,0.010013,377.2,0.0069822,377.2,-0.94612,377.2,0.24424
378.79,36.652,378.79,0.12042,378.79,0.084796,378.79,-0.29222,378.79,0.0012001,378.79,0.0030439,378.79,-0.29799,378.79,1.0176,378.79,-0.00018817,378.79,-0.00074577,378.79,0.0062735,378.79,0.0023583,378.79,-0.94577,378.79,0.23004
380.38,36.505,380.38,0.24458,380.38,0.18541,380.38,-0.29666,380.38,-0.00037597,380.38,0.003153,380.38,-0.30267,380.38,1.0158,380.38,0.0055737,380.38,-0.0011659,380.38,1.70E-03,380.38,0.0074488,380.38,-0.94591,380.38,0.21365
381.97,36.352,381.97,0.59073,381.97,0.37131,381.97,-0.30316,381.97,-0.0036169,381.97,0.0030295,381.97,-0.30483,381.97,1.0205,381.97,0.015339,381.97,-0.00061579,381.97,0.0018959,381.97,0.016031,381.97,-0.95191,381.97,0.19652
383.56,36.175,383.56,0.6115,383.56,0.38582,383.56,-0.31072,383.56,-0.0036761,383.56,0.0031075,383.56,-0.30913,383.56,1.0254,383.56,0.015717,383.56,-0.00079169,383.56,0.0047891,383.56,0.017023,383.56,-0.95839,383.56,0.18068
385.15,35.965,385.15,0.31476,385.15,0.25565,385.15,-0.31788,385.15,-0.00079114,385.15,0.0036025,385.15,-0.31761,385.15,1.0254,385.15,0.0081645,385.15,-0.00041287,385.15,0.0085849,385.15,9.72E-03,385.15,-0.95912,385.15,0.16606
386.74,35.78,386.74,0.11829,386.74,0.11259,386.74,-0.32298,386.74,0.0014014,386.74,0.0031221,386.74,-0.3274,386.74,1.022,386.74,0.00088486,386.74,-0.00070226,386.74,0.0090521,386.74,0.0028606,386.74,-0.95568,386.74,0.15046
388.34,35.565,388.34,0.12895,388.34,0.1008,388.34,-0.32888,388.34,0.0007929,388.34,0.0030486,388.34,-0.33585,388.34,1.0176,388.34,0.00076297,388.34,-0.000859,388.34,0.0070223,388.34,0.0035487,388.34,-0.95201,388.34,0.13427
389.93,35.328,389.93,0.41792,389.93,0.27737,389.93,-0.33735,389.93,-0.0021145,389.93,0.0035066,389.93,-0.34267,389.93,1.0194,389.93,0.0102,389.93,-0.00077518,389.93,0.0042867,389.93,0.011748,389.93,-0.95223,389.93,0.11809
391.52,35.124,391.52,0.70968,391.52,0.40502,391.52,-0.34649,391.52,-0.004913,391.52,0.0033984,391.52,-0.34663,391.52,1.0267,391.52,0.017539,391.52,-0.0012371,391.52,0.0042768,391.52,0.01863,391.52,-0.95767,391.52,0.10206
393.11,34.892,393.11,0.56931,393.11,0.32178,393.11,-0.35558,393.11,-0.0040028,393.11,0.0034598,393.11,-0.35263,393.11,1.0304,393.11,0.013864,393.11,-0.00098649,393.11,0.0073018,393.11,0.014669,393.11,-0.96007,393.11,0.086906
394.7,34.64,394.7,0.21614,394.7,0.15699,394.7,-0.36303,394.7,-0.00052798,394.7,0.0036595,394.7,-0.36378,394.7,1.0274,394.7,0.0043164,394.7,-0.00086644,394.7,0.0093898,394.7,0.0057141,394.7,-0.95581,394.7,0.071217
396.29,34.414,396.29,0.21233,396.29,0.074849,396.29,-0.36946,396.29,0.0020517,396.29,0.0037874,396.29,-0.37533,396.29,1.025,396.29,-0.0037225,396.29,-0.0013865,396.29,0.0075768,396.29,-0.0011886,396.29,-0.94965,396.29,0.056826
397.88,34.156,397.88,0.1637,397.88,0.064595,397.88,-0.37675,397.88,0.0012505,397.88,0.0034775,397.88,-0.38599,397.88,1.0208,397.88,-0.0020324,397.88,-0.0013398,397.88,0.0050419,397.88,1.40E-05,397.88,-0.94485,397.88,0.041712
399.47,33.893,399.47,0.32105,399.47,0.16949,399.47,-0.38718,399.47,-0.0020972,399.47,0.0032886,399.47,-0.39416,399.47,1.0258,399.47,0.0065863,399.47,-0.0012386,399.47,0.0015191,399.47,0.0079046,399.47,-0.94586,399.47,0.025207
401.06,33.622,401.06,0.59218,401.06,0.28607,401.06,-0.39796,401.06,-0.0048868,401.06,0.0037356,401.06,-0.39908,401.06,1.031,401.06,0.012848,401.06,-0.0010528,401.06,0.0020821,401.06,0.014276,401.06,-0.94657,401.06,0.0090595
