Experimental Data,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exp AnE 60°,,Exp Aps 60°,,Exp Asp 60°,,Exp mm12 60°,,Exp mm13 60°,,Exp mm14 60°,,Exp mm21 60°,,Exp mm22 60°,,Exp mm23 60°,,Exp mm24 60°,,Exp mm31 60°,,Exp mm32 60°,,Exp mm33 60°,,Exp mm34 60°
269.11,24.469,269.11,3.4365,269.11,0.67907,269.11,-0.66135,269.11,-0.038214,269.11,-0.0020782,269.11,-0.68184,269.11,1.0192,269.11,0.054314,269.11,2.34E-04,269.11,-0.028386,269.11,0.038417,269.11,-0.72731,269.11,-0.18866
270.7,21.826,270.7,3.8295,270.7,0.61858,270.7,-0.72621,270.7,-0.039974,270.7,-0.0015571,270.7,-0.74657,270.7,1.0172,270.7,0.05561,270.7,0.0014093,270.7,-0.023885,270.7,0.032854,270.7,-0.63878,270.7,-0.24946
272.29,19.002,272.29,4.3517,272.29,0.45463,272.29,-0.79169,272.29,-0.043269,272.29,-0.001503,272.29,-0.81311,272.29,1.0186,272.29,0.053162,272.29,0.00053149,272.29,-0.016623,272.29,0.024847,272.29,-0.53884,272.29,-0.29077
273.87,16.009,273.87,5.2668,273.87,0.3737,273.87,-0.84707,273.87,-0.046378,273.87,-0.0014438,273.87,-0.86866,273.87,1.0147,273.87,0.053082,273.87,0.0012108,273.87,-0.010989,273.87,0.019996,273.87,-0.42544,273.87,-0.3056
275.46,12.991,275.46,6.5719,275.46,0.29345,275.46,-0.895,275.46,-0.048745,275.46,-0.0007428,275.46,-0.91688,275.46,1.0117,275.46,0.053821,275.46,7.12E-04,275.46,-0.0069345,275.46,0.013345,275.46,-0.31123,275.46,-0.29928
277.05,10.026,277.05,8.396,277.05,0.24547,277.05,-0.93578,277.05,-0.049492,277.05,-0.0002618,277.05,-0.9571,277.05,1.0113,277.05,0.052503,277.05,-3.16E-04,277.05,-0.0036503,277.05,0.0090769,277.05,-0.20052,277.05,-0.27243
278.64,7.2294,278.64,11.182,278.64,0.1633,278.64,-0.97046,278.64,-0.049305,278.64,-0.00016162,278.64,-0.99309,278.64,1.0186,278.64,0.051062,278.64,0.00060193,278.64,-0.0023209,278.64,0.0037238,278.64,-0.093972,278.64,-0.22894
280.23,4.9528,280.23,16.035,280.23,0.26578,280.23,-0.98975,280.23,-0.049134,280.23,6.70E-05,280.23,-0.99687,280.23,1.0046,280.23,0.050298,280.23,0.0013846,280.23,-0.0019185,280.23,0.00068861,280.23,0.0030706,280.23,-0.17327
281.82,3.8242,281.82,19.999,281.82,0.15418,281.82,-0.99366,281.82,-0.048549,281.82,0.00025583,281.82,-0.99879,281.82,0.99947,281.82,0.048276,281.82,5.92E-04,281.82,-0.0034994,281.82,0.00018525,281.82,0.088472,281.82,-0.1007
283.4,4.5953,283.4,16.842,283.4,0.042492,283.4,-0.99372,283.4,-0.048611,283.4,-0.00036216,283.4,-0.9984,283.4,1.0015,283.4,0.047835,283.4,0.00033976,283.4,0.0021637,283.4,-0.0065233,283.4,0.16023,283.4,-0.02024
284.99,6.4818,284.99,11.768,284.99,0.059239,284.99,-0.9839,284.99,-0.047082,284.99,-3.82E-04,284.99,-1.0064,284.99,1.0218,284.99,0.049719,284.99,2.10E-04,284.99,-0.0049183,284.99,-0.0030664,284.99,0.21446,284.99,0.064741
286.58,8.6064,286.58,8.7025,286.58,0.19876,286.58,-0.96626,286.58,-0.044863,286.58,-0.00010441,286.58,-0.98807,286.58,1.0224,286.58,0.048452,286.58,-0.00012378,286.58,8.57E-05,286.58,-0.0089142,286.58,0.25477,286.58,0.15216
288.17,10.73,288.17,6.6532,288.17,0.24373,288.17,-0.94664,288.17,-0.04198,288.17,0.00042022,288.17,-0.96775,288.17,1.026,288.17,0.047511,288.17,2.65E-04,288.17,0.0022615,288.17,-0.0098969,288.17,0.28138,288.17,0.2399
289.76,12.728,289.76,5.4981,289.76,0.25462,289.76,-0.91909,289.76,-0.040488,289.76,8.32E-04,289.76,-0.93842,289.76,1.0261,289.76,0.045652,289.76,-0.00026095,289.76,0.00076788,289.76,-0.0095752,289.76,0.29238,289.76,0.32244
291.35,14.535,291.35,4.6521,291.35,0.32632,291.35,-0.88917,291.35,-0.037761,291.35,0.00025907,291.35,-0.90626,291.35,1.0255,291.35,0.044824,291.35,-0.00073601,291.35,-0.0015221,291.35,-0.0079158,291.35,0.29127,291.35,0.39678
292.94,16.178,292.94,3.9966,292.94,0.37359,292.94,-0.86057,292.94,-0.035085,292.94,2.90E-04,292.94,-0.88002,292.94,1.0265,292.94,0.044263,292.94,-0.00056937,292.94,-0.0019536,292.94,-0.0049193,292.94,0.27957,292.94,0.46565
294.52,17.765,294.52,3.5499,294.52,0.38695,294.52,-0.8287,294.52,-0.033262,294.52,7.21E-04,294.52,-0.84613,294.52,1.0257,294.52,0.042577,294.52,-0.0010701,294.52,-0.0016159,294.52,-0.0042532,294.52,0.26307,294.52,0.52824
296.11,19.174,296.11,3.2489,296.11,0.41433,296.11,-0.80164,296.11,-0.031954,296.11,1.10E-03,296.11,-0.81782,296.11,1.0294,296.11,0.042061,296.11,-0.0016116,296.11,-0.0012289,296.11,-0.0040526,296.11,0.239,296.11,0.58469
297.7,20.423,297.7,2.844,297.7,0.46582,297.7,-0.77069,297.7,-0.02838,297.7,-2.42E-05,297.7,-0.78796,297.7,1.0275,297.7,0.040358,297.7,-0.00043198,297.7,-0.0017856,297.7,-0.00069321,297.7,0.21027,297.7,0.62984
299.29,21.59,299.29,2.746,299.29,0.45971,299.29,-0.74465,299.29,-0.0285,299.29,0.00024556,299.29,-0.76069,299.29,1.0291,299.29,0.040817,299.29,-0.00063036,299.29,-0.00089651,299.29,0.0013136,299.29,0.17997,299.29,0.673
300.88,22.618,300.88,2.5267,300.88,0.49184,300.88,-0.71975,300.88,-0.026401,300.88,6.88E-05,300.88,-0.73527,300.88,1.0311,300.88,0.039403,300.88,-0.0012719,300.88,-0.0017398,300.88,0.0017204,300.88,0.14796,300.88,0.70759
302.47,23.617,302.47,2.2839,302.47,0.48911,302.47,-0.69131,302.47,-0.024078,302.47,-5.69E-05,302.47,-0.70899,302.47,1.0273,302.47,0.037175,302.47,-0.0013262,302.47,-0.00087711,302.47,0.0037167,302.47,0.11151,302.47,0.7357
304.06,24.552,304.06,2.1328,304.06,0.48704,304.06,-0.6685,304.06,-0.022585,304.06,0.0008698,304.06,-0.6819,304.06,1.0298,304.06,0.036134,304.06,-0.0010122,304.06,7.04E-04,304.06,0.0043681,304.06,0.075669,304.06,0.76475
305.65,25.338,305.65,2.0145,305.65,0.48735,305.65,-0.64797,305.65,-0.021562,305.65,2.69E-04,305.65,-0.66177,305.65,1.0316,305.65,0.035108,305.65,-0.0011723,305.65,3.57E-05,305.65,0.0052826,305.65,0.040137,305.65,0.78623
307.24,26.085,307.24,1.7744,307.24,0.46081,307.24,-0.62642,307.24,-0.019022,307.24,0.00010703,307.24,-0.64129,307.24,1.0319,307.24,0.031844,307.24,-0.0012198,307.24,6.00E-05,307.24,0.0084505,307.24,0.0027659,307.24,0.80173
308.83,26.814,308.83,1.7942,308.83,0.55208,308.83,-0.60587,308.83,-0.018202,308.83,1.05E-04,308.83,-0.61821,308.83,1.03,308.83,0.033845,308.83,-0.0015121,308.83,0.00079559,308.83,0.0083422,308.83,-0.033275,308.83,0.81775
310.42,27.395,310.42,1.773,310.42,0.56791,310.42,-0.58812,310.42,-0.017879,310.42,3.48E-04,310.42,-0.60047,310.42,1.0302,310.42,0.034079,310.42,-0.0017595,310.42,0.0016736,310.42,0.0099499,310.42,-0.070887,310.42,0.82532
312.01,27.981,312.01,1.4382,312.01,0.45753,312.01,-0.57142,312.01,-0.01484,312.01,0.00068696,312.01,-0.58541,312.01,1.0312,312.01,0.027838,312.01,-1.81E-03,312.01,0.0026127,312.01,0.010253,312.01,-0.10561,312.01,0.83315
313.6,28.527,313.6,1.436,313.6,0.46918,313.6,-0.55459,313.6,-0.014708,313.6,0.00057335,313.6,-0.56517,313.6,1.0268,313.6,0.02811,313.6,-0.0016184,313.6,0.0023761,313.6,0.010547,313.6,-0.14022,313.6,0.83882
315.18,28.958,315.18,1.5408,315.18,0.55734,315.18,-0.54157,315.18,-0.015016,315.18,3.30E-04,315.18,-0.55161,315.18,1.0283,315.18,0.03107,315.18,-0.001514,315.18,0.0025173,315.18,0.012957,315.18,-0.17646,315.18,0.83952
316.77,29.38,316.77,1.2199,316.77,0.45082,316.77,-0.52853,316.77,-0.012039,316.77,-8.53E-05,316.77,-0.5399,316.77,1.0275,316.77,0.024761,316.77,-0.0014234,316.77,0.0031108,316.77,0.012192,316.77,-0.21033,316.77,0.83816
318.36,29.759,318.36,1.2061,318.36,0.46453,318.36,-0.51609,318.36,-0.011587,318.36,3.11E-04,318.36,-0.52705,318.36,1.0263,318.36,0.024969,318.36,-0.0022038,318.36,0.0032773,318.36,0.011703,318.36,-0.24193,318.36,0.83691
319.95,30.099,319.95,1.3216,319.95,0.52504,319.95,-0.5072,319.95,-0.012378,319.95,0.00058018,319.95,-0.51358,319.95,1.027,319.95,0.027376,319.95,-0.0017247,319.95,0.004051,319.95,0.015323,319.95,-0.2754,319.95,0.83546
321.54,30.355,321.54,1.1938,321.54,0.48092,321.54,-0.49914,321.54,-0.0112,321.54,0.00071447,321.54,-0.50731,321.54,1.0287,321.54,0.025059,321.54,-0.0015368,321.54,0.0058711,321.54,0.014021,321.54,-0.3066,321.54,0.82638
323.13,30.634,323.13,0.97221,323.13,0.43705,323.13,-0.49006,323.13,-0.0084876,323.13,4.93E-04,323.13,-0.50027,323.13,1.0256,323.13,0.021043,323.13,-0.0017168,323.13,0.0057919,323.13,0.013097,323.13,-0.33562,323.13,0.8206
324.72,30.896,324.72,1.0907,324.72,0.48919,324.72,-0.4818,324.72,-0.0094387,324.72,0.00045772,324.72,-0.48829,324.72,1.025,324.72,0.023351,324.72,-0.0017516,324.72,0.0042486,324.72,0.015787,324.72,-0.3637,324.72,0.81448
326.31,31.068,326.31,1.1781,326.31,0.54304,326.31,-0.47702,326.31,-0.010102,326.31,0.00025283,326.31,-0.48184,326.31,1.027,326.31,0.02583,326.31,-0.0011896,326.31,0.0055168,326.31,0.016784,326.31,-0.39182,326.31,0.80462
327.9,31.237,327.9,0.90406,327.9,0.42439,327.9,-0.47171,327.9,-0.0076086,327.9,0.00044018,327.9,-0.47931,327.9,1.0261,327.9,0.019302,327.9,-1.59E-03,327.9,0.006484,327.9,0.015623,327.9,-0.4189,327.9,0.79265
329.49,31.45,329.49,0.81532,329.49,0.39409,329.49,-0.46456,329.49,-0.0067976,329.49,0.00043888,329.49,-0.47246,329.49,1.0245,329.49,0.017995,329.49,-0.0014671,329.49,0.005143,329.49,0.013454,329.49,-0.44241,329.49,0.7844
331.08,31.602,331.08,1.0818,331.08,0.49815,331.08,-0.46022,331.08,-0.0092559,331.08,0.00070372,331.08,-0.46396,331.08,1.0244,331.08,0.023696,331.08,-0.0017857,331.08,0.0047531,331.08,0.017263,331.08,-0.46729,331.08,0.77495
332.67,31.71,332.67,1.0018,332.67,0.48752,332.67,-0.45692,332.67,-0.0082667,332.67,0.00094367,332.67,-0.46055,332.67,1.0263,332.67,0.022361,332.67,-0.0016447,332.67,0.0081102,332.67,0.016849,332.67,-0.49184,332.67,0.75938
334.26,31.822,334.26,0.6462,334.26,0.35607,334.26,-0.45236,334.26,-0.0046968,334.26,0.00031001,334.26,-0.45939,334.26,1.0236,334.26,0.014601,334.26,-0.0012388,334.26,0.0074852,334.26,0.013146,334.26,-0.51209,334.26,0.74548
335.85,31.945,335.85,0.66378,335.85,0.36162,335.85,-0.44763,335.85,-0.0047614,335.85,0.00068679,335.85,-0.45437,335.85,1.0202,335.85,0.014884,335.85,-0.0020582,335.85,0.0054272,335.85,0.013703,335.85,-0.53235,335.85,0.73489
337.44,32.021,337.44,0.9665,337.44,0.49779,337.44,-0.4462,337.44,-0.0074951,337.44,0.00047399,337.44,-0.44823,337.44,1.0225,337.44,0.022068,337.44,-0.0015476,337.44,0.0041184,337.44,0.017574,337.44,-0.5546,337.44,0.72249
339.03,32.093,339.03,0.85616,339.03,0.44253,339.03,-0.44466,339.03,-0.0066804,339.03,0.00051392,339.03,-0.44685,339.03,1.0249,339.03,0.019428,339.03,-1.55E-03,339.03,0.0077974,339.03,0.016335,339.03,-0.57694,339.03,0.70583
340.62,32.197,340.62,0.48803,340.62,0.33143,340.62,-0.44092,340.62,-0.0024811,340.62,0.00051362,340.62,-0.44658,340.62,1.0237,340.62,0.01177,340.62,-1.51E-03,340.62,0.0076254,340.62,0.01229,340.62,-0.59575,340.62,0.69128
342.21,32.308,342.21,0.50051,342.21,0.29808,342.21,-0.43642,342.21,-0.002983,342.21,0.00071337,342.21,-0.44202,342.21,1.0195,342.21,0.010898,342.21,-0.001662,342.21,0.0044371,342.21,0.012746,342.21,-0.61195,342.21,0.67911
343.8,32.37,343.8,0.8798,343.8,0.4247,343.8,-0.43511,343.8,-0.007081,343.8,0.0015127,343.8,-0.43609,343.8,1.0218,343.8,0.01941,343.8,-1.66E-03,343.8,0.0051423,343.8,0.017031,343.8,-0.63272,343.8,0.66387
345.39,32.453,345.39,0.8166,345.39,0.4076,345.39,-0.43352,345.39,-0.0065349,345.39,0.001267,345.39,-0.43339,345.39,1.0252,345.39,0.018208,345.39,-0.0019312,345.39,0.0080027,345.39,0.016971,345.39,-0.65344,345.39,0.64562
346.98,32.511,346.98,0.39295,346.98,0.27134,346.98,-0.43117,346.98,-0.0018121,346.98,0.00072697,346.98,-0.43461,346.98,1.0234,346.98,0.0090529,346.98,-1.05E-03,346.98,0.0080875,346.98,0.01118,346.98,-0.67058,346.98,0.62788
348.57,32.59,348.57,0.36822,348.57,0.24156,348.57,-0.42676,348.57,-0.001603,348.57,0.0010529,348.57,-0.43216,348.57,1.0181,348.57,0.0080612,348.57,-0.0014852,348.57,0.005036,348.57,0.010525,348.57,-0.68502,348.57,0.61182
350.16,32.652,350.16,0.72326,350.16,0.38942,350.16,-0.42511,350.16,-5.18E-03,350.16,0.0011419,350.16,-0.42757,350.16,1.0186,350.16,0.016505,350.16,-1.63E-03,350.16,0.0034033,350.16,0.01616,350.16,-0.70326,350.16,0.59417
351.75,32.7,351.75,0.81351,351.75,0.43939,351.75,-0.42546,351.75,-0.0058993,351.75,0.0014347,351.75,-0.42425,351.75,1.0238,351.75,0.018795,351.75,-0.001737,351.75,0.0060043,351.75,0.018369,351.75,-0.72471,351.75,0.57314
353.34,32.741,353.34,0.41465,353.34,0.28078,353.34,-0.42432,353.34,-0.0018677,353.34,0.0012512,353.34,-0.42445,353.34,1.0244,353.34,0.0096891,353.34,-0.0018401,353.34,0.0083968,353.34,0.011874,353.34,-0.74229,353.34,0.55082
354.93,32.797,354.93,0.22839,354.93,0.16131,354.93,-0.42049,354.93,-0.00025877,354.93,0.0017368,354.93,-0.42579,354.93,1.0186,354.93,0.0041982,354.93,-1.68E-03,354.93,0.0066709,354.93,0.0076304,354.93,-0.75521,354.93,0.53028
356.52,32.834,356.52,0.40983,356.52,0.27994,356.52,-0.41885,356.52,-0.0016075,356.52,0.0014081,356.52,-0.42274,356.52,1.017,356.52,0.0094214,356.52,-0.0014853,356.52,0.0021492,356.52,0.011953,356.52,-0.77122,356.52,0.508
358.11,32.837,358.11,0.77569,358.11,0.40654,358.11,-0.42046,358.11,-0.0057423,358.11,0.0017893,358.11,-0.41963,358.11,1.0217,358.11,0.017748,358.11,-0.0015951,358.11,0.0030767,358.11,0.017865,358.11,-0.79082,358.11,0.48299
359.7,32.817,359.7,0.6323,359.7,0.35172,359.7,-0.42261,359.7,-0.0042742,359.7,0.0018013,359.7,-0.4207,359.7,1.0252,359.7,0.014509,359.7,-0.0017211,359.7,0.0063432,359.7,0.015729,359.7,-0.80997,359.7,0.45473
361.29,32.777,361.29,0.21849,361.29,0.16519,361.29,-0.4226,361.29,-0.00028921,361.29,0.001555,361.29,-0.42523,361.29,1.0221,361.29,0.0046347,361.29,-0.0014179,361.29,0.0078623,361.29,0.0073104,361.29,-0.82266,361.29,0.42529
362.88,32.69,362.88,0.15991,362.88,0.11613,362.88,-0.42367,362.88,0.0002253,362.88,0.0017428,362.88,-0.4286,362.88,1.0172,362.88,0.0024114,362.88,-0.0011641,362.88,0.0039947,362.88,0.0056097,362.88,-0.83306,362.88,0.39627
364.48,32.554,364.48,0.4732,364.48,0.26494,364.48,-0.42829,364.48,-2.93E-03,364.48,0.0016885,364.48,-0.43121,364.48,1.0179,364.48,0.010239,364.48,-0.0012733,364.48,0.00089788,364.48,0.012462,364.48,-0.84534,364.48,0.36442
366.07,32.327,366.07,0.74415,366.07,0.37136,366.07,-0.4381,366.07,-0.0057198,366.07,0.0019311,366.07,-0.43605,366.07,1.0238,366.07,0.016449,366.07,-0.0016274,366.07,0.0030935,366.07,0.017811,366.07,-0.86143,366.07,0.32964
367.66,32.034,367.66,0.51764,367.66,0.29695,367.66,-0.44825,367.66,-0.0032074,367.66,0.0019827,367.66,-0.44549,367.66,1.0256,367.66,0.011795,367.66,-0.0014174,367.66,0.0068553,367.66,0.013432,367.66,-0.8715,367.66,0.29354
369.25,31.705,369.25,0.12436,369.25,0.11907,369.25,-0.45752,369.25,0.0011261,369.25,0.0019299,369.25,-0.45936,369.25,1.0228,369.25,0.0019817,369.25,-0.0013386,369.25,0.0088129,369.25,0.0044629,369.25,-0.87447,369.25,0.25896
370.84,31.346,370.84,0.14353,370.84,0.060372,370.84,-0.46804,370.84,0.0027279,370.84,0.0016722,370.84,-0.47378,370.84,1.021,370.84,-0.0018466,370.84,-0.001196,370.84,0.0055414,370.84,0.0019087,370.84,-0.87532,370.84,0.22981
372.43,30.906,372.43,0.2622,372.43,0.15069,372.43,-0.48666,372.43,-1.24E-03,372.43,0.0025105,372.43,-0.49105,372.43,1.0317,372.43,0.0050915,372.43,-0.0015444,372.43,0.00025549,372.43,0.0068352,372.43,-0.88391,372.43,0.19846
374.02,30.336,374.02,0.83813,374.02,0.37489,374.02,-0.5078,374.02,-0.0072176,374.02,0.0021252,374.02,-0.50634,374.02,1.0383,374.02,0.018485,374.02,-0.0013354,374.02,0.0021977,374.02,0.018039,374.02,-0.88816,374.02,0.15518
375.61,29.823,375.61,0.7092,375.61,0.3191,375.61,-0.52074,375.61,-0.005841,375.61,0.0024233,375.61,-0.51665,375.61,1.0316,375.61,0.014502,375.61,-0.0012432,375.61,7.48E-03,375.61,0.015877,375.61,-0.8786,375.61,0.12241
377.2,29.344,377.2,0.18665,377.2,0.15802,377.2,-0.53274,377.2,0.00048529,377.2,0.0023912,377.2,-0.53349,377.2,1.0268,377.2,0.0031748,377.2,-0.0016036,377.2,0.0077296,377.2,0.0064547,377.2,-0.86781,377.2,0.094293
378.79,28.8,378.79,0.1878,378.79,0.061257,378.79,-0.54727,378.79,0.0026793,378.79,0.0026534,378.79,-0.55304,378.79,1.023,378.79,-0.0022544,378.79,-0.0013903,378.79,0.0038259,378.79,0.001159,378.79,-0.85694,378.79,0.066521
380.38,28.237,380.38,0.2016,380.38,0.14289,380.38,-0.56287,380.38,-0.0002884,380.38,0.0024035,380.38,-0.56873,380.38,1.0207,380.38,0.0038256,380.38,-0.0013706,380.38,-0.00048675,380.38,5.56E-03,380.38,-0.84619,380.38,0.037751
381.97,27.664,381.97,0.65472,381.97,0.24699,381.97,-0.58311,381.97,-0.0058358,381.97,0.0025297,381.97,-0.58467,381.97,1.0274,381.97,0.012321,381.97,-0.0013342,381.97,-0.00053261,381.97,0.012342,381.97,-0.83927,381.97,0.01117
383.56,27.118,383.56,0.71917,383.56,0.23233,383.56,-0.60277,383.56,-0.006963,383.56,0.0023929,383.56,-0.59966,383.56,1.0342,383.56,0.01298,383.56,-0.0013545,383.56,0.002541,383.56,0.012475,383.56,-0.83313,383.56,-0.01097
385.15,26.572,385.15,0.3087,385.15,0.12526,385.15,-0.61805,385.15,-0.0021832,385.15,0.0027082,385.15,-0.6162,385.15,1.0339,385.15,0.004796,385.15,-0.0017445,385.15,0.0044992,385.15,0.0059462,385.15,-0.819,385.15,-0.031471
386.74,25.921,386.74,0.2496,386.74,0.035904,386.74,-0.634,386.74,0.0026724,386.74,0.0028884,386.74,-0.63859,386.74,1.0304,386.74,-0.0027544,386.74,-0.0023078,386.74,0.0049038,386.74,0.00013976,386.74,-0.80004,386.74,-0.05611
388.34,25.29,388.34,0.21649,388.34,0.045707,388.34,-0.64844,388.34,0.0023448,388.34,0.0026835,388.34,-0.65638,388.34,1.0255,388.34,-0.002467,388.34,-0.0016815,388.34,0.0029329,388.34,0.00019514,388.34,-0.7796,388.34,-0.081773
389.93,24.618,389.93,0.45108,389.93,0.13529,389.93,-0.66805,389.93,-0.0038712,389.93,0.002955,389.93,-0.67509,389.93,1.0283,389.93,0.0069446,389.93,-0.002077,389.93,0.00056379,389.93,0.006398,389.93,-0.76233,389.93,-0.10567
391.52,23.936,391.52,0.84555,391.52,0.20591,391.52,-0.69226,391.52,-0.0084362,391.52,0.0028346,391.52,-0.69195,391.52,1.0382,391.52,0.013446,391.52,-0.0020012,391.52,-0.00058512,391.52,0.011008,391.52,-0.74877,391.52,-0.12709
393.11,23.26,393.11,0.70889,393.11,0.16639,393.11,-0.71328,393.11,-0.0070693,393.11,0.0027278,393.11,-0.70966,393.11,1.0433,393.11,0.010711,393.11,-0.0017196,393.11,0.001391,393.11,8.98E-03,393.11,-0.73074,393.11,-0.14846
394.7,22.642,394.7,0.16886,394.7,0.05631,394.7,-0.72688,394.7,3.49E-05,394.7,0.0027913,394.7,-0.72697,394.7,1.0401,394.7,-0.00036648,394.7,-0.0016232,394.7,0.0035764,394.7,0.0010191,394.7,-0.70744,394.7,-0.16853
396.29,21.979,396.29,0.55213,396.29,0.091514,396.29,-0.74083,396.29,0.0054615,396.29,0.003029,396.29,-0.74848,396.29,1.0372,396.29,-0.0078151,396.29,-0.0017779,396.29,0.0019532,396.29,-0.0042142,396.29,-0.68139,396.29,-0.18919
397.88,21.276,397.88,0.48999,397.88,0.070134,397.88,-0.75552,397.88,0.0042795,397.88,0.0031262,397.88,-0.76745,397.88,1.0338,397.88,-0.006588,397.88,-0.0027909,397.88,-0.000757,397.88,-0.0032407,397.88,-0.6544,397.88,-0.20828
399.47,20.549,399.47,0.3564,399.47,0.058506,399.47,-0.77692,399.47,-0.0026319,399.47,0.0029409,399.47,-0.78595,399.47,1.04,399.47,0.0029052,399.47,-0.0028198,399.47,-0.0030046,399.47,0.0033864,399.47,-0.63048,399.47,-0.22726
401.06,19.808,401.06,0.81668,401.06,0.093535,401.06,-0.79943,401.06,-0.0080592,401.06,0.0031979,401.06,-0.80289,401.06,1.0469,401.06,0.0096019,401.06,-0.0027006,401.06,-0.0026168,401.06,0.0058313,401.06,-0.60693,401.06,-0.24501
