Experimental Data,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exp AnE 55°,,Exp Aps 55°,,Exp Asp 55°,,Exp mm12 55°,,Exp mm13 55°,,Exp mm14 55°,,Exp mm21 55°,,Exp mm22 55°,,Exp mm23 55°,,Exp mm24 55°,,Exp mm31 55°,,Exp mm32 55°,,Exp mm33 55°,,Exp mm34 55°
288.17,29.423,288.17,2.1035,288.17,0.84488,288.17,-0.52742,288.17,-0.019835,288.17,-0.0012861,288.17,-0.55018,288.17,1.0455,288.17,0.044791,288.17,-0.00044932,288.17,0.0035339,288.17,-0.019279,288.17,0.17321,288.17,-0.84619
289.76,29.258,289.76,2.2121,289.76,0.86025,289.76,-0.5341,289.76,-0.021582,289.76,-0.0013241,289.76,-0.55815,289.76,1.0484,289.76,0.045433,289.76,-0.00017248,289.76,0.0038694,289.76,-0.027438,289.76,0.3831,289.76,-0.7708
291.35,29.363,291.35,2.1776,291.35,0.9078,291.35,-0.53568,291.35,-0.021287,291.35,-0.00071385,291.35,-0.55921,291.35,1.057,291.35,0.046798,291.35,-0.00053447,291.35,0.0020852,291.35,-0.03306,291.35,0.58438,291.35,-0.64227
292.94,29.785,292.94,2.176,292.94,0.89416,292.94,-0.52418,292.94,-0.021967,292.94,-3.90E-04,292.94,-0.5485,292.94,1.0559,292.94,0.047886,292.94,-0.00019592,292.94,0.00015978,292.94,-0.038,292.94,0.74893,292.94,-0.45814
294.52,30.41,294.52,1.9721,294.52,0.89007,294.52,-0.5069,294.52,-0.020018,294.52,-0.00010253,294.52,-0.52839,294.52,1.0605,294.52,0.046995,294.52,-0.00063681,294.52,-0.00079546,294.52,-0.039167,294.52,0.85957,294.52,-0.23862
296.11,31.317,296.11,1.8682,296.11,0.87477,296.11,-0.48124,296.11,-0.019016,296.11,-0.00035486,296.11,-0.50285,296.11,1.0648,296.11,0.047979,296.11,-0.00024573,296.11,-0.0035646,296.11,-0.037983,296.11,0.9142,296.11,-0.0058395
297.7,32.182,297.7,1.752,297.7,0.79967,297.7,-0.4528,297.7,-0.018429,297.7,-0.00059091,297.7,-0.47482,297.7,1.0634,297.7,0.045096,297.7,-0.00046973,297.7,-0.0065424,297.7,-0.034473,297.7,0.90434,297.7,0.22054
299.29,33.139,299.29,1.6473,299.29,0.82501,299.29,-0.4205,299.29,-0.016059,299.29,-0.00051872,299.29,-0.44254,299.29,1.0614,299.29,0.0459,299.29,0.00019753,299.29,-0.0047293,299.29,-0.029546,299.29,0.84493,299.29,0.42415
300.88,33.887,300.88,1.6541,300.88,0.80849,300.88,-0.39489,300.88,-0.016327,300.88,-0.00032669,300.88,-0.41818,300.88,1.0604,300.88,0.045901,300.88,0.0004506,300.88,-0.0065015,300.88,-0.025039,300.88,0.74867,300.88,0.59258
302.47,34.537,302.47,1.523,302.47,0.75795,302.47,-0.3701,302.47,-0.01474,302.47,-0.0006484,302.47,-0.39472,302.47,1.0519,302.47,0.043167,302.47,-0.00028756,302.47,-0.005951,302.47,-0.01511,302.47,0.63092,302.47,0.72263
304.06,35.036,304.06,1.5244,304.06,0.84768,304.06,-0.35284,304.06,-0.012869,304.06,-0.00049394,304.06,-0.37403,304.06,1.0496,304.06,0.044364,304.06,0.0011977,304.06,-0.0039789,304.06,-0.01224,304.06,0.50757,304.06,0.82141
305.65,35.447,305.65,1.4849,305.65,0.83487,305.65,-0.33849,305.65,-0.012297,3.06E+02,-0.00064722,305.65,-0.36128,305.65,1.0482,305.65,0.04251,305.65,0.00095318,305.65,-0.0032004,305.65,-0.0074345,305.65,0.38274,305.65,0.88836
307.24,35.695,307.24,1.3887,307.24,0.78672,307.24,-0.32843,307.24,-0.011234,307.24,-0.0006586,307.24,-0.35178,307.24,1.0428,307.24,0.039268,307.24,0.00098893,307.24,-0.002558,307.24,-0.0025828,307.24,0.26662,307.24,0.92855
308.83,35.888,308.83,1.4023,308.83,0.81203,308.83,-0.32087,308.83,-0.010669,308.83,-0.00022829,308.83,-0.34,308.83,1.0382,308.83,0.039063,308.83,0.0014416,308.83,0.00017813,308.83,-5.97E-05,308.83,0.15653,308.83,0.95415
310.42,35.937,310.42,1.3862,310.42,0.78464,310.42,-0.31844,310.42,-0.010762,310.42,-0.00058582,310.42,-0.33689,310.42,1.0361,310.42,0.037744,310.42,0.00090257,310.42,0.00063082,310.42,0.0036839,310.42,0.057349,310.42,0.96313
312.01,36.004,312.01,1.2241,312.01,0.71837,312.01,-0.31605,312.01,-0.0091565,312.01,-0.00076347,312.01,-0.3378,312.01,1.0336,312.01,0.033351,312.01,0.00087311,312.01,0.0011358,312.01,0.0072737,312.01,-0.031314,312.01,0.96359
313.6,36.007,313.6,1.2295,313.6,0.75471,313.6,-0.31525,313.6,-0.0083503,313.6,-0.00020417,313.6,-0.33209,313.6,1.0299,313.6,0.033592,313.6,0.00099923,313.6,0.001801,313.6,0.0089514,313.6,-0.10951,313.6,0.95777
315.18,35.951,315.18,1.2903,315.18,0.75155,315.18,-0.31653,315.18,-0.0093348,315.18,7.20E-06,315.18,-0.33147,315.18,1.0277,315.18,0.034158,315.18,0.00098508,315.18,0.0037701,315.18,0.011113,315.18,-0.1809,315.18,0.94266
316.77,35.879,316.77,1.0732,316.77,0.65847,316.77,-0.31928,316.77,-0.0074096,316.77,-0.00036026,316.77,-0.33753,316.77,1.0284,316.77,0.028953,316.77,0.0011848,316.77,0.0048836,316.77,0.010543,316.77,-0.24316,316.77,0.92684
318.36,35.823,318.36,1.0756,318.36,0.61358,3.18E+02,-0.3203,318.36,-0.0080541,318.36,0.00018497,318.36,-0.33529,318.36,1.0235,318.36,0.027849,318.36,0.00093546,318.36,0.0045068,318.36,0.011408,318.36,-0.2976,318.36,0.91037
319.95,35.756,319.95,1.2113,319.95,0.70614,319.95,-0.3229,319.95,-0.0086476,319.95,4.10E-05,319.95,-0.33441,319.95,1.0233,319.95,0.031355,319.95,0.0013823,319.95,0.0048375,319.95,0.014884,319.95,-0.34751,319.95,0.89276
321.54,35.653,321.54,1.0651,321.54,0.62533,3.22E+02,-0.32628,321.54,-0.0076671,321.54,0.00019108,321.54,-0.33919,321.54,1.0247,321.54,0.027521,321.54,0.0012548,321.54,0.0069612,321.54,0.014122,321.54,-0.39246,321.54,0.87006
323.13,35.554,323.13,0.86863,323.13,0.51187,323.13,-0.32885,323.13,-0.0062462,323.13,-0.00025081,323.13,-0.34307,323.13,1.0203,323.13,0.022433,323.13,0.00079611,323.13,0.0067259,323.13,0.012268,323.13,-0.43095,323.13,0.85
324.72,35.508,324.72,1.0068,324.72,0.58483,324.72,-0.33053,324.72,-0.0072294,324.72,0.00027846,324.72,-0.34027,324.72,1.0193,324.72,0.025822,324.72,0.00084586,324.72,0.005875,324.72,0.014438,324.72,-0.46639,324.72,0.83216
326.31,35.434,326.31,1.0697,326.31,0.62641,326.31,-0.33356,326.31,-0.0076884,326.31,0.00024971,326.31,-0.34229,326.31,1.0217,326.31,0.027478,326.31,0.00099948,326.31,0.0073347,326.31,0.016319,326.31,-0.50008,326.31,0.8117
327.9,35.368,327.9,0.79474,327.9,0.47679,327.9,-0.33521,327.9,-0.0055981,327.9,7.12E-05,327.9,-0.34674,327.9,1.0204,327.9,0.020386,327.9,0.00088006,327.9,0.0088209,327.9,0.01334,327.9,-0.5297,327.9,0.78928
329.49,35.366,329.49,0.72741,329.49,0.44918,329.49,-0.33475,329.49,-0.0048301,329.49,0.00018846,329.49,-0.34544,329.49,1.0171,329.49,0.018782,329.49,0.0010499,329.49,0.0067873,329.49,0.012586,329.49,-0.5551,329.49,0.77216
331.08,35.318,331.08,0.96544,331.08,0.56223,331.08,-0.33623,331.08,-0.0067925,331.08,0.00028319,331.08,-0.34295,331.08,1.016,331.08,0.024568,331.08,0.00061169,331.08,0.0060355,331.08,0.01661,331.08,-0.58041,331.08,0.75422
332.67,35.283,332.67,0.89644,332.67,0.5198,3.33E+02,-0.33814,332.67,-0.0064538,332.67,0.0001834,332.67,-0.34451,332.67,1.0192,332.67,0.022435,332.67,0.0012032,332.67,0.0091674,332.67,0.016103,332.67,-0.60561,332.67,0.73322
334.26,35.265,334.26,0.57774,334.26,0.36599,334.26,-0.33827,334.26,-0.0037033,334.26,0.00055584,334.26,-0.34816,334.26,1.0175,334.26,0.014822,334.26,0.00060413,334.26,0.0098484,334.26,0.011551,334.26,-0.62601,334.26,0.71372
335.85,35.284,335.85,0.60999,335.85,0.37951,335.85,-0.33686,335.85,-0.0038192,335.85,0.00055305,335.85,-0.3449,335.85,1.0139,335.85,0.015361,335.85,0.00056563,335.85,0.0066528,335.85,0.012592,335.85,-0.64461,335.85,0.6979
337.44,35.289,337.44,0.88767,337.44,0.51508,337.44,-0.33723,337.44,-0.0062586,337.44,0.0007478,337.44,-0.34137,337.44,1.0154,337.44,0.022273,337.44,0.00046871,337.44,0.0062591,337.44,0.017359,337.44,-0.6647,337.44,0.68005
339.03,35.292,339.03,0.77917,339.03,0.46107,339.03,-0.33784,339.03,-0.0054678,339.03,0.00058849,339.03,-0.34216,339.03,1.0185,339.03,0.019712,339.03,0.00068155,339.03,0.0099354,339.03,0.015573,339.03,-0.68564,339.03,0.65995
340.62,35.328,340.62,0.44018,340.62,0.29668,340.62,-0.33605,340.62,-0.0025618,340.62,0.00053934,340.62,-0.34385,340.62,1.0161,340.62,0.011565,340.62,0.00027346,340.62,0.0099076,340.62,0.0099673,340.62,-0.70195,340.62,0.64219
342.21,35.372,342.21,0.48052,342.21,0.29743,342.21,-0.33358,342.21,-0.0029933,342.21,0.00068967,342.21,-0.34076,342.21,1.012,342.21,0.012051,342.21,0.00053989,342.21,0.006195,342.21,0.010474,342.21,-0.71609,342.21,0.62674
343.8,35.417,343.8,0.79569,343.8,0.45158,343.8,-0.33268,343.8,-0.0057829,343.8,0.00092965,343.8,-0.33568,343.8,1.0142,343.8,0.019963,343.8,0.00044083,343.8,0.0053484,343.8,0.01626,343.8,-0.73321,343.8,0.60892
345.39,35.466,345.39,0.73347,345.39,0.4435,345.39,-0.33223,345.39,-0.0049703,345.39,0.00070896,345.39,-0.33388,345.39,1.0181,345.39,0.018683,345.39,0.0004342,345.39,0.0087963,345.39,0.016231,345.39,-0.7523,345.39,0.58842
346.98,35.52,346.98,0.36456,346.98,0.23783,346.98,-0.32966,346.98,-0.0021562,346.98,0.0011743,346.98,-0.33538,346.98,1.0154,346.98,0.0091071,346.98,0.00028196,346.98,0.010715,346.98,0.0088147,346.98,-0.76615,346.98,0.56893
348.57,35.604,348.57,0.32371,348.57,0.21018,348.57,-0.32556,348.57,-0.0017664,348.57,0.001076,348.57,-0.3327,348.57,1.011,348.57,0.0078917,348.57,0.00025174,348.57,0.0066124,348.57,0.0080851,348.57,-0.7778,348.57,0.5522
350.16,35.658,350.16,0.64217,350.16,0.39108,350.16,-0.32414,350.16,-0.004101,350.16,0.00071629,350.16,-0.3274,350.16,1.0119,350.16,0.016395,350.16,0.00042614,350.16,0.0037495,350.16,0.014787,350.16,-0.7934,350.16,0.53359
351.75,35.746,351.75,0.73844,351.75,0.43872,351.75,-0.32244,351.75,-0.0049698,351.75,0.0011788,351.75,-0.32231,351.75,1.0162,351.75,0.018625,351.75,0.00035261,351.75,0.007415,351.75,0.017238,351.75,-0.81083,351.75,0.51229
353.34,35.816,353.34,0.39469,353.34,0.27823,353.34,-0.32035,353.34,-0.0019243,353.34,0.0013153,353.34,-0.32282,353.34,1.017,353.34,0.010392,353.34,0.00027029,353.34,0.010097,353.34,0.010342,353.34,-0.82564,353.34,0.4911
354.93,35.893,354.93,0.1681,354.93,0.14229,354.93,-0.31613,354.93,-0.00028949,354.93,0.001333,354.93,-0.32242,354.93,1.0115,354.93,0.0041108,354.93,0.00027159,354.93,0.007168,354.93,0.0052628,354.93,-0.83458,354.93,0.4705
356.52,35.968,356.52,0.36728,356.52,0.2475,356.52,-0.31299,356.52,-0.0018153,356.52,0.0011164,356.52,-0.31806,356.52,1.0092,356.52,0.0093885,356.52,0.00012282,356.52,0.0030272,356.52,0.0097524,356.52,-0.84662,356.52,0.44955
358.11,36.051,358.11,0.67746,358.11,0.39937,358.11,-0.31149,358.11,-0.0046041,358.11,0.0012659,358.11,-0.31159,358.11,1.0136,358.11,0.017491,358.11,-8.00E-05,358.11,0.0034281,358.11,0.016223,358.11,-0.86316,358.11,0.42623
359.7,36.107,359.7,0.55669,359.7,0.35204,359.7,-0.3106,359.7,-0.003419,359.7,0.0012367,359.7,-0.30999,359.7,1.017,359.7,0.014742,359.7,0.00020721,359.7,0.0077763,359.7,0.014007,359.7,-0.87964,359.7,0.39961
361.29,36.162,361.29,0.16928,361.29,0.13784,361.29,-0.30794,361.29,-0.0004518,361.29,0.0013855,361.29,-0.31123,361.29,1.0142,361.29,0.0042729,361.29,0.00027198,361.29,0.0092922,361.29,0.0051556,361.29,-0.88925,361.29,0.3739
362.88,36.174,362.88,0.095094,362.88,0.089014,362.88,-0.30627,362.88,0.00017854,362.88,0.0014581,362.88,-0.3122,362.88,1.0096,362.88,0.0021114,362.88,-4.15E-05,362.88,0.0045411,362.88,0.0031203,362.88,-0.89704,362.88,0.34834
364.48,36.157,364.48,0.40025,364.48,0.24334,364.48,-0.3068,364.48,-0.0024056,3.64E+02,0.0016831,364.48,-0.31039,364.48,1.0096,364.48,0.0099855,364.48,-0.00014006,364.48,0.001798,364.48,0.01039,364.48,-0.9075,364.48,0.3206
366.07,36.088,366.07,0.63405,366.07,0.37709,366.07,-0.31056,366.07,-0.0041536,366.07,0.0016567,366.07,-0.30971,366.07,1.0143,366.07,0.016281,366.07,-4.93E-05,366.07,0.0033992,366.07,0.016256,366.07,-0.92141,366.07,0.2898
367.66,35.965,367.66,0.45876,367.66,0.28743,367.66,-0.31523,367.66,-0.0026959,3.68E+02,0.0016606,367.66,-0.31341,367.66,1.016,367.66,0.011973,367.66,-0.00032745,367.66,0.0084111,367.66,0.012214,367.66,-0.93116,367.66,0.25891
369.25,35.813,369.25,0.083072,369.25,0.079107,369.25,-0.3193,369.25,0.00027022,369.25,0.0017223,369.25,-0.32204,369.25,1.0127,369.25,0.0017105,369.25,-0.00019145,369.25,0.010202,369.25,0.0023996,369.25,-0.93413,369.25,0.22922
370.84,35.622,370.84,0.093348,370.84,0.052958,370.84,-0.32398,370.84,0.00093207,3.71E+02,0.0017729,370.84,-0.32959,370.84,1.0072,370.84,-0.0026269,370.84,-0.00012453,370.84,0.0074008,370.84,-0.00044309,370.84,-0.9333,370.84,0.20285
372.43,35.43,372.43,0.19139,372.43,0.13974,372.43,-0.33185,372.43,-0.0008293,372.43,0.0019374,372.43,-0.33579,372.43,1.012,372.43,0.0049183,372.43,-0.00014236,372.43,5.92E-05,372.43,0.0052386,372.43,-0.93971,372.43,0.17646
374.02,35.082,374.02,0.6783,374.02,0.36767,374.02,-0.34573,374.02,-0.0051077,3.74E+02,0.0019999,374.02,-0.34339,374.02,1.0189,374.02,0.017035,374.02,-0.0005863,374.02,0.0035502,374.02,0.016766,374.02,-0.94813,374.02,0.1389
375.61,34.821,375.61,0.57982,375.61,0.32205,375.61,-0.35392,375.61,-0.004068,375.61,0.0017773,375.61,-0.3504,375.61,1.0173,375.61,0.013936,375.61,-0.00013437,375.61,0.0080588,375.61,0.015051,375.61,-0.9471,375.61,0.11134
377.2,34.56,377.2,0.14168,377.2,0.099475,377.2,-0.36107,377.2,-0.00026419,377.2,0.0019851,377.2,-0.36163,377.2,1.0132,377.2,0.0027239,377.2,-0.00061967,377.2,0.0098672,377.2,0.0041143,377.2,-0.94208,377.2,0.087527
378.79,34.288,378.79,0.12699,378.79,0.046289,378.79,-0.36842,378.79,0.0016759,378.79,0.0019776,378.79,-0.37285,378.79,1.0088,378.79,-0.0025753,378.79,-0.00047312,378.79,0.0053215,378.79,-0.00069581,378.79,-0.93637,378.79,0.063459
380.38,34.001,380.38,0.16907,380.38,0.086365,380.38,-0.3772,380.38,-0.00083381,3.80E+02,0.0021193,380.38,-0.38251,380.38,1.0071,380.38,0.0027525,380.38,-0.00090584,380.38,0.0010193,380.38,0.0041832,380.38,-0.93248,380.38,0.03858
381.97,33.704,381.97,0.53135,381.97,0.25889,381.97,-0.38848,381.97,-0.0042729,3.82E+02,0.0021756,381.97,-0.38876,381.97,1.0114,381.97,0.012151,381.97,-0.00081441,381.97,0.0010576,381.97,0.012405,381.97,-0.93277,381.97,0.013758
383.56,33.414,383.56,0.55591,383.56,0.2503,383.56,-0.39973,383.56,-0.0047985,383.56,0.0021909,383.56,-0.39653,383.56,1.0161,383.56,0.01228,383.56,-0.00065783,383.56,0.0041323,383.56,0.012607,383.56,-0.93332,383.56,-0.0065633
385.15,33.105,385.15,0.23393,385.15,0.12763,385.15,-0.40971,385.15,-0.0013655,385.15,0.0020326,385.15,-0.40725,385.15,1.0163,385.15,0.0047499,385.15,-0.00096185,385.15,0.0066237,385.15,0.0059503,385.15,-0.92762,385.15,-0.026619
386.74,32.778,386.74,0.1437,386.74,0.042865,386.74,-0.41811,386.74,0.0015642,386.74,0.0021526,386.74,-0.42077,386.74,1.0112,386.74,-0.0024187,386.74,-0.00088318,386.74,0.0080393,386.74,-0.0011116,386.74,-0.91657,386.74,-0.050404
388.34,32.456,388.34,0.12297,388.34,0.042842,388.34,-0.42648,388.34,0.00096239,388.34,0.0023854,388.34,-0.43197,388.34,1.0064,388.34,-0.0016597,388.34,-0.0010923,388.34,0.0052691,388.34,-0.00027094,388.34,-0.90667,388.34,-0.074703
389.93,32.129,389.93,0.34161,389.93,0.14248,389.93,-0.43784,389.93,-0.0029642,389.93,0.0022399,389.93,-0.44157,389.93,1.0089,389.93,0.0071288,389.93,-0.001085,389.93,0.0034618,389.93,0.0067665,389.93,-0.90102,389.93,-0.098366
391.52,31.799,391.52,0.64268,391.52,0.25484,391.52,-0.45129,391.52,-0.0060205,391.52,0.0023417,391.52,-0.44881,391.52,1.0162,391.52,0.013538,391.52,-0.00098184,391.52,0.0028761,391.52,0.012963,391.52,-0.8985,391.52,-0.12083
393.11,31.503,393.11,0.51782,393.11,0.2041,393.11,-0.46161,393.11,-0.0048793,393.11,0.0021606,393.11,-0.45651,393.11,1.0185,393.11,0.011014,393.11,-0.00094662,393.11,0.0052998,393.11,0.01007,393.11,-0.89197,393.11,-0.14263
394.7,31.199,394.7,0.1214,394.7,0.035449,394.7,-0.46993,394.7,-0.00062507,394.7,0.0022064,394.7,-0.46805,394.7,1.0158,394.7,0.00073001,394.7,-0.001247,394.7,0.0071058,394.7,0.0010288,394.7,-0.88078,394.7,-0.16483
396.29,30.91,396.29,0.30785,396.29,0.1125,396.29,-0.4768,396.29,0.0028811,396.29,0.0023471,396.29,-0.4805,396.29,1.0113,396.29,-0.0063631,396.29,-0.0010866,396.29,0.0056077,396.29,-0.0051262,396.29,-0.86625,396.29,-0.18877
397.88,30.613,397.88,0.25041,397.88,0.0857,397.88,-0.48405,397.88,0.0023014,397.88,0.0022966,397.88,-0.49109,397.88,1.0074,397.88,-0.0051902,397.88,-0.0014299,397.88,0.0026655,397.88,-0.0035199,397.88,-0.85219,397.88,-0.21224
399.47,30.299,399.47,0.24406,399.47,0.05323,399.47,-0.49488,399.47,-0.0025038,399.47,0.0024301,399.47,-0.49968,399.47,1.0098,399.47,0.0037099,399.47,-0.0015772,399.47,0.00021097,399.47,0.0028506,399.47,-0.84297,399.47,-0.23522
401.06,29.993,401.06,0.55707,401.06,0.14632,401.06,-0.50748,401.06,-0.006115,401.06,0.0024027,401.06,-0.50627,401.06,1.0164,401.06,0.010417,401.06,-0.0014864,401.06,0.00090236,401.06,0.0081388,401.06,-0.83643,401.06,-0.25837
