Experimental Data,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exp AnE 50°,,Exp Aps 50°,,Exp Asp 50°,,Exp mm12 50°,,Exp mm13 50°,,Exp mm14 50°,,Exp mm21 50°,,Exp mm22 50°,,Exp mm23 50°,,Exp mm24 50°,,Exp mm31 50°,,Exp mm32 50°,,Exp mm33 50°,,Exp mm34 50°
288.17,33.452,288.17,1.6426,288.17,0.71781,288.17,-0.40217,288.17,-0.016457,288.17,-0.00096023,288.17,-0.42472,288.17,1.0329,288.17,0.040911,288.17,-0.0010756,288.17,-0.0014319,288.17,0.021346,288.17,-0.67458,288.17,-0.65223
289.76,32.196,289.76,1.6831,289.76,0.69957,289.76,-0.44376,289.76,-0.017224,289.76,-0.0012391,289.76,-0.46605,289.76,1.0373,289.76,0.041479,289.76,-0.00047409,289.76,-0.00039572,289.76,0.015393,289.76,-0.57394,289.76,-0.72013
291.35,30.827,291.35,1.7954,291.35,0.63713,291.35,-0.4897,291.35,-0.019519,291.35,-0.0012414,291.35,-0.50879,291.35,1.0449,291.35,0.040821,291.35,-0.00036095,291.35,7.53E-05,291.35,0.010854,291.35,-0.45293,291.35,-0.78049
292.94,29.37,292.94,1.8456,292.94,0.64595,292.94,-0.53557,292.94,-0.019491,292.94,-7.56E-04,292.94,-0.55346,292.94,1.0505,292.94,0.040576,292.94,-0.00045998,292.94,0.00090385,292.94,0.0047104,292.94,-0.30595,292.94,-0.82088
294.52,27.825,294.52,1.9399,294.52,0.54139,294.52,-0.5846,294.52,-0.021558,294.52,-0.00036862,294.52,-0.60075,294.52,1.0571,294.52,0.038725,294.52,-0.00016631,294.52,-0.00012128,294.52,-0.0050956,294.52,-0.13013,294.52,-0.83801
296.11,26.399,296.11,2.247,296.11,0.60381,296.11,-0.63181,296.11,-0.024274,296.11,-0.0012241,296.11,-0.64706,296.11,1.0738,296.11,0.04219,296.11,-0.00030567,296.11,-0.00013058,296.11,-0.011373,296.11,0.066988,296.11,-0.82179
297.7,25.121,297.7,2.3754,297.7,0.66014,297.7,-0.67192,297.7,-0.024626,297.7,-0.0010275,297.7,-0.68627,297.7,1.0821,297.7,0.042818,297.7,-0.00041631,297.7,0.00027371,297.7,-0.018535,297.7,0.27835,297.7,-0.7475
299.29,24.398,299.29,2.4096,299.29,0.75113,299.29,-0.6978,299.29,-0.023916,299.29,-0.00084101,299.29,-0.70854,299.29,1.0934,299.29,0.044226,299.29,0.00073521,299.29,-0.0011018,299.29,-0.025149,299.29,0.48653,299.29,-0.61355
300.88,24.37,300.88,2.3792,300.88,0.66436,300.88,-0.70443,300.88,-0.025928,300.88,-0.00073526,300.88,-0.71623,300.88,1.1023,300.88,0.04364,300.88,0.00029236,300.88,-0.0040324,300.88,-0.028741,300.88,0.66781,300.88,-0.4142
302.47,25.082,302.47,2.155,302.47,0.69611,302.47,-0.68449,302.47,-0.02321,302.47,0.00019074,302.47,-0.69858,302.47,1.1015,302.47,0.045522,302.47,0.0007787,302.47,-0.0053914,302.47,-0.028854,302.47,0.78493,302.47,-0.1603
304.06,26.528,304.06,1.9279,304.06,0.57486,304.06,-0.64692,304.06,-0.022642,304.06,-0.00079824,304.06,-0.65837,304.06,1.1078,304.06,0.044121,304.06,5.52E-05,304.06,-0.0063059,304.06,-0.024174,304.06,0.83229,304.06,0.11212
305.65,28.105,305.65,1.8112,305.65,0.67598,305.65,-0.60097,305.65,-0.020184,3.06E+02,-0.00024886,305.65,-0.61412,305.65,1.1098,305.65,0.045498,305.65,0.00022602,305.65,-0.0075987,305.65,-0.024082,305.65,0.79657,305.65,0.37216
307.24,29.811,307.24,1.6279,307.24,0.64544,307.24,-0.54059,307.24,-0.017952,307.24,-0.00072811,307.24,-0.55744,307.24,1.0977,307.24,0.042878,307.24,0.00091146,307.24,-0.0054974,307.24,-0.015873,307.24,0.69117,307.24,0.58769
308.83,31.418,308.83,1.6471,308.83,0.73858,308.83,-0.4846,308.83,-0.016676,308.83,-0.00041848,308.83,-0.50034,308.83,1.0868,308.83,0.045319,308.83,0.0010489,308.83,-0.005088,308.83,-0.0103,308.83,0.55192,308.83,0.75242
310.42,32.786,310.42,1.6026,310.42,0.7375,310.42,-0.43702,310.42,-0.015639,310.42,-0.00033589,310.42,-0.45337,310.42,1.0795,310.42,0.043198,310.42,0.00041034,310.42,-0.0030947,310.42,-0.0053088,310.42,0.398,310.42,0.86342
312.01,33.909,312.01,1.412,312.01,0.67131,312.01,-0.39742,312.01,-0.013628,312.01,-0.0012674,312.01,-0.41614,312.01,1.0722,312.01,0.038051,312.01,0.0010314,312.01,-0.0028269,312.01,0.0019669,312.01,0.2476,312.01,0.93175
313.6,34.77,313.6,1.4142,313.6,0.74477,313.6,-0.36597,313.6,-0.01202,313.6,-0.00087567,313.6,-0.38004,313.6,1.0633,313.6,0.038321,313.6,0.0014216,313.6,-0.0010232,313.6,0.004549,313.6,0.10737,313.6,0.96668
315.18,35.373,315.18,1.4142,315.18,0.79465,315.18,-0.34257,315.18,-0.011013,315.18,-0.00031554,315.18,-0.35607,315.18,1.055,315.18,0.038422,315.18,0.0010088,315.18,0.0026419,315.18,0.0074085,315.18,-0.019458,315.18,0.97106
316.77,35.876,316.77,1.1672,316.77,0.66746,316.77,-0.32518,316.77,-0.0090693,316.77,5.54E-06,316.77,-0.34324,316.77,1.0524,316.77,0.031691,316.77,0.0005551,316.77,0.00395,316.77,0.0092992,316.77,-0.12893,316.77,0.96713
318.36,36.205,318.36,1.1468,318.36,0.71131,3.18E+02,-0.31304,318.36,-0.0077987,318.36,-0.00073142,318.36,-0.32813,318.36,1.0455,318.36,0.031537,318.36,0.0010932,318.36,0.0031882,318.36,0.012234,318.36,-0.22278,318.36,0.95217
319.95,36.448,319.95,1.2634,319.95,0.76494,319.95,-0.30409,319.95,-0.0088527,319.95,2.14E-05,319.95,-0.31522,319.95,1.0417,319.95,0.034198,319.95,0.0009477,319.95,0.0047807,319.95,0.01529,319.95,-0.30394,319.95,0.93078
321.54,36.6,321.54,1.0943,321.54,0.68736,3.22E+02,-0.29862,321.54,-0.0074372,321.54,-0.00024619,321.54,-0.31195,321.54,1.0401,321.54,0.029696,321.54,0.00074487,321.54,0.006892,321.54,0.016196,321.54,-0.37291,321.54,0.90232
323.13,36.708,323.13,0.92396,323.13,0.59926,323.13,-0.29371,323.13,-0.0060005,323.13,-0.00019377,323.13,-0.30859,323.13,1.0348,323.13,0.025405,323.13,0.00085024,323.13,0.006535,323.13,0.014436,323.13,-0.4306,323.13,0.87583
324.72,36.764,324.72,1.0362,324.72,0.64933,324.72,-0.29122,324.72,-0.0069012,324.72,-0.00027139,324.72,-0.30092,324.72,1.0315,324.72,0.027805,324.72,0.00058176,324.72,0.0056572,324.72,0.017601,324.72,-0.48198,324.72,0.85002
326.31,36.81,326.31,1.0796,326.31,0.70153,326.31,-0.28983,326.31,-0.006893,326.31,0.00033788,326.31,-0.29969,326.31,1.0327,326.31,0.029783,326.31,0.0010373,326.31,0.0084109,326.31,0.018237,326.31,-0.52771,326.31,0.82248
327.9,36.8,327.9,0.81894,327.9,0.55107,327.9,-0.28961,327.9,-0.0049041,327.9,-0.00024991,327.9,-0.30215,327.9,1.0303,327.9,0.022272,327.9,0.00079941,327.9,0.0095512,327.9,0.016612,327.9,-0.56554,327.9,0.79314
329.49,36.837,329.49,0.78127,329.49,0.48638,329.49,-0.28734,329.49,-0.0052299,329.49,0.00025525,329.49,-0.29844,329.49,1.0249,329.49,0.020549,329.49,0.00076268,329.49,0.007979,329.49,0.015254,329.49,-0.59685,329.49,0.76926
331.08,36.832,331.08,0.96464,331.08,0.61106,331.08,-0.28751,331.08,-0.006261,331.08,-7.45E-05,331.08,-0.29406,331.08,1.0239,331.08,0.025952,331.08,0.00064108,331.08,0.0069038,331.08,0.019027,331.08,-0.62666,331.08,0.74617
332.67,36.838,332.67,0.88509,332.67,0.58645,3.33E+02,-0.28784,332.67,-0.0054181,332.67,0.00036676,332.67,-0.29458,332.67,1.0269,332.67,0.024293,332.67,0.0008818,332.67,0.010248,332.67,0.018324,332.67,-0.65593,332.67,0.72042
334.26,36.835,334.26,0.59807,334.26,0.41672,334.26,-0.28727,334.26,-0.003431,334.26,0.00027672,334.26,-0.29794,334.26,1.0233,334.26,0.01646,334.26,0.00082359,334.26,0.010897,334.26,0.013375,334.26,-0.67785,334.26,0.69712
335.85,36.857,335.85,0.61718,335.85,0.43219,335.85,-0.28564,335.85,-0.0031674,335.85,0.00044428,335.85,-0.29452,335.85,1.019,335.85,0.016604,335.85,0.00098273,335.85,0.0075859,335.85,0.01449,335.85,-0.69642,335.85,0.67826
337.44,36.845,337.44,0.88731,337.44,0.56607,337.44,-0.28621,337.44,-0.005655,337.44,0.00044423,337.44,-0.29084,337.44,1.02,337.44,0.02396,337.44,0.00023405,337.44,0.0066138,337.44,0.019285,337.44,-0.71605,337.44,0.65788
339.03,36.876,339.03,0.76722,339.03,0.49488,339.03,-0.28587,339.03,-0.0048826,339.03,0.00049676,339.03,-0.29099,339.03,1.0229,339.03,0.02046,339.03,0.00073031,339.03,0.010911,339.03,0.017587,339.03,-0.73615,339.03,0.63609
340.62,36.896,340.62,0.44002,340.62,0.34649,340.62,-0.28456,340.62,-0.0017103,340.62,0.00048184,340.62,-0.29322,340.62,1.0201,340.62,0.012326,340.62,0.0005792,340.62,0.010775,340.62,0.011971,340.62,-0.75096,340.62,0.61773
342.21,36.944,342.21,0.48362,342.21,0.33505,342.21,-0.28205,342.21,-0.0025007,342.21,0.00070771,342.21,-0.28922,342.21,1.0162,342.21,0.012827,342.21,0.0005574,342.21,0.0069016,342.21,0.012193,342.21,-0.76362,342.21,0.6016
343.8,36.992,343.8,0.75623,343.8,0.49976,343.8,-0.28067,343.8,-0.0044906,343.8,0.00081185,343.8,-0.28362,343.8,1.0176,343.8,0.020566,343.8,0.00053431,343.8,0.0058278,343.8,0.017774,343.8,-0.77858,343.8,0.58414
345.39,37.041,345.39,0.71076,345.39,0.46697,345.39,-0.27988,345.39,-0.0043666,345.39,0.00069036,345.39,-0.28219,345.39,1.0213,345.39,0.019315,345.39,0.0002066,345.39,0.009674,345.39,0.017347,345.39,-0.79454,345.39,0.56496
346.98,37.078,346.98,0.35593,346.98,0.26683,346.98,-0.27787,346.98,-0.0015871,346.98,0.00099426,346.98,-0.28416,346.98,1.0182,346.98,0.0098735,346.98,0.00025159,346.98,0.01153,346.98,0.0097344,346.98,-0.80606,346.98,0.54693
348.57,37.154,348.57,0.32513,348.57,0.24594,348.57,-0.27428,348.57,-0.0012016,348.57,0.0010681,348.57,-0.28171,348.57,1.0138,348.57,0.0086253,348.57,0.00015612,348.57,0.0071889,348.57,0.0094219,348.57,-0.81452,348.57,0.53258
350.16,37.233,350.16,0.62122,350.16,0.40422,350.16,-0.27173,350.16,-0.0036398,350.16,0.00087946,350.16,-0.27505,350.16,1.0144,350.16,0.016417,350.16,0.00048584,350.16,0.0046043,350.16,0.015668,350.16,-0.82645,350.16,0.51666
351.75,37.307,351.75,0.71194,351.75,0.47255,351.75,-0.27025,351.75,-0.0041173,351.75,0.0010962,351.75,-0.27061,351.75,1.0186,351.75,0.019143,351.75,0.00051452,351.75,0.0079735,351.75,0.018356,351.75,-0.84109,351.75,0.49815
353.34,37.386,353.34,0.38302,353.34,0.30207,353.34,-0.26754,353.34,-0.0014756,353.34,0.0011137,353.34,-0.27052,353.34,1.0187,353.34,0.010893,353.34,0.00045867,353.34,0.010589,353.34,0.011064,353.34,-0.85227,353.34,0.48039
354.93,37.486,354.93,0.18014,354.93,0.15582,354.93,-0.26285,354.93,-0.00032455,354.93,0.0011473,354.93,-0.26931,354.93,1.0135,354.93,0.0047439,354.93,0.00030257,354.93,0.0078441,354.93,0.0059769,354.93,-0.85822,354.93,0.46468
356.52,37.586,356.52,0.37273,356.52,0.27953,356.52,-0.25887,356.52,-0.0014151,356.52,0.0012599,356.52,-0.26383,356.52,1.0112,356.52,0.010063,356.52,0.00015737,356.52,0.00352,356.52,0.010888,356.52,-0.8669,356.52,0.44856
358.11,37.676,358.11,0.6591,358.11,0.44581,358.11,-0.25668,358.11,-0.0036102,358.11,0.0012079,358.11,-0.25714,358.11,1.0148,358.11,0.01815,358.11,0.0002403,358.11,0.0040204,358.11,0.017422,358.11,-0.88039,358.11,0.43008
359.7,37.77,359.7,0.53512,359.7,0.38384,359.7,-0.2543,359.7,-0.0025514,359.7,0.0012238,359.7,-0.254,359.7,1.0181,359.7,0.015028,359.7,0.00035005,359.7,0.008154,359.7,0.01485,359.7,-0.89407,359.7,0.41005
361.29,37.857,361.29,0.18212,361.29,0.15721,361.29,-0.2507,361.29,-0.00034028,361.29,0.001602,361.29,-0.25483,361.29,1.0154,361.29,0.0047903,361.29,0.00031018,361.29,0.009926,361.29,0.0059345,361.29,-0.90112,361.29,0.39042
362.88,37.93,362.88,0.1145,362.88,0.10454,362.88,-0.2471,362.88,0.00019326,362.88,0.0015953,362.88,-0.25318,362.88,1.0108,362.88,0.0023391,362.88,1.68E-05,362.88,0.0052743,362.88,0.0042513,362.88,-0.90707,362.88,0.37193
364.48,37.963,364.48,0.39439,364.48,0.28545,364.48,-0.24595,364.48,-0.0016389,3.64E+02,0.0014256,364.48,-0.24964,364.48,1.0108,364.48,0.01059,364.48,0.0003023,364.48,0.0019644,364.48,0.011542,364.48,-0.91601,364.48,0.35149
366.07,37.977,366.07,0.6195,366.07,0.43565,366.07,-0.24649,366.07,-0.0029532,366.07,0.0013674,366.07,-0.24583,366.07,1.015,366.07,0.017152,366.07,5.57E-05,366.07,0.003811,366.07,0.017778,366.07,-0.92831,366.07,0.32821
367.66,37.939,367.66,0.43234,367.66,0.31607,367.66,-0.24815,367.66,-0.0018105,3.68E+02,0.0017289,367.66,-0.24693,367.66,1.0167,367.66,0.012042,367.66,-0.000161,367.66,0.0087156,367.66,0.012757,367.66,-0.93745,367.66,0.30475
369.25,37.878,369.25,0.084719,369.25,0.10138,369.25,-0.24946,369.25,0.00067874,369.25,0.0017945,369.25,-0.25221,369.25,1.0135,369.25,0.0018214,369.25,3.37E-09,369.25,0.010542,369.25,0.0033188,369.25,-0.94087,369.25,0.28287
370.84,37.791,370.84,0.080025,370.84,0.056581,370.84,-0.25119,370.84,0.0013986,3.71E+02,0.0018524,370.84,-0.25701,370.84,1.0083,370.84,-0.0017678,370.84,0.00021691,370.84,0.006788,370.84,0.00048561,370.84,-0.94098,370.84,0.26404
372.43,37.71,372.43,0.20291,372.43,0.16416,372.43,-0.25509,372.43,-0.00058469,372.43,0.0019685,372.43,-0.25905,372.43,1.0131,372.43,0.0053967,372.43,5.78E-05,372.43,0.00071314,372.43,0.0062455,372.43,-0.94888,372.43,0.24568
374.02,37.536,374.02,0.65214,374.02,0.42561,374.02,-0.26251,374.02,-0.0038204,3.74E+02,0.0016686,374.02,-0.26077,374.02,1.0189,374.02,0.017913,374.02,-0.00034795,374.02,0.0036109,374.02,0.018162,374.02,-0.95936,374.02,0.21735
375.61,37.385,375.61,0.53701,375.61,0.3655,375.61,-0.26735,375.61,-0.0027799,375.61,0.0017186,375.61,-0.26468,375.61,1.0176,375.61,0.014294,375.61,0.00012742,375.61,0.0089486,375.61,0.015798,375.61,-0.96113,375.61,0.19625
377.2,37.235,377.2,0.1514,377.2,0.12692,377.2,-0.27132,377.2,-0.00012419,377.2,0.0019592,377.2,-0.27226,377.2,1.0133,377.2,0.0033547,377.2,-0.00016368,377.2,0.010551,377.2,0.0052014,377.2,-0.95908,377.2,0.17801
378.79,37.082,378.79,0.096494,378.79,0.054006,378.79,-0.27538,378.79,0.0013907,378.79,0.0020492,378.79,-0.28022,378.79,1.009,378.79,-0.002289,378.79,-8.12E-05,378.79,0.0062844,378.79,0.00039356,378.79,-0.95672,378.79,0.16084
380.38,36.911,380.38,0.15322,380.38,0.12348,380.38,-0.28071,380.38,-0.00031522,3.80E+02,0.0019305,380.38,-0.28593,380.38,1.0075,380.38,0.003503,380.38,-9.58E-05,380.38,0.0014067,380.38,0.004929,380.38,-0.9568,380.38,0.14232
381.97,36.739,381.97,0.50733,381.97,0.30514,381.97,-0.28759,381.97,-0.0032648,3.82E+02,0.0021443,381.97,-0.28845,381.97,1.0114,381.97,0.012777,381.97,-0.00015797,381.97,0.0020005,381.97,0.013805,381.97,-0.96086,381.97,0.12312
383.56,36.544,383.56,0.5224,383.56,0.33055,383.56,-0.29546,383.56,-0.00315,383.56,0.0021357,383.56,-0.29285,383.56,1.0158,383.56,0.013604,383.56,-0.00011042,383.56,0.0045339,383.56,0.014499,383.56,-0.96556,383.56,0.1064
385.15,36.339,385.15,0.24222,385.15,0.16581,385.15,-0.3024,385.15,-0.0011095,385.15,0.0023494,385.15,-0.30093,385.15,1.0159,385.15,0.0057178,385.15,-0.0003167,385.15,0.0083383,385.15,0.0070847,385.15,-0.96462,385.15,0.090505
386.74,36.139,386.74,0.095313,386.74,0.074202,386.74,-0.30768,386.74,0.0016388,386.74,0.0022912,386.74,-0.31091,386.74,1.0111,386.74,-0.0015648,386.74,0.00013029,386.74,0.0091106,386.74,0.00034499,386.74,-0.95906,386.74,0.072438
388.34,35.929,388.34,0.0823,388.34,0.063912,388.34,-0.31341,388.34,0.00091286,388.34,0.002312,388.34,-0.31911,388.34,1.0066,388.34,-0.0010295,388.34,-0.00025939,388.34,0.0068909,388.34,0.0011425,388.34,-0.95436,388.34,0.054145
389.93,35.715,389.93,0.33982,389.93,0.20552,389.93,-0.3212,389.93,-0.0020935,389.93,0.0024038,389.93,-0.32517,389.93,1.0089,389.93,0.0082382,389.93,-0.00052587,389.93,0.0043239,389.93,0.0090409,389.93,-0.95427,389.93,0.035849
391.52,35.512,391.52,0.60299,391.52,0.35069,391.52,-0.33003,391.52,-0.0041374,391.52,0.0023216,391.52,-0.32846,391.52,1.0154,391.52,0.015212,391.52,-0.00041914,391.52,0.003992,391.52,0.015832,391.52,-0.95848,391.52,0.018561
393.11,35.315,393.11,0.50644,393.11,0.28403,393.11,-0.33719,393.11,-0.0036975,393.11,0.002372,393.11,-0.33306,393.11,1.0173,393.11,0.012702,393.11,-0.00034315,393.11,0.007286,393.11,0.012756,393.11,-0.95792,393.11,0.0014815
394.7,35.13,394.7,0.12286,394.7,0.086433,394.7,-0.34252,394.7,-0.00050273,394.7,0.0021385,394.7,-0.3412,394.7,1.0147,394.7,0.0020877,394.7,-0.00021877,394.7,0.0092109,394.7,0.003328,394.7,-0.95337,394.7,-0.015238
396.29,34.942,396.29,0.22533,396.29,0.10012,396.29,-0.34733,396.29,0.002219,396.29,0.0024664,396.29,-0.35123,396.29,1.0107,396.29,-0.0055134,396.29,-0.00053317,396.29,0.0074874,396.29,-0.0034954,396.29,-0.94584,396.29,-0.032725
397.88,34.721,397.88,0.18422,397.88,0.058974,397.88,-0.35329,397.88,0.0017978,397.88,0.0025461,397.88,-0.35987,397.88,1.0068,397.88,-0.0036243,397.88,-0.0011949,397.88,0.0043881,397.88,-0.0020774,397.88,-0.93893,397.88,-0.050481
399.47,34.5,399.47,0.24836,399.47,0.1168,399.47,-0.36136,399.47,-0.0019934,399.47,0.002293,399.47,-0.36581,399.47,1.0089,399.47,0.0048155,399.47,-0.00062856,399.47,0.0017927,399.47,0.0058503,399.47,-0.93744,399.47,-0.068517
401.06,34.299,401.06,0.51083,401.06,0.23124,401.06,-0.3702,401.06,-0.0044601,401.06,0.0022805,401.06,-0.36887,401.06,1.0151,401.06,0.011543,401.06,-0.00081982,401.06,0.0022931,401.06,0.011592,401.06,-0.93933,401.06,-0.086198
