Experimental Data,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exp AnE 60°,,Exp Aps 60°,,Exp Asp 60°,,Exp mm12 60°,,Exp mm13 60°,,Exp mm14 60°,,Exp mm21 60°,,Exp mm22 60°,,Exp mm23 60°,,Exp mm24 60°,,Exp mm31 60°,,Exp mm32 60°,,Exp mm33 60°,,Exp mm34 60°
267.52,35.329,267.52,1.802,267.52,0.94824,267.52,-0.33793,267.52,-0.015454,267.52,-0.0028236,267.52,-0.35808,267.52,1.0304,267.52,0.048053,267.52,-2.13E-03,267.52,-0.031106,267.52,0.034656,267.52,-0.83951,267.52,-0.46218
269.11,35.654,269.11,1.7419,269.11,0.92006,269.11,-0.32783,269.11,-0.015382,269.11,-0.0026264,269.11,-0.34848,269.11,1.036,269.11,0.046442,269.11,-2.98E-03,269.11,-0.025954,269.11,0.029706,269.11,-0.76696,269.11,-0.58423
270.7,36.108,270.7,1.6967,270.7,0.97279,270.7,-0.31189,270.7,-0.013915,270.7,-0.002615,270.7,-0.33343,270.7,1.0406,270.7,0.047801,270.7,-2.62E-03,270.7,-0.019417,270.7,0.023858,270.7,-0.66716,270.7,-0.70109
272.29,36.879,272.29,1.5573,272.29,0.94043,272.29,-0.28686,272.29,-0.012206,272.29,-0.0024196,272.29,-0.30793,272.29,1.0506,272.29,0.045321,272.29,-3.17E-03,272.29,-0.012607,272.29,0.015532,272.29,-0.54736,272.29,-0.81378
273.87,38.012,273.87,1.4709,273.87,1.0074,273.87,-0.24687,273.87,-0.0096556,273.87,-0.0028869,273.87,-0.27078,273.87,1.0515,273.87,0.045989,273.87,-3.42E-03,273.87,-0.0044642,273.87,0.0052837,273.87,-0.39641,273.87,-0.90525
275.46,39.467,275.46,1.4284,275.46,1.213,275.46,-0.19575,275.46,-0.0050558,275.46,-0.0028105,275.46,-0.22118,275.46,1.0582,275.46,0.048779,275.46,-3.35E-03,275.46,0.0023191,275.46,-0.0029606,275.46,-0.2165,275.46,-0.97355
277.05,41.324,277.05,1.4025,277.05,1.2203,277.05,-0.13007,277.05,-0.0043728,277.05,-1.71E-03,277.05,-0.15647,277.05,1.0673,277.05,0.047874,277.05,-4.06E-03,277.05,0.0056467,277.05,-0.013093,277.05,-0.010676,277.05,-1.0087
278.64,43.432,278.64,1.3305,278.64,1.3376,278.64,-0.056294,278.64,-0.0013987,278.64,-0.0030603,278.64,-0.082501,278.64,1.0841,278.64,0.04823,278.64,-3.76E-03,278.64,0.010813,278.64,-0.022793,278.64,0.21875,278.64,-1.0014
280.23,45.775,280.23,1.2056,280.23,1.5726,280.23,0.02856,280.23,0.004976,280.23,-0.0018512,280.23,-0.001114,280.23,1.0958,280.23,0.050699,280.23,-4.48E-03,280.23,0.010685,280.23,-0.03206,280.23,0.45909,280.23,-0.9235
281.82,48.105,281.82,1.188,281.82,1.6567,281.82,0.11184,281.82,0.0064855,281.82,-0.00079128,281.82,0.078747,281.82,1.0984,281.82,0.049741,281.82,-2.91E-03,281.82,0.010705,281.82,-0.04171,281.82,0.66926,281.82,-0.77171
283.4,50.112,283.4,1.1597,283.4,1.8943,283.4,0.18899,283.4,0.010198,283.4,-0.0021556,283.4,0.15057,283.4,1.1117,283.4,0.057488,283.4,-1.95E-03,283.4,0.013203,283.4,-0.046024,283.4,0.8537,283.4,-0.56641
284.99,51.541,284.99,0.97071,284.99,1.8797,284.99,0.24243,284.99,0.012997,284.99,-2.50E-03,284.99,0.20655,284.99,1.1159,284.99,0.054397,284.99,-2.99E-04,284.99,0.013712,284.99,-0.045317,284.99,0.9713,284.99,-0.30738
286.58,52.046,286.58,1.0776,286.58,1.7856,286.58,0.26253,286.58,0.0089154,286.58,-1.74E-03,286.58,0.22517,286.58,1.1102,286.58,0.055666,286.58,-1.28E-05,286.58,0.0060073,286.58,-0.047806,286.58,1.0193,286.58,-0.035844
288.17,51.769,288.17,1.0103,288.17,1.6741,288.17,0.25375,288.17,0.0084107,288.17,-0.0021804,288.17,0.21908,288.17,1.1121,288.17,0.053669,288.17,-0.00050105,288.17,4.13E-03,288.17,-0.043446,288.17,1.0074,288.17,0.2239
289.76,50.844,289.76,0.967,289.76,1.5232,289.76,0.2198,289.76,0.0077251,289.76,-1.80E-03,289.76,0.18681,289.76,1.1054,289.76,0.050156,289.76,-1.95E-04,289.76,-0.00055388,289.76,-0.036918,289.76,0.94388,289.76,0.44479
291.35,49.592,291.35,1.0658,291.35,1.4178,291.35,0.17109,291.35,0.0041548,291.35,-1.59E-03,291.35,0.13769,291.35,1.088,291.35,0.050027,291.35,0.00064673,291.35,1.51E-03,291.35,-0.031407,291.35,0.84014,291.35,0.61608
292.94,48.1,292.94,1.0361,292.94,1.3336,292.94,0.1157,292.94,0.0035996,292.94,-7.97E-04,292.94,0.0835,292.94,1.0864,292.94,0.0483,292.94,2.71E-04,292.94,-0.0018226,292.94,-0.024333,292.94,0.73582,292.94,0.75125
294.52,46.693,294.52,1.1244,294.52,1.2246,294.52,0.062824,294.52,3.47E-05,294.52,-7.50E-04,294.52,0.031672,294.52,1.0753,294.52,0.04771,294.52,0.0016805,294.52,-0.0015425,294.52,-0.019032,294.52,0.61944,294.52,0.84545
296.11,45.324,296.11,1.1756,296.11,1.1393,296.11,0.012235,296.11,-0.0021074,296.11,-0.001499,296.11,-0.015588,296.11,1.0724,296.11,0.04571,296.11,0.0011717,296.11,-0.0034601,296.11,-0.015333,296.11,0.51211,296.11,0.91477
297.7,44.085,297.7,1.0814,297.7,0.97084,297.7,-0.033638,297.7,-0.0032551,297.7,-1.42E-03,297.7,-0.063492,297.7,1.0642,297.7,0.039932,297.7,0.0018634,297.7,-0.0049104,297.7,-0.010099,297.7,0.41211,297.7,0.95702
299.29,42.881,299.29,1.1784,299.29,0.98331,299.29,-0.077017,299.29,-4.44E-03,299.29,-1.26E-03,299.29,-0.10253,299.29,1.0589,299.29,0.04123,299.29,1.94E-03,299.29,-0.0022834,299.29,-0.0073045,299.29,0.31653,299.29,0.98576
300.88,41.881,300.88,1.1561,300.88,0.91007,300.88,-0.11301,300.88,-0.0053139,300.88,-1.04E-03,300.88,-0.13743,300.88,1.0546,300.88,0.038698,300.88,0.0011293,300.88,-0.00084577,300.88,-0.0040841,300.88,0.23065,300.88,1.0023
302.47,40.959,302.47,1.0909,302.47,0.82077,302.47,-0.14562,302.47,-0.0056601,302.47,-9.73E-04,302.47,-0.171,302.47,1.0487,302.47,0.035525,302.47,0.0021334,302.47,-0.001249,302.47,0.00052062,302.47,0.15525,302.47,1.0069
304.06,40.13,304.06,1.0835,304.06,0.7811,304.06,-0.17493,304.06,-0.0059653,304.06,-1.58E-03,304.06,-0.19449,304.06,1.0449,304.06,0.033872,304.06,0.0013231,304.06,-0.001282,304.06,0.0013919,304.06,0.084881,304.06,1.0102
305.65,39.388,305.65,1.0605,305.65,0.76408,305.65,-0.20127,305.65,-0.005822,305.65,-6.83E-04,305.65,-0.22087,305.65,1.0465,305.65,0.032877,305.65,0.0019813,305.65,0.0007379,305.65,0.0036657,305.65,0.022248,305.65,1.0067
307.24,38.695,307.24,0.96735,307.24,0.65651,307.24,-0.22495,307.24,-0.0060313,307.24,-6.67E-04,307.24,-0.24447,307.24,1.0434,307.24,0.028853,307.24,0.0017199,307.24,0.0010279,307.24,4.78E-03,307.24,-0.033212,307.24,0.99902
308.83,38.112,308.83,1.0362,308.83,0.68051,308.83,-0.24495,308.83,-0.0065666,308.83,-0.0010963,308.83,-0.26077,308.83,1.0393,308.83,0.029989,308.83,0.0020436,308.83,1.53E-03,308.83,6.68E-03,308.83,-0.085743,308.83,0.99025
310.42,37.584,310.42,1.0026,310.42,0.6611,310.42,-0.26282,310.42,-0.0063147,310.42,-6.92E-04,310.42,-0.2787,310.42,1.038,310.42,0.028799,310.42,0.0015776,310.42,2.61E-03,310.42,0.0074145,310.42,-0.13387,310.42,0.97609
312.01,37.097,312.01,0.87042,312.01,0.5337,312.01,-0.27951,312.01,-0.0062498,312.01,-1.24E-03,312.01,-0.29644,312.01,1.0366,312.01,0.023906,312.01,0.0015189,312.01,2.08E-03,312.01,0.0081693,312.01,-0.17725,312.01,0.96466
313.6,36.706,313.6,0.92427,313.6,0.55545,313.6,-0.29219,313.6,-0.0065941,313.6,-5.69E-04,313.6,-0.30549,313.6,1.0313,313.6,0.024784,313.6,0.0021544,313.6,0.0025625,313.6,0.0088552,313.6,-0.21595,313.6,0.95099
315.18,36.288,315.18,0.93838,315.18,0.57485,315.18,-0.30614,315.18,-0.0064474,315.18,-4.97E-04,315.18,-0.31782,315.18,1.032,315.18,0.02516,315.18,0.0020868,315.18,0.0043141,315.18,0.0096492,315.18,-0.25479,315.18,0.9357
316.77,35.962,316.77,0.76133,316.77,0.50087,316.77,-0.31719,316.77,-0.0047944,316.77,-6.79E-04,316.77,-0.33149,316.77,1.0324,316.77,0.020862,316.77,1.96E-03,316.77,0.0052297,316.77,0.0089837,316.77,-0.29068,316.77,0.91952
318.36,35.682,318.36,0.74291,318.36,0.45955,318.36,-0.3264,318.36,-0.0050254,318.36,-3.90E-04,318.36,-0.33835,318.36,1.028,318.36,0.019433,318.36,0.0013833,318.36,0.0040655,318.36,0.01017,318.36,-0.32168,318.36,0.90587
319.95,35.411,319.95,0.89107,319.95,0.53128,319.95,-0.3356,319.95,-0.0062425,319.95,-2.03E-04,319.95,-0.34373,319.95,1.0282,319.95,0.022857,319.95,0.0016816,319.95,0.0050828,319.95,0.012333,319.95,-0.35416,319.95,0.89135
321.54,35.165,321.54,0.73711,321.54,0.45627,321.54,-0.34392,321.54,-0.0050465,321.54,-4.45E-04,321.54,-0.35332,321.54,1.0296,321.54,0.01911,321.54,0.0017914,321.54,0.0063549,321.54,0.010297,321.54,-0.38481,321.54,0.87323
323.13,34.968,323.13,0.57881,323.13,0.36457,323.13,-0.35008,323.13,-0.0038486,323.13,-3.41E-05,323.13,-0.36204,323.13,1.0265,323.13,0.014666,323.13,0.0020859,323.13,0.0071123,323.13,0.0091844,323.13,-0.41245,323.13,0.85756
324.72,34.814,324.72,0.7267,324.72,0.4123,324.72,-0.3553,324.72,-0.0053633,324.72,-2.16E-04,324.72,-0.36212,324.72,1.0254,324.72,0.017634,324.72,0.0017573,324.72,0.0053837,324.72,0.011584,324.72,-0.4385,324.72,0.84394
326.31,34.601,326.31,0.80388,326.31,0.45079,326.31,-0.36276,326.31,-0.0060261,326.31,2.54E-04,326.31,-0.36841,326.31,1.0271,326.31,0.019666,326.31,0.0017974,326.31,0.0072273,326.31,0.012065,326.31,-0.46611,326.31,0.82585
327.9,34.47,327.9,0.5317,327.9,0.33797,327.9,-0.36718,327.9,-0.0034757,327.9,-3.82E-05,327.9,-0.37555,327.9,1.0281,327.9,0.013355,327.9,0.0014341,327.9,0.0082859,327.9,0.0097127,327.9,-0.49162,327.9,0.80758
329.49,34.369,329.49,0.47882,329.49,0.29069,329.49,-0.37,329.49,-0.0032679,329.49,1.15E-04,329.49,-0.3781,329.49,1.0244,329.49,0.01168,329.49,0.0013119,329.49,0.0063868,329.49,0.0086084,329.49,-0.51445,329.49,0.79298
331.08,34.258,331.08,0.68896,331.08,0.36314,331.08,-0.37406,331.08,-0.0054413,331.08,5.55E-04,331.08,-0.37776,331.08,1.0242,331.08,0.016059,331.08,1.43E-03,331.08,0.006683,331.08,0.011579,331.08,-0.53939,331.08,0.77665
332.67,34.142,332.67,0.66528,332.67,0.37792,332.67,-0.37828,332.67,-0.0049566,332.67,9.99E-05,332.67,-0.38185,332.67,1.0269,332.67,0.015783,332.67,1.82E-03,332.67,0.0090919,332.67,0.012028,332.67,-0.56406,332.67,0.75505
334.26,34.055,334.26,0.325,334.26,0.224,334.26,-0.38027,334.26,-0.0018441,334.26,3.49E-04,334.26,-0.38729,334.26,1.0241,334.26,0.0077429,334.26,0.0014119,334.26,0.0091973,334.26,0.0074563,334.26,-0.58533,334.26,0.7351
335.85,34.009,335.85,0.3697,335.85,0.21383,335.85,-0.38133,335.85,-0.0025263,335.85,6.32E-04,335.85,-0.38797,335.85,1.0206,335.85,0.0079686,335.85,0.0014434,335.85,0.0073365,335.85,0.0082496,335.85,-0.60661,335.85,0.71835
337.44,33.929,337.44,0.62051,337.44,0.34462,337.44,-0.38475,337.44,-0.0045316,337.44,7.53E-04,337.44,-0.38684,337.44,1.0232,337.44,0.014329,337.44,1.08E-03,337.44,0.0062481,337.44,0.01247,337.44,-0.62942,337.44,0.69915
339.03,33.844,339.03,0.55001,339.03,0.30257,339.03,-0.38827,339.03,-0.0041837,339.03,7.98E-04,339.03,-0.39048,339.03,1.0263,339.03,0.012424,339.03,0.0015805,339.03,0.010433,339.03,0.011235,339.03,-0.65339,339.03,0.67571
340.62,33.801,340.62,0.19047,340.62,0.16154,340.62,-0.38929,340.62,-6.01E-04,340.62,2.84E-04,340.62,-0.39518,340.62,1.0246,340.62,0.0043902,340.62,0.0012382,340.62,0.0099931,340.62,0.0060006,340.62,-0.67308,340.62,0.65442
342.21,33.767,342.21,0.22599,342.21,0.14985,342.21,-0.38947,342.21,-0.0011243,342.21,0.00076649,342.21,-0.39544,342.21,1.0203,342.21,0.0045453,342.21,0.0011285,342.21,0.0065871,342.21,0.0062914,342.21,-0.6916,342.21,0.63443
343.8,33.728,343.8,0.53825,343.8,0.29869,343.8,-0.39149,343.8,-0.003896,343.8,0.00057346,343.8,-0.3927,343.8,1.0226,343.8,0.0123,343.8,1.30E-03,343.8,0.0052988,343.8,0.01148,343.8,-0.71264,343.8,0.61173
345.39,33.67,345.39,0.49643,345.39,0.2756,345.39,-0.39449,345.39,-0.0036929,345.39,0.00094113,345.39,-0.39462,345.39,1.026,345.39,0.01118,345.39,1.23E-03,345.39,0.0096557,345.39,0.010921,345.39,-0.7351,345.39,0.58578
346.98,33.615,346.98,0.13022,346.98,0.10858,346.98,-0.3956,346.98,-4.42E-04,346.98,0.00070945,346.98,-0.39981,346.98,1.0239,346.98,0.0023202,346.98,0.0012227,346.98,0.0098974,346.98,0.0046376,346.98,-0.75198,346.98,0.56013
348.57,33.593,348.57,0.09207,348.57,0.079147,348.57,-0.39503,348.57,-0.00010538,348.57,0.0012228,348.57,-0.40043,348.57,1.0198,348.57,0.0011248,348.57,7.22E-04,348.57,0.0074769,348.57,0.0034237,348.57,-0.7678,348.57,0.5359
350.16,33.572,350.16,0.3948,350.16,0.21705,350.16,-0.39617,350.16,-0.0028024,350.16,0.0012939,350.16,-0.39822,350.16,1.0206,350.16,0.0083987,350.16,7.62E-04,350.16,0.0048792,350.16,0.0094893,350.16,-0.78657,350.16,0.50986
351.75,33.546,351.75,0.50948,351.75,0.2583,351.75,-0.39863,351.75,-0.0040936,351.75,0.00080411,351.75,-0.39742,351.75,1.0251,351.75,0.011163,351.75,7.88E-04,351.75,0.0071876,351.75,0.011637,351.75,-0.80806,351.75,0.48033
353.34,33.507,353.34,0.17072,353.34,0.13791,353.34,-0.39995,353.34,-0.00047448,353.34,0.0010504,353.34,-0.40099,353.34,1.0252,353.34,0.0034483,353.34,6.12E-04,353.34,0.0098457,353.34,0.0059684,353.34,-0.8249,353.34,0.44936
354.93,33.509,354.93,0.10332,354.93,0.047518,354.93,-0.39822,354.93,1.42E-03,354.93,0.0016947,354.93,-0.40335,354.93,1.0205,354.93,-0.0027973,354.93,3.05E-04,354.93,0.0080927,354.93,0.00043848,354.93,-0.83743,354.93,0.41934
356.52,33.513,356.52,0.13315,356.52,0.098347,356.52,-0.39744,356.52,-3.07E-04,356.52,0.0011508,356.52,-0.40183,356.52,1.0186,356.52,0.0023518,356.52,9.10E-05,356.52,0.0037879,356.52,0.0045941,356.52,-0.85154,356.52,0.38704
358.11,33.478,358.11,0.48732,358.11,0.23412,358.11,-0.40035,358.11,-0.0040577,358.11,0.0017008,358.11,-0.39977,358.11,1.023,358.11,0.010555,358.11,1.08E-04,358.11,0.0042376,358.11,0.011229,358.11,-0.87082,358.11,0.35185
359.7,33.443,359.7,0.35361,359.7,0.18592,359.7,-0.403,359.7,-0.002669,359.7,0.001655,359.7,-0.40138,359.7,1.0269,359.7,0.0078861,359.7,-1.27E-05,359.7,0.0081703,359.7,0.0085775,359.7,-0.88845,359.7,0.31346
361.29,33.387,361.29,0.087157,361.29,0.049612,361.29,-0.40366,361.29,0.0010935,361.29,0.0014234,361.29,-0.40598,361.29,1.0242,361.29,-2.65E-03,361.29,3.63E-04,361.29,0.010191,361.29,-0.00011479,361.29,-0.89793,361.29,0.27298
362.88,33.266,362.88,0.16913,362.88,0.068713,362.88,-0.40587,362.88,0.001788,362.88,0.0017302,362.88,-0.41118,362.88,1.019,362.88,-0.0043692,362.88,-2.33E-04,362.88,0.0054515,362.88,-0.0020041,362.88,-0.90474,362.88,0.23146
364.48,33.102,364.48,0.20105,364.48,0.087635,364.48,-0.41126,364.48,-1.58E-03,364.48,0.00198,364.48,-0.41468,364.48,1.0191,364.48,0.0031173,364.48,-4.62E-04,364.48,0.0029131,364.48,0.0048802,364.48,-0.9127,364.48,0.188
366.07,32.859,366.07,0.46457,366.07,0.20179,366.07,-0.42178,366.07,-0.0042052,366.07,0.0017058,366.07,-0.42042,366.07,1.0257,366.07,0.010177,366.07,-5.34E-04,366.07,0.0042734,366.07,0.010267,366.07,-0.9232,366.07,0.14266
367.66,32.552,367.66,0.25529,367.66,0.12337,367.66,-0.43233,367.66,-0.0019478,367.66,0.001968,367.66,-0.42946,367.66,1.0268,367.66,0.0049315,367.66,-3.41E-04,367.66,0.0086164,367.66,0.0062252,367.66,-0.92643,367.66,0.096406
369.25,32.198,369.25,0.23066,369.25,0.074708,369.25,-0.44281,369.25,2.48E-03,369.25,0.0018146,369.25,-0.44506,369.25,1.0247,369.25,-0.0048253,369.25,-0.00070861,369.25,0.010031,369.25,-0.0036257,369.25,-0.92239,369.25,0.051839
370.84,31.836,370.84,0.40543,370.84,0.13077,370.84,-0.4534,370.84,0.0043999,370.84,0.0020469,370.84,-0.46007,370.84,1.0225,370.84,-0.0093827,370.84,-1.14E-03,370.84,0.0068286,370.84,-6.14E-03,370.84,-0.91592,370.84,0.012052
372.43,31.432,372.43,0.1469,372.43,0.040199,372.43,-0.471,372.43,0.00090051,372.43,0.0019745,372.43,-0.47688,372.43,1.0334,372.43,-0.0027765,372.43,-0.0015297,372.43,9.96E-04,372.43,-0.0013538,372.43,-0.91743,372.43,-0.030634
374.02,30.882,374.02,0.52765,374.02,0.18654,374.02,-0.49227,374.02,-0.0054404,374.02,0.0020248,374.02,-0.49207,374.02,1.0417,374.02,0.01127,374.02,-1.19E-03,374.02,0.0038572,374.02,0.0097574,374.02,-0.91203,374.02,-0.082486
375.61,30.443,375.61,0.39193,375.61,0.15015,375.61,-0.50281,375.61,-0.0036856,375.61,0.0022289,375.61,-0.49948,375.61,1.0348,375.61,0.0079839,375.61,-1.51E-03,375.61,0.0074648,375.61,7.47E-03,375.61,-0.89344,375.61,-0.11955
377.2,30.027,377.2,0.19143,377.2,0.037993,377.2,-0.51333,377.2,1.64E-03,377.2,0.0022771,377.2,-0.5142,377.2,1.0294,377.2,-0.003524,377.2,-0.0018664,377.2,0.0090633,377.2,-1.48E-03,377.2,-0.87644,377.2,-0.1522
378.79,29.618,378.79,0.41501,378.79,0.13878,378.79,-0.52405,378.79,0.0038857,378.79,0.0020291,378.79,-0.52974,378.79,1.026,378.79,-0.0085361,378.79,-1.71E-03,378.79,0.0062137,378.79,-0.0069599,378.79,-0.85828,378.79,-0.18749
380.38,29.217,380.38,0.22845,380.38,0.06068,380.38,-0.53499,380.38,0.0014615,380.38,0.0027668,380.38,-0.54205,380.38,1.0235,380.38,-0.0034727,380.38,-2.21E-03,380.38,1.32E-03,380.38,-0.0028725,380.38,-0.84007,380.38,-0.22223
381.97,28.795,381.97,0.29593,381.97,0.083892,381.97,-0.5512,381.97,-0.0029285,381.97,0.0021272,381.97,-0.55318,381.97,1.0306,381.97,0.0054911,381.97,-0.0019038,381.97,1.42E-03,381.97,0.0036794,381.97,-0.82749,381.97,-0.25498
383.56,28.44,383.56,0.37319,383.56,0.089388,383.56,-0.56437,383.56,-0.0039518,383.56,0.0023673,383.56,-0.56291,383.56,1.0363,383.56,0.0063546,383.56,-2.48E-03,383.56,0.0032693,383.56,0.0044555,383.56,-0.8146,383.56,-0.27997
385.15,28.113,385.15,0.17837,385.15,0.029001,385.15,-0.57384,385.15,0.00026855,385.15,0.0024126,385.15,-0.57298,385.15,1.0374,385.15,-0.0018524,385.15,-0.0026519,385.15,0.0055953,385.15,-1.32E-03,385.15,-0.79626,385.15,-0.30472
386.74,27.749,386.74,0.50651,386.74,0.14807,386.74,-0.58225,386.74,0.0045608,386.74,0.0021262,386.74,-0.58818,386.74,1.0338,386.74,-0.0090202,386.74,-2.29E-03,386.74,0.0061593,386.74,-0.0082825,386.74,-0.77062,386.74,-0.33601
388.34,27.422,388.34,0.46512,388.34,0.13821,388.34,-0.5898,388.34,0.0041059,388.34,0.002082,388.34,-0.59865,388.34,1.0296,388.34,-0.0082081,388.34,-0.002755,388.34,0.0044215,388.34,-7.47E-03,388.34,-0.74593,388.34,-0.36876
389.93,27.111,389.93,0.18842,389.93,0.062896,389.93,-0.59995,389.93,-0.0010295,389.93,0.0021142,389.93,-0.60787,389.93,1.0327,389.93,5.43E-05,389.93,-0.0025611,389.93,0.002478,389.93,-3.62E-03,389.93,-0.72248,389.93,-0.40044
391.52,26.82,391.52,0.45846,391.52,0.047295,391.52,-0.61311,391.52,-0.0058604,391.52,0.0022234,391.52,-0.61485,391.52,1.0422,391.52,0.0069809,391.52,-3.20E-03,391.52,0.0028511,391.52,0.0010104,391.52,-0.70383,391.52,-0.43067
393.11,26.556,393.11,0.3346,393.11,0.050169,393.11,-0.62275,393.11,-0.0036995,393.11,0.0024081,393.11,-0.62265,393.11,1.0476,393.11,0.0045806,393.11,-0.0035034,393.11,0.003804,393.11,-0.0013035,393.11,-0.68037,393.11,-0.45871
394.7,26.379,394.7,0.39032,394.7,0.14686,394.7,-0.62644,394.7,1.94E-03,394.7,0.0024417,394.7,-0.6286,394.7,1.0454,394.7,-0.0049499,394.7,-0.0036776,394.7,0.0044582,394.7,-0.0084966,394.7,-0.65198,394.7,-0.48815
396.29,26.245,396.29,0.77416,396.29,0.21656,396.29,-0.62944,396.29,0.0071144,396.29,0.0027553,396.29,-0.63938,396.29,1.043,396.29,-0.012953,396.29,-3.00E-03,396.29,0.0020273,396.29,-0.011086,396.29,-0.62126,396.29,-0.52169
397.88,26.149,397.88,0.67649,397.88,0.18505,397.88,-0.63141,397.88,0.0060704,397.88,0.0033381,397.88,-0.64572,397.88,1.0411,397.88,-0.010461,397.88,-0.0033962,397.88,-0.00076201,397.88,-1.05E-02,397.88,-0.59024,397.88,-0.55391
399.47,26.045,399.47,0.31156,399.47,0.092387,399.47,-0.63772,399.47,1.34E-03,399.47,0.002651,399.47,-0.65029,399.47,1.0469,399.47,-0.0027568,399.47,-0.0035411,399.47,-0.0015879,399.47,-0.0061311,399.47,-0.56087,399.47,-0.58516
