Experimental Data,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exp AnE 65°,,Exp Aps 65°,,Exp Asp 65°,,Exp mm12 65°,,Exp mm13 65°,,Exp mm14 65°,,Exp mm21 65°,,Exp mm22 65°,,Exp mm23 65°,,Exp mm24 65°,,Exp mm31 65°,,Exp mm32 65°,,Exp mm33 65°,,Exp mm34 65°
264.34,32.194,264.34,2.1224,264.34,0.88274,264.34,-0.43792,264.34,-0.02157,264.34,-0.0024233,264.34,-0.45331,264.34,1.0308,264.34,0.051266,264.34,-2.32E-03,264.34,-0.020847,264.34,0.018835,264.34,-0.57117,264.34,-0.7041
265.93,33.326,265.93,2.0419,265.93,0.9535,265.93,-0.40161,265.93,-0.019103,265.93,-0.0025471,265.93,-0.42158,265.93,1.0366,265.93,0.052242,265.93,-0.0019799,265.93,-0.012815,265.93,0.010095,265.93,-0.43426,265.93,-0.81591
267.52,34.9,267.52,1.8885,267.52,1.0164,267.52,-0.34956,267.52,-0.015877,267.52,-0.0020311,267.52,-0.36974,267.52,1.0381,267.52,0.050999,267.52,-1.65E-03,267.52,-0.0044018,267.52,0.0029144,267.52,-0.27456,267.52,-0.90293
269.11,36.853,269.11,1.7195,269.11,1.1712,269.11,-0.28464,269.11,-0.010591,269.11,-0.0017532,269.11,-0.30753,269.11,1.0466,269.11,0.051094,269.11,-1.81E-03,269.11,0.0030582,269.11,-0.0074087,269.11,-0.089843,269.11,-0.96408
270.7,39.192,270.7,1.6816,270.7,1.3714,270.7,-0.20428,270.7,-0.0067124,270.7,-0.0026214,270.7,-0.22901,270.7,1.0493,270.7,0.053325,270.7,-2.04E-03,270.7,0.013512,270.7,-0.020513,270.7,0.11205,270.7,-0.98218
272.29,41.713,272.29,1.5703,272.29,1.4899,272.29,-0.11692,272.29,-0.0031708,272.29,-0.0024486,272.29,-0.14729,272.29,1.0634,272.29,0.053339,272.29,-1.46E-03,272.29,0.018993,272.29,-0.030762,272.29,0.32042,272.29,-0.95661
273.87,44.173,273.87,1.494,273.87,1.6486,273.87,-0.028263,273.87,0.00080652,273.87,-0.0011528,273.87,-0.058015,273.87,1.0599,273.87,0.05409,273.87,-1.93E-03,273.87,0.022374,273.87,-0.038996,273.87,0.51908,273.87,-0.86616
275.46,46.546,275.46,1.406,275.46,1.7737,275.46,0.056093,275.46,0.0045586,275.46,-0.0020424,275.46,0.022669,275.46,1.0635,275.46,0.055571,275.46,-1.11E-03,275.46,0.022784,275.46,-0.044961,275.46,0.70113,275.46,-0.7302
277.05,48.559,277.05,1.2932,277.05,1.8808,277.05,0.12878,277.05,0.0079541,277.05,-2.00E-03,277.05,0.092989,277.05,1.0671,277.05,0.055304,277.05,-1.22E-04,277.05,0.023207,277.05,-0.050533,277.05,0.85052,277.05,-0.55401
278.64,49.93,278.64,1.1553,278.64,1.9125,278.64,0.18114,278.64,0.011124,278.64,-0.0018447,278.64,0.14378,278.64,1.0757,278.64,0.055052,278.64,-6.21E-04,278.64,0.021471,278.64,-0.051698,278.64,0.957,278.64,-0.35274
280.23,50.825,280.23,1.1772,280.23,1.851,280.23,0.21412,280.23,0.0097868,280.23,-0.001925,280.23,0.17562,280.23,1.0761,280.23,0.05578,280.23,-9.84E-04,280.23,0.017708,280.23,-0.052517,280.23,1.0084,280.23,-0.13887
281.82,51.211,281.82,1.161,281.82,1.6921,281.82,0.22622,281.82,0.0072739,281.82,-0.0014452,281.82,0.19141,281.82,1.0661,281.82,0.051451,281.82,-2.69E-04,281.82,0.014651,281.82,-0.050341,281.82,1.0092,281.82,0.070065
283.4,50.977,283.4,1.0865,283.4,1.6628,283.4,0.2192,283.4,0.0083345,283.4,-0.0019735,283.4,0.18198,283.4,1.0685,283.4,0.050096,283.4,6.41E-04,283.4,0.012044,283.4,-0.046289,283.4,0.98398,283.4,0.26243
284.99,50.35,284.99,1.1388,284.99,1.5209,284.99,0.19576,284.99,0.0048274,284.99,-2.12E-03,284.99,0.15864,284.99,1.0642,284.99,0.050177,284.99,-1.28E-04,284.99,0.0073076,284.99,-0.040611,284.99,0.9276,284.99,0.42819
286.58,49.355,286.58,1.1282,286.58,1.4475,286.58,0.15874,286.58,0.004179,286.58,-1.74E-03,286.58,0.12144,286.58,1.0578,286.58,0.048556,286.58,2.91E-04,286.58,0.0046178,286.58,-0.036295,286.58,0.85583,286.58,0.56878
288.17,48.093,288.17,1.148,288.17,1.3106,288.17,0.1128,288.17,0.0011031,288.17,-0.001237,288.17,0.076944,288.17,1.0576,288.17,0.04743,288.17,0.00011524,288.17,2.00E-03,288.17,-0.029853,288.17,0.77585,288.17,0.68115
289.76,46.812,289.76,1.1541,289.76,1.2392,289.76,0.0658,289.76,0.00011028,289.76,-1.30E-03,289.76,0.030157,289.76,1.0519,289.76,0.046087,289.76,4.10E-04,289.76,0.001834,289.76,-0.024851,289.76,0.69287,289.76,0.7671
291.35,45.498,291.35,1.1841,291.35,1.1267,291.35,0.017631,291.35,-0.0024212,291.35,-1.87E-03,291.35,-0.014178,291.35,1.0448,291.35,0.043598,291.35,0.00060185,291.35,-7.17E-04,291.35,-0.021984,291.35,0.60958,291.35,0.82909
292.94,44.199,292.94,1.1472,292.94,1.0868,292.94,-0.029261,292.94,-0.0025526,292.94,-9.07E-04,292.94,-0.062235,292.94,1.0445,292.94,0.04222,292.94,5.92E-04,292.94,0.0004873,292.94,-0.017484,292.94,0.53375,292.94,0.87769
294.52,43.059,294.52,1.1772,294.52,0.98097,294.52,-0.069703,294.52,-4.64E-03,294.52,-1.84E-03,294.52,-0.099699,294.52,1.0391,294.52,0.04058,294.52,0.00082578,294.52,-0.0027096,294.52,-0.012998,294.52,0.4617,294.52,0.91156
296.11,41.977,296.11,1.1494,296.11,0.95475,296.11,-0.10863,296.11,-0.004439,296.11,-0.00099475,296.11,-0.137,296.11,1.0386,296.11,0.039026,296.11,0.00084933,296.11,-0.0012353,296.11,-0.011182,296.11,0.3954,296.11,0.93745
297.7,40.961,297.7,1.1372,297.7,0.85807,297.7,-0.14422,297.7,-0.0059399,297.7,-1.16E-03,297.7,-0.17205,297.7,1.0338,297.7,0.036718,297.7,0.00041495,297.7,-0.0025738,297.7,-0.0071425,297.7,0.33409,297.7,0.95214
299.29,40.082,299.29,1.1346,299.29,0.80964,299.29,-0.17526,299.29,-6.51E-03,299.29,-9.30E-04,299.29,-0.19904,299.29,1.0323,299.29,0.035579,299.29,7.90E-04,299.29,-0.0020593,299.29,-0.0045402,299.29,0.27628,299.29,0.96448
300.88,39.293,300.88,1.0619,300.88,0.74366,300.88,-0.20243,300.88,-0.0062964,300.88,-6.22E-04,300.88,-0.22507,300.88,1.0329,300.88,0.032367,300.88,0.00033404,300.88,-0.00066076,300.88,-0.0044555,300.88,0.2227,300.88,0.97095
302.47,38.521,302.47,1.0699,302.47,0.69565,302.47,-0.22885,302.47,-0.0072326,302.47,-1.10E-03,302.47,-0.25231,302.47,1.0291,302.47,0.031564,302.47,0.00061095,302.47,-0.0012455,302.47,-0.0010508,302.47,0.17254,302.47,0.97185
304.06,37.875,304.06,1.0766,304.06,0.6963,304.06,-0.25084,304.06,-0.007083,304.06,-4.77E-04,304.06,-0.27086,304.06,1.0273,304.06,0.031262,304.06,0.00074433,304.06,-0.00012021,304.06,-0.00042582,304.06,0.12688,304.06,0.97413
305.65,37.279,305.65,1.004,305.65,0.64468,305.65,-0.2714,305.65,-0.0066712,305.65,-1.47E-04,305.65,-0.29049,305.65,1.0285,305.65,0.028905,305.65,0.00097107,305.65,0.00083804,305.65,0.0009931,305.65,0.082432,305.65,0.97218
307.24,36.734,307.24,0.95096,307.24,0.58694,307.24,-0.29,307.24,-0.0067838,307.24,-7.51E-04,307.24,-0.31046,307.24,1.0268,307.24,0.026739,307.24,0.00078743,307.24,-0.00055391,307.24,3.73E-03,307.24,0.042245,307.24,0.9681
308.83,36.233,308.83,0.96109,308.83,0.54731,308.83,-0.30684,308.83,-0.0074108,308.83,-0.00084446,308.83,-0.32173,308.83,1.0259,308.83,0.025878,308.83,0.0008901,308.83,6.24E-04,308.83,4.61E-03,308.83,0.0028877,308.83,0.96468
310.42,35.771,310.42,0.97109,310.42,0.53689,310.42,-0.32183,310.42,-0.0076729,310.42,-7.73E-04,310.42,-0.33637,310.42,1.0246,310.42,0.025587,310.42,0.00080273,310.42,8.12E-04,310.42,0.00529,310.42,-0.0346,310.42,0.95677
312.01,35.343,312.01,0.83912,312.01,0.46297,312.01,-0.33638,312.01,-0.0067293,312.01,-1.98E-04,312.01,-0.35327,312.01,1.0248,312.01,0.021939,312.01,0.00077779,312.01,1.90E-03,312.01,0.0056468,312.01,-0.07058,312.01,0.94915
313.6,34.984,313.6,0.87522,313.6,0.48738,313.6,-0.34744,313.6,-0.0067063,313.6,-4.06E-04,313.6,-0.36155,313.6,1.0212,313.6,0.022664,313.6,0.0007695,313.6,0.0016561,313.6,0.0058143,313.6,-0.10471,313.6,0.94129
315.18,34.605,315.18,0.92983,315.18,0.5098,315.18,-0.36063,315.18,-0.0071798,315.18,-6.37E-04,315.18,-0.37162,315.18,1.0227,315.18,0.023678,315.18,0.00093656,315.18,0.0021855,315.18,0.0077632,315.18,-0.13976,315.18,0.93185
316.77,34.268,316.77,0.7628,316.77,0.41232,316.77,-0.37157,316.77,-0.006139,316.77,-6.12E-04,316.77,-0.38543,316.77,1.0225,316.77,0.019181,316.77,8.76E-04,316.77,0.002988,316.77,0.0070387,316.77,-0.17232,316.77,0.92031
318.36,33.991,318.36,0.69809,318.36,0.36641,318.36,-0.38022,318.36,-0.0056404,318.36,-5.60E-04,318.36,-0.39201,318.36,1.0203,318.36,0.017071,318.36,0.00060245,318.36,0.0024182,318.36,0.0079713,318.36,-0.20353,318.36,0.91086
319.95,33.746,319.95,0.86695,319.95,0.44598,319.95,-0.38895,319.95,-0.0069552,319.95,-6.03E-05,319.95,-0.39648,319.95,1.0214,319.95,0.020939,319.95,0.00053689,319.95,0.0038096,319.95,0.0096691,319.95,-0.23623,319.95,0.90158
321.54,33.436,321.54,0.74555,321.54,0.37939,321.54,-0.39897,321.54,-0.0061748,321.54,1.23E-04,321.54,-0.4083,321.54,1.0231,321.54,0.01793,321.54,0.00076877,321.54,0.0050299,321.54,0.0082988,321.54,-0.26715,321.54,0.88601
323.13,33.224,323.13,0.55796,323.13,0.28614,323.13,-0.40575,323.13,-0.0045399,323.13,1.01E-04,323.13,-0.41645,323.13,1.0202,323.13,0.01294,323.13,0.00070666,323.13,0.0051413,323.13,0.0084165,323.13,-0.29844,323.13,0.87315
324.72,33.006,324.72,0.71427,324.72,0.35461,324.72,-0.41267,324.72,-0.0059,324.72,-7.47E-05,324.72,-0.4193,324.72,1.0194,324.72,0.016544,324.72,0.00035884,324.72,0.0041779,324.72,0.0094228,324.72,-0.32818,324.72,0.86121
326.31,32.787,326.31,0.74893,326.31,0.39124,326.31,-0.42062,326.31,-0.0059059,326.31,-1.91E-04,326.31,-0.42562,326.31,1.0221,326.31,0.017449,326.31,0.00019279,326.31,0.0049271,326.31,0.01128,326.31,-0.35881,326.31,0.84498
327.9,32.584,327.9,0.51244,327.9,0.26465,327.9,-0.42695,327.9,-0.0040708,327.9,4.50E-05,327.9,-0.43511,327.9,1.0215,327.9,0.011385,327.9,0.00081064,327.9,0.0068396,327.9,0.0090895,327.9,-0.38966,327.9,0.82705
329.49,32.413,329.49,0.45814,329.49,0.22557,329.49,-0.43214,329.49,-0.0037899,329.49,4.24E-04,329.49,-0.44007,329.49,1.0196,329.49,0.0099585,329.49,0.00072704,329.49,0.0054709,329.49,0.0078314,329.49,-0.41712,329.49,0.81181
331.08,32.219,331.08,0.69883,331.08,0.31968,331.08,-0.4389,331.08,-0.005993,331.08,7.16E-04,331.08,-0.44253,331.08,1.0204,331.08,0.015249,331.08,6.08E-05,331.08,0.0050037,331.08,0.010691,331.08,-0.44737,331.08,0.79456
332.67,32.005,332.67,0.67894,332.67,0.3067,332.67,-0.44642,332.67,-0.0059913,332.67,3.42E-04,332.67,-0.44945,332.67,1.0235,332.67,0.01458,332.67,5.05E-04,332.67,0.007611,332.67,0.010856,332.67,-0.47726,332.67,0.77177
334.26,31.823,334.26,0.35837,334.26,0.15833,334.26,-0.45108,334.26,-0.0032143,334.26,4.53E-04,334.26,-0.45799,334.26,1.0202,334.26,0.0072466,334.26,0.00028933,334.26,0.0085874,334.26,0.0068251,334.26,-0.50495,334.26,0.74864
335.85,31.666,335.85,0.36465,335.85,0.18024,335.85,-0.45564,335.85,-0.0026585,335.85,5.82E-04,335.85,-0.46159,335.85,1.0175,335.85,0.0070046,335.85,0.00029188,335.85,0.0062482,335.85,0.0084091,335.85,-0.53209,335.85,0.72837
337.44,31.486,337.44,0.66731,337.44,0.29072,337.44,-0.46263,337.44,-0.0058601,337.44,5.68E-04,337.44,-0.46391,337.44,1.0201,337.44,0.013872,337.44,-3.66E-05,337.44,0.0056799,337.44,0.011606,337.44,-0.56139,337.44,0.70539
339.03,31.271,339.03,0.54908,339.03,0.2522,339.03,-0.4703,339.03,-0.0046338,339.03,3.73E-04,339.03,-0.47141,339.03,1.0232,339.03,0.011053,339.03,0.00032311,339.03,0.0088406,339.03,0.011029,339.03,-0.5903,339.03,0.67677
340.62,31.097,340.62,0.19065,340.62,0.11915,340.62,-0.4751,340.62,-8.77E-04,340.62,7.59E-04,340.62,-0.48028,340.62,1.0211,340.62,0.003372,340.62,-0.00017158,340.62,0.0093352,340.62,0.006057,340.62,-0.61621,340.62,0.64896
342.21,30.919,342.21,0.22849,342.21,0.11999,342.21,-0.47984,342.21,-0.0013587,342.21,0.00066099,342.21,-0.48461,342.21,1.018,342.21,0.00386,342.21,-0.0002897,342.21,0.0051514,342.21,0.0065522,342.21,-0.6398,342.21,0.62229
343.8,30.74,343.8,0.59206,343.8,0.24175,343.8,-0.48637,343.8,-0.0053195,343.8,0.00072723,343.8,-0.48668,343.8,1.0203,343.8,0.011697,343.8,-9.58E-05,343.8,0.0046343,343.8,0.011119,343.8,-0.66593,343.8,0.59201
345.39,30.556,345.39,0.55137,345.39,0.21676,345.39,-0.49401,345.39,-0.0051362,345.39,0.0013013,345.39,-0.49214,345.39,1.0249,345.39,0.010496,345.39,-3.80E-04,345.39,0.0091601,345.39,0.010751,345.39,-0.69312,345.39,0.55767
346.98,30.357,346.98,0.13186,346.98,0.07946,346.98,-0.49907,346.98,-4.67E-04,346.98,0.00093628,346.98,-0.50206,346.98,1.0219,346.98,0.0016456,346.98,-0.0002455,346.98,0.0096687,346.98,0.0047743,346.98,-0.71482,346.98,0.52219
348.57,30.194,348.57,0.091493,348.57,0.043481,348.57,-0.50232,348.57,0.00021395,348.57,0.001018,348.57,-0.50708,348.57,1.0175,348.57,-0.0002155,348.57,-4.59E-04,348.57,0.0067237,348.57,0.0037279,348.57,-0.73315,348.57,0.48735
350.16,30.015,350.16,0.44823,350.16,0.1888,350.16,-0.50848,350.16,-0.0037881,350.16,0.00096973,350.16,-0.50982,350.16,1.0187,350.16,0.0082661,350.16,3.83E-05,350.16,0.0040821,350.16,0.0095622,350.16,-0.75491,350.16,0.4501
351.75,29.841,351.75,0.55127,351.75,0.23779,351.75,-0.51635,351.75,-0.004603,351.75,0.0010244,351.75,-0.51377,351.75,1.0241,351.75,0.010482,351.75,-1.74E-04,351.75,0.0062564,351.75,0.011983,351.75,-0.77851,351.75,0.40915
353.34,29.685,353.34,0.15961,353.34,0.10386,353.34,-0.52105,353.34,-0.00062842,353.34,0.0011089,353.34,-0.52143,353.34,1.0237,353.34,0.002633,353.34,-3.08E-04,353.34,0.009529,353.34,0.0051799,353.34,-0.79666,353.34,0.36583
354.93,29.536,354.93,0.15476,354.93,0.010359,354.93,-0.52323,354.93,1.88E-03,354.93,0.0013666,354.93,-0.52788,354.93,1.019,354.93,-0.0026565,354.93,-9.95E-04,354.93,0.0070915,354.93,-0.00032945,354.93,-0.80932,354.93,0.32136
356.52,29.384,356.52,0.14368,356.52,0.086791,356.52,-0.5273,356.52,-4.48E-04,356.52,0.0014352,356.52,-0.53088,356.52,1.0176,356.52,0.0023318,356.52,-8.72E-04,356.52,0.0029219,356.52,0.0041135,356.52,-0.8227,356.52,0.27495
358.11,29.233,358.11,0.51146,358.11,0.20134,358.11,-0.5345,358.11,-0.0046076,358.11,0.0014183,358.11,-0.53287,358.11,1.0228,358.11,0.0099033,358.11,-1.03E-03,358.11,0.0030836,358.11,0.010421,358.11,-0.83928,358.11,0.22476
359.7,29.062,359.7,0.3802,359.7,0.14429,359.7,-0.54171,359.7,-0.0033435,359.7,0.0016142,359.7,-0.5385,359.7,1.0267,359.7,0.0067398,359.7,-8.36E-04,359.7,0.0072885,359.7,0.0080799,359.7,-0.85181,359.7,0.17026
361.29,28.871,361.29,0.17094,361.29,0.013839,361.29,-0.54585,361.29,0.0020619,361.29,0.0015352,361.29,-0.54646,361.29,1.0235,361.29,-3.01E-03,361.29,-1.12E-03,361.29,0.0086307,361.29,-0.00055732,361.29,-0.85515,361.29,0.11355
362.88,28.621,362.88,0.27981,362.88,0.037608,362.88,-0.55067,362.88,0.0032092,362.88,0.0016211,362.88,-0.55488,362.88,1.0184,362.88,-0.0049374,362.88,-1.57E-03,362.88,0.0044581,362.88,-0.0025115,362.88,-0.852,362.88,0.054688
364.48,28.327,364.48,0.20378,364.48,0.059405,364.48,-0.55984,364.48,-1.69E-03,364.48,0.0016578,364.48,-0.56247,364.48,1.0192,364.48,0.0028,364.48,-1.52E-03,364.48,0.0016411,364.48,0.0036997,364.48,-0.84873,364.48,-0.0054126
366.07,27.981,366.07,0.50632,366.07,0.15386,366.07,-0.57371,366.07,-0.0052304,366.07,0.0016607,366.07,-0.57094,366.07,1.0261,366.07,0.0095139,366.07,-1.49E-03,366.07,0.0034269,366.07,0.0082255,366.07,-0.84429,366.07,-0.0652
367.66,27.563,367.66,0.25325,367.66,0.088526,367.66,-0.58735,367.66,-0.0021814,367.66,0.0018052,367.66,-0.58282,367.66,1.0286,367.66,0.0043276,367.66,-1.46E-03,367.66,0.0075762,367.66,0.0044518,367.66,-0.83074,367.66,-0.12554
369.25,27.139,369.25,0.34893,369.25,0.044509,369.25,-0.59779,369.25,3.82E-03,369.25,0.0021941,369.25,-0.59835,369.25,1.0255,369.25,-0.0052687,369.25,-0.00189,369.25,0.0081754,369.25,-0.0035901,369.25,-0.80838,369.25,-0.18118
370.84,26.715,370.84,0.56133,370.84,0.10243,370.84,-0.60884,370.84,0.0061488,370.84,0.0022905,370.84,-0.61458,370.84,1.0241,370.84,-0.0096234,370.84,-1.93E-03,370.84,0.0053057,370.84,-6.19E-03,370.84,-0.78342,370.84,-0.23313
372.43,26.292,372.43,0.25088,372.43,0.019368,372.43,-0.62816,372.43,0.0020954,372.43,0.0022518,372.43,-0.63226,372.43,1.0365,372.43,-0.0021054,372.43,-0.0026225,372.43,-3.11E-04,372.43,-0.0026551,372.43,-0.76532,372.43,-0.28854
374.02,25.717,374.02,0.64396,374.02,0.14504,374.02,-0.64871,374.02,-0.0071655,374.02,0.0017327,374.02,-0.64709,374.02,1.0441,374.02,0.011575,374.02,-2.20E-03,374.02,0.0029321,374.02,0.0062112,374.02,-0.73068,374.02,-0.34995
375.61,25.284,375.61,0.4462,375.61,0.12012,375.61,-0.65586,375.61,-0.0043482,375.61,0.0020684,375.61,-0.65056,375.61,1.0369,375.61,0.0074781,375.61,-2.40E-03,375.61,0.0054521,375.61,4.74E-03,375.61,-0.69184,375.61,-0.38673
377.2,24.945,377.2,0.29321,377.2,0.017774,377.2,-0.66169,377.2,2.63E-03,377.2,0.0024816,377.2,-0.66152,377.2,1.031,377.2,-0.0034616,377.2,-0.0025686,377.2,0.0056804,377.2,-2.07E-03,377.2,-0.6557,377.2,-0.4233
378.79,24.651,378.79,0.58045,378.79,0.10165,378.79,-0.66781,378.79,0.0058744,378.79,0.0022435,378.79,-0.67357,378.79,1.0278,378.79,-0.0088022,378.79,-2.71E-03,378.79,0.0039279,378.79,-0.0060387,378.79,-0.61834,378.79,-0.46208
380.38,24.39,380.38,0.33569,380.38,0.032014,380.38,-0.67335,380.38,0.0028376,380.38,0.002582,380.38,-0.6805,380.38,1.0252,380.38,-0.0036256,380.38,-3.02E-03,380.38,2.42E-04,380.38,-0.0031677,380.38,-0.58007,380.38,-0.49793
381.97,24.114,381.97,0.38588,381.97,0.069752,381.97,-0.68491,381.97,-0.0035321,381.97,0.0025502,381.97,-0.68568,381.97,1.0338,381.97,0.0055141,381.97,-0.0028874,381.97,-9.39E-05,381.97,0.0009421,381.97,-0.54472,381.97,-0.53111
383.56,23.901,383.56,0.41104,383.56,0.071878,383.56,-0.6925,383.56,-0.0039635,383.56,0.0024493,383.56,-0.68894,383.56,1.0401,383.56,0.0060319,383.56,-2.84E-03,383.56,0.0010188,383.56,0.00026268,383.56,-0.51108,383.56,-0.55365
385.15,23.726,385.15,0.31032,385.15,0.051125,385.15,-0.6949,385.15,0.0010268,385.15,0.0024219,385.15,-0.69385,385.15,1.0397,385.15,-0.0015596,385.15,-0.0031048,385.15,0.0016959,385.15,-4.40E-03,385.15,-0.47433,385.15,-0.57342
386.74,23.689,386.74,0.7345,386.74,0.10927,386.74,-0.69387,386.74,0.0068401,386.74,0.0030901,386.74,-0.69885,386.74,1.0372,386.74,-0.009067,386.74,-2.64E-03,386.74,0.0012539,386.74,-0.0081488,386.74,-0.43095,386.74,-0.60282
388.34,23.717,388.34,0.63371,388.34,0.13346,388.34,-0.69056,388.34,0.0055378,388.34,0.002501,388.34,-0.69984,388.34,1.0315,388.34,-0.008546,388.34,-0.0031815,388.34,0.00097402,388.34,-7.32E-03,388.34,-0.3841,388.34,-0.63268
389.93,23.761,389.93,0.32324,389.93,0.086524,389.93,-0.69083,389.93,0.00025658,389.93,0.0026388,389.93,-0.69789,389.93,1.0357,389.93,1.30E-03,389.93,-0.0031278,389.93,-0.0010317,389.93,-5.93E-03,389.93,-0.34001,389.93,-0.65943
391.52,23.847,391.52,0.52419,391.52,0.14787,391.52,-0.69224,391.52,-0.0041378,391.52,0.0025698,391.52,-0.69372,391.52,1.0449,391.52,0.0080102,391.52,-3.54E-03,391.52,-0.0012907,391.52,-0.0043593,391.52,-0.29683,391.52,-0.68277
393.11,23.988,393.11,0.40663,393.11,0.1183,393.11,-0.69035,393.11,-0.002319,393.11,0.0028088,393.11,-0.68949,393.11,1.0504,393.11,0.0047809,393.11,-0.0032155,393.11,-0.002035,393.11,-0.0063095,393.11,-0.25097,393.11,-0.70394
394.7,24.309,394.7,0.54989,394.7,0.081718,394.7,-0.68098,394.7,4.77E-03,394.7,0.0033294,394.7,-0.6842,394.7,1.0483,394.7,-0.0051997,394.7,-0.0030774,394.7,-0.0029546,394.7,-0.007642,394.7,-0.20384,394.7,-0.72576
396.29,24.745,396.29,0.886,396.29,0.12038,396.29,-0.66933,396.29,0.0097168,396.29,0.0032907,396.29,-0.67834,396.29,1.046,396.29,-0.012078,396.29,-3.11E-03,396.29,-0.0031462,396.29,-0.0082177,396.29,-0.15486,396.29,-0.75265
397.88,25.188,397.88,0.80383,397.88,0.11589,397.88,-0.65673,397.88,0.0084829,397.88,0.0038343,397.88,-0.6703,397.88,1.0435,397.88,-0.010618,397.88,-0.003497,397.88,-0.0047015,397.88,-8.47E-03,397.88,-0.10335,397.88,-0.77291
399.47,25.656,399.47,0.40062,399.47,0.09391,399.47,-0.64711,399.47,2.46E-03,399.47,0.0033671,399.47,-0.65943,399.47,1.0508,399.47,-0.002347,399.47,-0.0025988,399.47,-0.0041246,399.47,-0.0085719,399.47,-0.052333,399.47,-0.79161
