Experimental Data,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exp AnE 60°,,Exp Aps 60°,,Exp Asp 60°,,Exp mm12 60°,,Exp mm13 60°,,Exp mm14 60°,,Exp mm21 60°,,Exp mm22 60°,,Exp mm23 60°,,Exp mm24 60°,,Exp mm31 60°,,Exp mm32 60°,,Exp mm33 60°,,Exp mm34 60°
265.93,33.438,265.93,2.248,265.93,1.0128,265.93,-0.39716,265.93,-0.020596,265.93,-0.0017022,265.93,-0.418,265.93,1.0144,265.93,0.05303,265.93,-0.0003533,265.93,-0.04329,265.93,0.047265,265.93,-0.89803,265.93,-0.22971
267.52,32.835,267.52,2.2557,267.52,0.94894,267.52,-0.41648,267.52,-0.021504,267.52,-0.0018378,267.52,-0.43682,267.52,1.0143,267.52,0.052021,267.52,-2.41E-05,267.52,-0.035542,267.52,0.043284,267.52,-0.85328,267.52,-0.33754
269.11,32.187,269.11,2.2622,269.11,0.91019,269.11,-0.43667,269.11,-0.022762,269.11,-0.0024081,269.11,-0.45998,269.11,1.0138,269.11,0.05168,269.11,-5.30E-05,269.11,-0.028448,269.11,0.036698,269.11,-0.79177,269.11,-0.44361
270.7,31.569,270.7,2.2993,270.7,0.87231,270.7,-0.45518,270.7,-0.023121,270.7,-0.001813,270.7,-0.47865,270.7,1.0131,270.7,0.051822,270.7,-0.00030129,270.7,-0.023526,270.7,0.031708,270.7,-0.7099,270.7,-0.54537
272.29,30.984,272.29,2.2608,272.29,0.83791,272.29,-0.47347,272.29,-0.023621,272.29,-0.0014391,272.29,-0.49918,272.29,1.0154,272.29,0.050571,272.29,-0.00067774,272.29,-0.016266,272.29,0.023462,272.29,-0.61144,272.29,-0.64058
273.87,30.481,273.87,2.3006,273.87,0.83787,273.87,-0.48901,273.87,-0.023572,273.87,-0.0015043,273.87,-0.51324,273.87,1.0161,273.87,0.050763,273.87,-0.00081735,273.87,-0.010998,273.87,0.017137,273.87,-0.4923,273.87,-0.72577
275.46,30.098,275.46,2.327,275.46,0.79961,275.46,-0.49968,275.46,-0.024525,275.46,-0.0019821,275.46,-0.52517,275.46,1.0166,275.46,0.04994,275.46,-0.00066302,275.46,-0.0035735,275.46,0.0069692,275.46,-0.35181,275.46,-0.79406
277.05,29.909,277.05,2.3568,277.05,0.88172,277.05,-0.50654,277.05,-0.023491,277.05,-0.0017181,277.05,-0.53182,277.05,1.0209,277.05,0.051164,277.05,-0.00049744,277.05,0.0014468,277.05,-0.0024274,277.05,-0.19242,277.05,-0.84496
278.64,29.981,278.64,2.3025,278.64,0.89312,278.64,-0.50339,278.64,-0.022362,278.64,-0.0013631,278.64,-0.52988,278.64,1.0228,278.64,0.049348,278.64,-0.00071104,278.64,0.0040637,278.64,-0.011394,278.64,-0.015129,278.64,-0.86576
280.23,30.306,280.23,2.3438,280.23,0.95472,280.23,-0.49426,280.23,-0.022247,280.23,-0.0013499,280.23,-0.52083,280.23,1.0267,280.23,0.050072,280.23,-0.00046959,280.23,0.0066506,280.23,-0.020536,280.23,0.175,280.23,-0.85404
281.82,31.002,281.82,2.2701,281.82,1.0435,281.82,-0.4747,281.82,-0.020351,281.82,-0.00090237,281.82,-0.50186,281.82,1.0306,281.82,0.050123,281.82,-0.00017726,281.82,0.008633,281.82,-0.029865,281.82,0.36811,281.82,-0.80426
283.4,31.982,283.4,2.1936,283.4,1.1235,283.4,-0.44491,283.4,-0.018673,283.4,-0.00094852,283.4,-0.47336,283.4,1.0314,283.4,0.049978,283.4,-0.00039824,283.4,0.0089918,283.4,-0.038294,283.4,0.55599,283.4,-0.70846
284.99,33.098,284.99,2.0845,284.99,1.1939,284.99,-0.411,284.99,-0.016465,284.99,-0.0014927,284.99,-0.44036,284.99,1.0361,284.99,0.0521,284.99,0.00033015,284.99,0.009182,284.99,-0.042757,284.99,0.72211,284.99,-0.57023
286.58,34.263,286.58,1.9424,286.58,1.2249,286.58,-0.37498,286.58,-0.014633,286.58,-0.0014491,286.58,-0.40681,286.58,1.0399,286.58,0.052835,286.58,2.72E-05,286.58,0.008031,286.58,-0.047297,286.58,0.85378,286.58,-0.39337
288.17,35.255,288.17,1.8434,288.17,1.1659,288.17,-0.34231,288.17,-0.014211,288.17,-0.00054272,288.17,-0.37427,288.17,1.0408,288.17,0.052368,288.17,0.00031572,288.17,0.0047023,288.17,-0.046854,288.17,0.93682,288.17,-0.19215
289.76,36.125,289.76,1.7559,289.76,1.1087,289.76,-0.31335,289.76,-0.013351,289.76,-0.00072336,289.76,-0.34491,289.76,1.0403,289.76,0.050729,289.76,2.97E-05,289.76,0.0018786,289.76,-0.045797,289.76,0.96803,289.76,0.01566
291.35,36.711,291.35,1.6858,291.35,1.1448,291.35,-0.29342,291.35,-0.011707,291.35,-0.00081804,291.35,-0.32443,291.35,1.0412,291.35,0.05172,291.35,0.0010606,291.35,0.0022989,291.35,-0.043785,291.35,0.95391,291.35,0.21096
292.94,37.086,292.94,1.6517,292.94,1.0621,292.94,-0.27979,292.94,-0.012222,292.94,-0.00078547,292.94,-0.31145,292.94,1.0372,292.94,0.050829,292.94,0.00082726,292.94,-0.0015244,292.94,-0.037866,292.94,0.90065,292.94,0.38636
294.52,37.33,294.52,1.581,294.52,1.0262,294.52,-0.27142,294.52,-0.011373,294.52,-0.00067472,294.52,-0.30178,294.52,1.0365,294.52,0.049072,294.52,0.00037405,294.52,-0.0019825,294.52,-0.032127,294.52,0.8239,294.52,0.53403
296.11,37.36,296.11,1.5979,296.11,1.0399,296.11,-0.27009,296.11,-0.011464,296.11,-0.00052244,296.11,-0.29937,296.11,1.0363,296.11,0.049377,296.11,0.00081521,296.11,-0.0014244,296.11,-0.028191,296.11,0.73148,296.11,0.6537
297.7,37.324,297.7,1.5064,297.7,0.94854,297.7,-0.271,297.7,-0.011168,297.7,7.76E-05,297.7,-0.30028,297.7,1.0337,297.7,0.045026,297.7,0.0009557,297.7,-0.0025569,297.7,-0.022776,297.7,0.63465,297.7,0.74598
299.29,37.211,299.29,1.5362,299.29,0.95033,299.29,-0.27424,299.29,-0.011295,299.29,-0.00065401,299.29,-0.30012,299.29,1.0305,299.29,0.045688,299.29,0.0013656,299.29,-0.0025639,299.29,-0.017513,299.29,0.535,299.29,0.81789
300.88,37.021,300.88,1.5105,300.88,0.91393,300.88,-0.28024,300.88,-0.011417,300.88,-0.0005643,300.88,-0.30638,300.88,1.0296,300.88,0.043807,300.88,0.0013046,300.88,-0.0025729,300.88,-0.013407,300.88,0.43747,300.88,0.86923
302.47,36.81,302.47,1.3966,302.47,0.82658,302.47,-0.2867,302.47,-0.010689,302.47,-0.00054215,302.47,-0.31285,302.47,1.0266,302.47,0.040069,302.47,0.0014381,302.47,-0.0024312,302.47,-0.0074394,302.47,0.34437,302.47,0.90437
304.06,36.595,304.06,1.4414,304.06,0.8323,304.06,-0.29361,304.06,-0.011128,304.06,-0.00039424,304.06,-0.31639,304.06,1.0248,304.06,0.040145,304.06,0.0008467,304.06,-0.0010766,304.06,-0.004589,304.06,0.25785,304.06,0.93072
305.65,36.317,305.65,1.3963,305.65,0.82407,305.65,-0.30321,305.65,-0.010357,305.65,-0.00041383,305.65,-0.32514,305.65,1.025,305.65,0.038775,305.65,0.0009615,305.65,-0.0012581,305.65,-0.0023292,305.65,0.17815,305.65,0.9452
307.24,36.069,307.24,1.3428,307.24,0.76402,307.24,-0.31085,307.24,-0.010445,307.24,-0.00063999,307.24,-0.33491,307.24,1.0223,307.24,0.036466,307.24,0.001352,307.24,-0.00069855,307.24,0.001758,307.24,0.10529,307.24,0.95058
308.83,35.829,308.83,1.3281,308.83,0.76515,308.83,-0.31883,308.83,-0.0098772,308.83,-0.00094013,308.83,-0.33703,308.83,1.0197,308.83,0.035652,308.83,0.0013298,308.83,0.00025996,308.83,0.0025603,308.83,0.036778,308.83,0.95387
310.42,35.555,310.42,1.3454,310.42,0.76665,310.42,-0.32783,310.42,-0.010083,310.42,7.95E-06,310.42,-0.3463,310.42,1.02,310.42,0.03568,310.42,0.00097253,310.42,0.0015543,310.42,0.0045644,310.42,-0.02521,310.42,0.94942
312.01,35.319,312.01,1.1747,312.01,0.65517,312.01,-0.33573,312.01,-0.0091344,312.01,-0.00065254,312.01,-0.3553,312.01,1.0194,312.01,0.030701,312.01,0.0013352,312.01,0.0013454,312.01,0.0058346,312.01,-0.081653,312.01,0.94226
313.6,35.1,313.6,1.2022,313.6,0.67345,313.6,-0.34263,313.6,-0.0090678,313.6,-0.00010077,313.6,-0.35854,313.6,1.017,313.6,0.031099,313.6,0.00083357,313.6,0.0020864,313.6,0.0076015,313.6,-0.13245,313.6,0.93516
315.18,34.879,315.18,1.2785,315.18,0.67397,315.18,-0.34955,315.18,-0.010235,315.18,4.21E-06,315.18,-0.36404,315.18,1.0162,315.18,0.032034,315.18,0.0010381,315.18,0.0032459,315.18,0.0094236,315.18,-0.18096,315.18,0.92203
316.77,34.675,316.77,1.106,316.77,0.5855,316.77,-0.35679,316.77,-0.0089461,316.77,-0.00056936,316.77,-0.37387,316.77,1.0175,316.77,0.027655,316.77,0.0012772,316.77,0.0036351,316.77,0.0095293,316.77,-0.22522,316.77,0.90911
318.36,34.506,318.36,1.0704,318.36,0.57043,318.36,-0.36201,318.36,-0.0084716,318.36,-0.00015284,318.36,-0.37659,318.36,1.0153,318.36,0.02662,318.36,0.00088896,318.36,0.0036788,318.36,0.0099809,318.36,-0.2652,318.36,0.89683
319.95,34.363,319.95,1.1856,319.95,0.62218,319.95,-0.36713,319.95,-0.0094091,319.95,-4.53E-05,319.95,-0.37737,319.95,1.0157,319.95,0.029223,319.95,0.00091011,319.95,0.0043064,319.95,0.011925,319.95,-0.30237,319.95,0.88436
321.54,34.182,321.54,1.0635,321.54,0.55273,321.54,-0.37321,321.54,-0.0086768,321.54,-0.0001945,321.54,-0.3851,321.54,1.0172,321.54,0.026002,321.54,0.00090633,321.54,0.0056065,321.54,0.011706,321.54,-0.33834,321.54,0.86665
323.13,34.062,323.13,0.87397,323.13,0.47562,323.13,-0.37651,323.13,-0.0067357,323.13,-0.00025703,323.13,-0.39045,323.13,1.0138,323.13,0.021454,323.13,0.0010976,323.13,0.0055667,323.13,0.010716,323.13,-0.37065,323.13,0.8518
324.72,33.963,324.72,1.0193,324.72,0.51915,324.72,-0.37973,324.72,-0.0083118,324.72,0.00016312,324.72,-0.38908,324.72,1.0135,324.72,0.024368,324.72,0.00096245,324.72,0.0047212,324.72,0.012466,324.72,-0.40091,324.72,0.83816
326.31,33.855,326.31,1.0902,326.31,0.57282,326.31,-0.38426,326.31,-0.0086696,326.31,0.00016785,326.31,-0.39212,326.31,1.0161,326.31,0.026521,326.31,0.00069459,326.31,0.0065227,326.31,0.014023,326.31,-0.43223,326.31,0.82196
327.9,33.763,327.9,0.81385,327.9,0.44372,327.9,-0.38689,327.9,-0.0063026,327.9,-4.98E-05,327.9,-0.39777,327.9,1.0153,327.9,0.019763,327.9,0.00098235,327.9,0.0076028,327.9,0.011829,327.9,-0.45973,327.9,0.80298
329.49,33.706,329.49,0.72984,329.49,0.38579,329.49,-0.38811,329.49,-0.005753,329.49,0.00039427,329.49,-0.39768,329.49,1.013,329.49,0.017365,329.49,0.00066957,329.49,0.0059192,329.49,0.010939,329.49,-0.48434,329.49,0.78875
331.08,33.653,331.08,0.98864,331.08,0.50448,331.08,-0.39005,331.08,-0.0079465,331.08,0.00027265,331.08,-0.39568,331.08,1.0126,331.08,0.023408,331.08,0.00071269,331.08,0.0052184,331.08,0.014625,331.08,-0.51,331.08,0.77353
332.67,33.592,332.67,0.92449,332.67,0.48607,332.67,-0.39297,332.67,-0.007378,332.67,0.00026,332.67,-0.39842,332.67,1.0161,332.67,0.022175,332.67,0.00077855,332.67,0.0081133,332.67,0.014177,332.67,-0.53667,332.67,0.75353
334.26,33.561,334.26,0.61261,334.26,0.34488,334.26,-0.39345,334.26,-0.0045839,334.26,0.00047072,334.26,-0.40244,334.26,1.0141,334.26,0.014828,334.26,0.00058118,334.26,0.008759,334.26,0.010553,334.26,-0.55874,334.26,0.73497
335.85,33.549,335.85,0.63299,335.85,0.32844,335.85,-0.39281,335.85,-0.0049437,335.85,0.0002811,335.85,-0.4009,335.85,1.0104,335.85,0.01461,335.85,0.00058927,335.85,0.0060933,335.85,0.011166,335.85,-0.58089,335.85,0.71917
337.44,33.538,337.44,0.93599,337.44,0.45762,337.44,-0.39392,337.44,-0.0078215,337.44,0.00074702,337.44,-0.39754,337.44,1.0126,337.44,0.021824,337.44,0.00018268,337.44,0.0058722,337.44,0.015463,337.44,-0.60415,337.44,0.70144
339.03,33.511,339.03,0.83779,339.03,0.42197,339.03,-0.39584,339.03,-0.006945,339.03,0.00075466,339.03,-0.39948,339.03,1.0158,339.03,0.019604,339.03,0.00062278,339.03,0.0091637,339.03,0.014385,339.03,-0.628,339.03,0.67942
340.62,33.517,340.62,0.47087,340.62,0.27306,340.62,-0.39506,340.62,-0.0033588,340.62,0.00055952,340.62,-0.40222,340.62,1.0136,340.62,0.011244,340.62,0.0006841,340.62,0.0091998,340.62,0.009466,340.62,-0.64811,340.62,0.65978
342.21,33.538,342.21,0.48916,342.21,0.27215,342.21,-0.39333,342.21,-0.0034825,342.21,0.00070931,342.21,-0.39974,342.21,1.0102,342.21,0.011446,342.21,0.00051028,342.21,0.005696,342.21,0.00976,342.21,-0.6672,342.21,0.64163
343.8,33.546,343.8,0.82657,343.8,0.42113,343.8,-0.39401,343.8,-0.0066165,343.8,0.0010352,343.8,-0.39601,343.8,1.0127,343.8,0.019388,343.8,0.00046742,343.8,0.0055067,343.8,0.015256,343.8,-0.68881,343.8,0.62101
345.39,33.551,345.39,0.76292,345.39,0.39654,345.39,-0.39494,345.39,-0.0061034,345.39,0.00090278,345.39,-0.39599,345.39,1.0161,345.39,0.018158,345.39,2.53E-05,345.39,0.0083752,345.39,0.014918,345.39,-0.71132,345.39,0.59673
346.98,33.571,346.98,0.36741,346.98,0.21926,346.98,-0.39346,346.98,-0.0024695,346.98,0.00082464,346.98,-0.39817,346.98,1.0136,346.98,0.0085812,346.98,0.00029934,346.98,0.0098513,346.98,0.0085711,346.98,-0.72923,346.98,0.57281
348.57,33.596,348.57,0.32025,348.57,0.18221,348.57,-0.39122,348.57,-0.0020792,348.57,0.0011123,348.57,-0.3977,348.57,1.0094,348.57,0.0070164,348.57,0.00013593,348.57,0.0065621,348.57,0.0076411,348.57,-0.7454,348.57,0.55073
350.16,33.603,350.16,0.66723,350.16,0.34139,350.16,-0.39156,350.16,-0.005264,350.16,0.0010435,350.16,-0.39411,350.16,1.0109,350.16,0.015471,350.16,0.00040866,350.16,0.0041078,350.16,0.013655,350.16,-0.76511,350.16,0.52682
351.75,33.623,351.75,0.76271,351.75,0.39568,351.75,-0.39261,351.75,-0.0059281,351.75,0.000875,351.75,-0.39157,351.75,1.0153,351.75,0.017767,351.75,0.00025064,351.75,0.006416,351.75,0.016576,351.75,-0.78658,351.75,0.49905
353.34,33.628,353.34,0.42334,353.34,0.23267,353.34,-0.3925,353.34,-0.0031292,353.34,0.0011455,353.34,-0.39395,353.34,1.0155,353.34,0.009786,353.34,0.00027007,353.34,0.0099024,353.34,0.0097124,353.34,-0.80452,353.34,0.47041
354.93,33.639,354.93,0.17457,354.93,0.11937,354.93,-0.39037,354.93,-0.00072011,354.93,0.0013242,354.93,-0.39571,354.93,1.0107,354.93,0.0036058,354.93,6.58E-05,354.93,0.00735,354.93,0.0051254,354.93,-0.81683,354.93,0.44224
356.52,33.647,356.52,0.3944,356.52,0.21764,356.52,-0.38936,356.52,-0.0027267,356.52,0.0012676,356.52,-0.39367,356.52,1.0086,356.52,0.0088851,356.52,0.00031434,356.52,0.0033254,356.52,0.0093619,356.52,-0.83185,356.52,0.41295
358.11,33.626,358.11,0.71065,358.11,0.35212,358.11,-0.39178,358.11,-0.0058005,358.11,0.0011606,358.11,-0.3911,358.11,1.0131,358.11,0.016447,358.11,0.00010036,358.11,0.003268,358.11,0.015685,358.11,-0.85069,358.11,0.38066
359.7,33.588,359.7,0.59303,359.7,0.30255,359.7,-0.39432,359.7,-0.0046569,359.7,0.0010256,359.7,-0.39231,359.7,1.0164,359.7,0.013747,359.7,8.09E-05,359.7,0.0075367,359.7,0.013712,359.7,-0.86861,359.7,0.34492
361.29,33.541,361.29,0.1626,361.29,0.12336,361.29,-0.39475,361.29,-0.00049533,361.29,0.0014027,361.29,-0.3969,361.29,1.0136,361.29,0.0037995,361.29,-0.00012462,361.29,0.0091343,361.29,0.0049177,361.29,-0.87936,361.29,0.30871
362.88,33.432,362.88,0.079667,362.88,0.068587,362.88,-0.39663,362.88,0.00019379,362.88,0.0015355,362.88,-0.40146,362.88,1.0092,362.88,0.0011399,362.88,-0.00016313,362.88,0.0046258,362.88,0.0024652,362.88,-0.88714,362.88,0.27226
364.48,33.292,364.48,0.4139,364.48,0.21025,364.48,-0.40129,364.48,-0.0031372,364.48,0.00167,364.48,-0.40412,364.48,1.0094,364.48,0.0093261,364.48,-0.00022614,364.48,0.0018817,364.48,0.0096619,364.48,-0.89671,364.48,0.23325
366.07,33.082,366.07,0.70425,366.07,0.31928,366.07,-0.41006,366.07,-0.0061533,366.07,0.0016953,366.07,-0.40791,366.07,1.0145,366.07,0.015886,366.07,-0.00024275,366.07,0.0037325,366.07,0.015473,366.07,-0.90771,366.07,0.19214
367.66,32.815,367.66,0.49014,367.66,0.23626,367.66,-0.41936,367.66,-0.0039326,367.66,0.0015184,367.66,-0.41618,367.66,1.0161,367.66,0.010911,367.66,-0.00027622,367.66,0.0082528,367.66,0.011452,367.66,-0.91377,367.66,0.15045
369.25,32.496,369.25,0.091971,369.25,0.062148,369.25,-0.42823,369.25,-5.49E-06,369.25,0.0018106,369.25,-0.42957,369.25,1.0129,369.25,0.0010888,369.25,-0.00049221,369.25,0.010415,369.25,0.0022385,369.25,-0.91134,369.25,0.10982
370.84,32.164,370.84,0.13041,370.84,0.038195,370.84,-0.43633,370.84,0.0015378,370.84,0.0018499,370.84,-0.4413,370.84,1.0069,370.84,-0.0025825,370.84,-0.00071346,370.84,0.0071014,370.84,-0.00066658,370.84,-0.90558,370.84,0.07418
372.43,31.798,372.43,0.19795,372.43,0.095274,372.43,-0.45025,372.43,-0.0014168,372.43,0.0019048,372.43,-0.45368,372.43,1.0125,372.43,0.0039686,372.43,-0.00074789,372.43,0.00014326,372.43,0.0042442,372.43,-0.90577,372.43,0.036667
374.02,31.252,374.02,0.78738,374.02,0.31018,374.02,-0.47074,374.02,-0.0074987,374.02,0.0018765,374.02,-0.46762,374.02,1.0196,374.02,0.01704,374.02,-0.0011293,374.02,0.0035341,374.02,0.015699,374.02,-0.9039,374.02,-0.012382
375.61,30.836,375.61,0.64704,375.61,0.25473,375.61,-0.48317,375.61,-0.0059847,375.61,0.0017022,375.61,-0.47779,375.61,1.0184,375.61,0.013391,375.61,-0.0008144,375.61,0.007642,375.61,0.013201,375.61,-0.89481,375.61,-0.046923
377.2,30.433,377.2,0.17268,377.2,0.070007,377.2,-0.4935,377.2,-0.0010692,377.2,0.0022274,377.2,-0.49279,377.2,1.0139,377.2,0.0025693,377.2,-0.0012128,377.2,0.0088651,377.2,0.0031914,377.2,-0.88095,377.2,-0.077568
378.79,30.021,378.79,0.16508,378.79,0.0438,378.79,-0.50393,378.79,0.0017949,378.79,0.0021235,378.79,-0.50748,378.79,1.0093,378.79,-0.0032662,378.79,-0.0010796,378.79,0.0050764,378.79,-0.00076166,378.79,-0.86619,378.79,-0.10963
380.38,29.589,380.38,0.17358,380.38,0.067154,380.38,-0.51608,380.38,-0.0012506,380.38,0.0020939,380.38,-0.52084,380.38,1.0074,380.38,0.0025782,380.38,-0.0010043,380.38,0.00079361,380.38,0.0030678,380.38,-0.85244,380.38,-0.1419
381.97,29.155,381.97,0.59655,381.97,0.18072,381.97,-0.53141,381.97,-0.0061778,381.97,0.0019599,381.97,-0.5308,381.97,1.0122,381.97,0.011296,381.97,-0.00095813,381.97,0.00081107,381.97,0.0097576,381.97,-0.84172,381.97,-0.17199
383.56,28.765,383.56,0.62787,383.56,0.19068,383.56,-0.54591,383.56,-0.0065217,383.56,0.0021394,383.56,-0.5412,383.56,1.0181,383.56,0.011838,383.56,-0.0013729,383.56,0.0029799,383.56,0.010147,383.56,-0.832,383.56,-0.19563
385.15,28.367,385.15,0.25078,385.15,0.077025,385.15,-0.5572,385.15,-0.0023312,385.15,0.0021087,385.15,-0.55357,385.15,1.0175,385.15,0.0040635,385.15,-0.0013093,385.15,0.0051348,385.15,0.0038917,385.15,-0.81615,385.15,-0.21843
386.74,27.931,386.74,0.22471,386.74,0.054102,386.74,-0.5666,386.74,0.0020372,386.74,0.002204,386.74,-0.56827,386.74,1.0119,386.74,-0.0034368,386.74,-0.001261,386.74,0.0052786,386.74,-0.0023709,386.74,-0.79313,386.74,-0.24711
388.34,27.507,388.34,0.17511,388.34,0.066745,388.34,-0.57635,388.34,0.00076558,388.34,0.0024773,388.34,-0.58142,388.34,1.0071,388.34,-0.0026959,388.34,-0.0015328,388.34,0.0044085,388.34,-0.001913,388.34,-0.77085,388.34,-0.27704
389.93,27.092,389.93,0.3679,389.93,0.082396,389.93,-0.58957,389.93,-0.0037908,389.93,0.0024235,389.93,-0.59296,389.93,1.01,389.93,0.0060884,389.93,-0.0019321,389.93,0.0013338,389.93,0.0037927,389.93,-0.75224,389.93,-0.30544
391.52,26.698,391.52,0.7496,391.52,0.15498,391.52,-0.60497,391.52,-0.0084518,391.52,0.0022739,391.52,-0.60187,391.52,1.0179,391.52,0.012999,391.52,-0.0016438,391.52,0.0013586,391.52,0.0081885,391.52,-0.73665,391.52,-0.33183
393.11,26.333,393.11,0.60823,393.11,0.096447,393.11,-0.61635,393.11,-0.007292,393.11,0.0019216,393.11,-0.61018,393.11,1.0206,393.11,0.010343,393.11,-0.001622,393.11,0.0041709,393.11,0.0051268,393.11,-0.71632,393.11,-0.35669
394.7,25.984,394.7,0.15038,394.7,0.038435,394.7,-0.62413,394.7,-0.00081146,394.7,0.0021651,394.7,-0.62154,394.7,1.0175,394.7,0.00021603,394.7,-0.0014842,394.7,0.0037431,394.7,-0.0017832,394.7,-0.6915,394.7,-0.38232
396.29,25.675,396.29,0.45775,396.29,0.13084,396.29,-0.63004,396.29,0.0038784,396.29,0.0022206,396.29,-0.63359,396.29,1.0127,396.29,-0.0074004,396.29,-0.0022922,396.29,0.0031078,396.29,-0.0065924,396.29,-0.66353,396.29,-0.41097
397.88,25.382,397.88,0.38668,397.88,0.12491,397.88,-0.63568,397.88,0.0028211,397.88,0.0023666,397.88,-0.64285,397.88,1.0089,397.88,-0.0058912,397.88,-0.0019068,397.88,0.00036184,397.88,-0.0057622,397.88,-0.63582,397.88,-0.43795
399.47,25.053,399.47,0.29563,399.47,0.019851,399.47,-0.64631,399.47,-0.0033946,399.47,0.0025118,399.47,-0.65055,399.47,1.0118,399.47,0.0031344,399.47,-0.0023377,399.47,-0.0014005,399.47,-0.00058644,399.47,-0.61022,399.47,-0.4635
401.06,24.704,401.06,0.64331,401.06,0.067058,401.06,-0.65984,401.06,-0.0075012,401.06,0.00246,401.06,-0.65805,401.06,1.0196,401.06,0.009999,401.06,-0.0022527,401.06,-0.0012512,401.06,0.0020704,401.06,-0.58538,401.06,-0.48803
