Experimental Data,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exp AnE 55°,,Exp Aps 55°,,Exp Asp 55°,,Exp mm12 55°,,Exp mm13 55°,,Exp mm14 55°,,Exp mm21 55°,,Exp mm22 55°,,Exp mm23 55°,,Exp mm24 55°,,Exp mm31 55°,,Exp mm32 55°,,Exp mm33 55°,,Exp mm34 55°
259.58,38.324,259.58,1.9511,259.58,1.1933,259.58,-0.23716,259.58,-0.013741,259.58,-0.0026375,259.58,-0.25287,259.58,1.028,259.58,0.053223,259.58,-1.90E-03,259.58,-0.061755,259.58,0.052688,259.58,-0.93879,259.58,0.33529
261.17,38.448,261.17,1.9116,261.17,1.2226,261.17,-0.23226,261.17,-0.01292,261.17,-0.0027405,261.17,-0.24888,261.17,1.0256,261.17,0.052338,261.17,-1.81E-03,261.17,-0.057505,261.17,0.054095,261.17,-0.95843,261.17,0.26529
262.76,38.433,262.76,1.8578,262.76,1.1496,262.76,-0.23214,262.76,-0.013067,262.76,-0.0029046,262.76,-0.2521,262.76,1.0244,262.76,0.051141,262.76,-2.02E-03,262.76,-0.053878,262.76,0.051195,262.76,-0.97533,262.76,0.19094
264.34,38.396,264.34,1.8684,264.34,1.1399,264.34,-0.23352,264.34,-0.013374,264.34,-0.0029469,264.34,-0.25305,264.34,1.0244,264.34,0.051146,264.34,-1.96E-03,264.34,-0.049435,264.34,0.051571,264.34,-0.98651,264.34,0.11276
265.93,38.365,265.93,1.7718,265.93,1.115,265.93,-0.23493,265.93,-0.012285,265.93,-0.0027659,265.93,-0.25685,265.93,1.0246,265.93,0.048859,265.93,-0.0017813,265.93,-0.046864,265.93,0.049938,265.93,-0.99296,265.93,0.029649
267.52,38.298,267.52,1.745,267.52,1.1033,267.52,-0.23701,267.52,-0.012176,267.52,-0.002821,267.52,-0.25783,267.52,1.024,267.52,0.047978,267.52,-2.30E-03,267.52,-0.041437,267.52,0.048985,267.52,-0.98978,267.52,-0.056462
269.11,38.235,269.11,1.668,269.11,1.0826,269.11,-0.24001,269.11,-0.01123,269.11,-0.0025524,269.11,-0.26353,269.11,1.0287,269.11,0.045827,269.11,-1.86E-03,269.11,-0.038311,269.11,0.047637,269.11,-0.9831,269.11,-0.14752
270.7,38.147,270.7,1.6295,270.7,1.0394,270.7,-0.24322,270.7,-0.01129,270.7,-0.0030786,270.7,-0.26671,270.7,1.0302,270.7,0.04526,270.7,-1.78E-03,270.7,-0.032908,270.7,0.044339,270.7,-0.96341,270.7,-0.24217
272.29,38.015,272.29,1.5725,272.29,0.99389,272.29,-0.24834,272.29,-0.011153,272.29,-0.002468,272.29,-0.27297,272.29,1.0362,272.29,0.045607,272.29,-1.50E-03,272.29,-0.026624,272.29,0.039299,272.29,-0.93553,272.29,-0.34037
273.87,38.055,273.87,1.4981,273.87,0.98573,273.87,-0.24702,273.87,-0.010179,273.87,-0.0029884,273.87,-0.27068,273.87,1.0358,273.87,0.043472,273.87,-2.15E-03,273.87,-0.021553,273.87,0.036461,273.87,-0.89055,273.87,-0.44026
275.46,38.152,275.46,1.4435,275.46,0.94599,275.46,-0.24418,275.46,-0.0098881,275.46,-0.0025526,275.46,-0.26974,275.46,1.0382,275.46,0.042733,275.46,-2.40E-03,275.46,-0.016546,275.46,0.031565,275.46,-0.83422,275.46,-0.54331
277.05,38.347,277.05,1.3624,277.05,0.92022,277.05,-0.23728,277.05,-0.0091902,277.05,-2.56E-03,277.05,-0.26152,277.05,1.043,277.05,0.041547,277.05,-2.78E-03,277.05,-0.011818,277.05,0.025197,277.05,-0.76057,277.05,-0.6489
278.64,38.774,278.64,1.3249,278.64,0.9364,278.64,-0.22461,278.64,-0.0087278,278.64,-0.0023687,278.64,-0.24829,278.64,1.057,278.64,0.042147,278.64,-3.15E-03,278.64,-0.0075775,278.64,0.019738,278.64,-0.669,278.64,-0.75718
280.23,39.483,280.23,1.2064,280.23,0.97477,280.23,-0.20001,280.23,-0.0057344,280.23,-0.0025287,280.23,-0.22442,280.23,1.0674,280.23,0.041891,280.23,-2.10E-03,280.23,-0.0040886,280.23,0.012847,280.23,-0.54616,280.23,-0.85921
281.82,40.532,281.82,1.1937,281.82,1.048,281.82,-0.16149,281.82,-0.0041173,281.82,-0.0017311,281.82,-0.18351,281.82,1.0759,281.82,0.044,281.82,-2.07E-03,281.82,-0.0024207,281.82,0.0038085,281.82,-0.38619,281.82,-0.94583
283.4,42.052,283.4,1.158,283.4,1.1053,283.4,-0.10802,283.4,-0.0022628,283.4,-0.0026733,283.4,-0.13262,283.4,1.0969,283.4,0.044425,283.4,-2.16E-03,283.4,0.004017,283.4,-0.0053671,283.4,-0.19808,283.4,-1.0197
284.99,43.902,284.99,1.1612,284.99,1.1377,284.99,-0.041475,284.99,-0.0012892,284.99,-1.37E-03,284.99,-0.065544,284.99,1.1183,284.99,0.044131,284.99,-2.31E-03,284.99,0.0049922,284.99,-0.015579,284.99,0.037341,284.99,-1.0454
286.58,46.108,286.58,1.2454,286.58,1.4089,286.58,0.039663,286.58,0.0019317,286.58,-2.36E-03,286.58,0.011543,286.58,1.1344,286.58,0.050609,286.58,-2.84E-03,286.58,0.0055586,286.58,-0.023588,286.58,0.30788,286.58,-1.0009
288.17,48.203,288.17,1.0779,288.17,1.4898,288.17,0.11961,288.17,0.0060318,288.17,-0.0029015,288.17,0.093623,288.17,1.1723,288.17,0.049566,288.17,-0.0031895,288.17,6.36E-03,288.17,-0.034086,288.17,0.59597,288.17,-0.88028
289.76,49.872,289.76,0.99479,289.76,1.6386,289.76,0.18217,289.76,0.0084915,289.76,-1.56E-03,289.76,0.15172,289.76,1.1617,289.76,0.052877,289.76,-2.66E-03,289.76,0.0072187,289.76,-0.038754,289.76,0.82456,289.76,-0.63471
291.35,50.881,291.35,1.0386,291.35,1.6767,291.35,0.2247,291.35,0.0082381,291.35,-8.98E-04,291.35,0.1951,291.35,1.1743,291.35,0.055805,291.35,-0.0026743,291.35,1.68E-03,291.35,-0.044987,291.35,0.99798,291.35,-0.34146
292.94,51.22,292.94,1.0237,292.94,1.4308,292.94,0.24188,292.94,0.0034599,292.94,-2.25E-03,292.94,0.21026,292.94,1.1797,292.94,0.055849,292.94,-2.82E-03,292.94,-0.0036446,292.94,-0.038939,292.94,1.0706,292.94,-0.012994
294.52,50.712,294.52,1.004,294.52,1.544,294.52,0.22082,294.52,0.0065548,294.52,-1.02E-03,294.52,0.19001,294.52,1.1672,294.52,0.053576,294.52,-0.0013745,294.52,-0.003219,294.52,-0.041624,294.52,1.0336,294.52,0.2957
296.11,49.793,296.11,0.84324,296.11,1.3702,296.11,0.18686,296.11,0.00651,296.11,-0.0011702,296.11,0.15876,296.11,1.1643,296.11,0.04825,296.11,-0.00048738,296.11,0.0011067,296.11,-0.030212,296.11,0.93758,296.11,0.55427
297.7,48.448,297.7,0.87844,297.7,1.1869,297.7,0.13231,297.7,0.0030898,297.7,2.61E-04,297.7,0.10368,297.7,1.1437,297.7,0.045855,297.7,0.00023723,297.7,-0.0013966,297.7,-0.019713,297.7,0.79054,297.7,0.74301
299.29,47.138,299.29,1.0142,299.29,1.1188,299.29,0.081592,299.29,3.33E-05,299.29,-1.67E-03,299.29,0.057789,299.29,1.1286,299.29,0.045189,299.29,-1.23E-03,299.29,-0.0030507,299.29,-0.014543,299.29,0.63986,299.29,0.87906
300.88,45.804,300.88,0.96525,300.88,0.98677,300.88,0.029703,300.88,-0.0012548,300.88,-2.26E-03,300.88,0.0059208,300.88,1.1182,300.88,0.041046,300.88,0.0012698,300.88,-0.0034596,300.88,-0.0087267,300.88,0.48747,300.88,0.96491
302.47,44.54,302.47,1.0533,302.47,0.92295,302.47,-0.017918,302.47,-0.003929,302.47,-2.53E-03,302.47,-0.042665,302.47,1.0991,302.47,0.040022,302.47,-0.0002793,302.47,-0.0035991,302.47,-0.0012706,302.47,0.34519,302.47,1.0101
304.06,43.441,304.06,1.034,304.06,0.91307,304.06,-0.058946,304.06,-0.0031533,304.06,-1.87E-03,304.06,-0.077417,304.06,1.0878,304.06,0.037934,304.06,0.00012489,304.06,-0.0010125,304.06,0.00047962,304.06,0.22019,304.06,1.0395
305.65,42.5,305.65,1.1135,305.65,0.88963,305.65,-0.094005,305.65,-0.0050964,305.65,-2.06E-03,305.65,-0.11468,305.65,1.0865,305.65,0.038189,305.65,-0.00040215,305.65,-0.00042827,305.65,0.0035595,305.65,0.11026,305.65,1.0493
307.24,41.573,307.24,0.99029,307.24,0.75209,307.24,-0.12718,307.24,-0.0051067,307.24,-2.27E-04,307.24,-0.14799,307.24,1.0789,307.24,0.032661,307.24,0.00060541,307.24,0.0024336,307.24,6.75E-03,307.24,0.01282,307.24,1.0453
308.83,40.78,308.83,0.9924,308.83,0.73537,308.83,-0.15563,308.83,-0.0052616,308.83,-0.001103,308.83,-0.17178,308.83,1.0692,308.83,0.031612,308.83,-0.00012531,308.83,1.87E-03,308.83,8.42E-03,308.83,-0.070225,308.83,1.0362
310.42,40.095,310.42,0.96297,310.42,0.7086,310.42,-0.17915,310.42,-0.0052466,310.42,-1.14E-03,310.42,-0.19593,310.42,1.0627,310.42,0.029953,310.42,-0.00049391,310.42,2.25E-03,310.42,0.010712,310.42,-0.14207,310.42,1.0156
312.01,39.455,312.01,0.86731,312.01,0.66518,312.01,-0.20213,312.01,-0.0042232,312.01,-1.00E-03,312.01,-0.22036,312.01,1.0603,312.01,0.027169,312.01,0.0005235,312.01,2.95E-03,312.01,0.010759,312.01,-0.20812,312.01,0.99947
313.6,38.922,313.6,0.89971,313.6,0.63591,313.6,-0.21966,313.6,-0.0051844,313.6,-1.58E-03,313.6,-0.23382,313.6,1.0504,313.6,0.026693,313.6,0.00094364,313.6,0.0025193,313.6,0.010788,313.6,-0.26286,313.6,0.976
315.18,38.47,315.18,0.9505,315.18,0.65973,315.18,-0.2351,315.18,-0.0055969,315.18,-1.02E-03,315.18,-0.24734,315.18,1.0485,315.18,0.027813,315.18,0.00040811,315.18,0.0048258,315.18,0.012852,315.18,-0.31407,315.18,0.95407
316.77,38.072,316.77,0.80175,316.77,0.5508,316.77,-0.24894,316.77,-0.0049568,316.77,-7.73E-04,316.77,-0.26412,316.77,1.0464,316.77,0.022719,316.77,4.19E-04,316.77,0.0068519,316.77,0.013509,316.77,-0.35991,316.77,0.93155
318.36,37.705,318.36,0.7261,318.36,0.48057,318.36,-0.26094,318.36,-0.0045741,318.36,-1.84E-04,318.36,-0.27362,318.36,1.0403,318.36,0.019575,318.36,0.00043557,318.36,0.0062118,318.36,0.013986,318.36,-0.39847,318.36,0.91065
319.95,37.417,319.95,0.88583,319.95,0.57057,319.95,-0.27072,319.95,-0.0056307,319.95,-2.74E-04,319.95,-0.27923,319.95,1.0388,319.95,0.023771,319.95,0.00095444,319.95,0.0063229,319.95,0.015928,319.95,-0.43444,319.95,0.89104
321.54,37.078,321.54,0.76228,321.54,0.50726,321.54,-0.28249,321.54,-0.0048454,321.54,-6.54E-04,321.54,-0.29234,321.54,1.0413,321.54,0.020506,321.54,0.0011639,321.54,0.0075562,321.54,0.014542,321.54,-0.46823,321.54,0.86681
323.13,36.87,323.13,0.5475,323.13,0.39102,323.13,-0.28894,323.13,-0.0031258,323.13,-2.74E-04,323.13,-0.30193,323.13,1.036,323.13,0.01494,323.13,0.00049255,323.13,0.0074297,323.13,0.011685,323.13,-0.49711,323.13,0.8468
324.72,36.676,324.72,0.69425,324.72,0.44386,324.72,-0.29522,324.72,-0.0045316,324.72,-1.82E-04,324.72,-0.30235,324.72,1.0344,324.72,0.018321,324.72,0.00061258,324.72,0.0061181,324.72,0.013472,324.72,-0.52388,324.72,0.82864
326.31,36.47,326.31,0.78938,326.31,0.50542,326.31,-0.3021,326.31,-0.0051147,326.31,-8.58E-04,326.31,-0.30858,326.31,1.0346,326.31,0.020899,326.31,0.00051234,326.31,0.0078758,326.31,0.015879,326.31,-0.55107,326.31,0.8078
327.9,36.318,327.9,0.49403,327.9,0.34327,327.9,-0.30749,327.9,-0.002798,327.9,-3.31E-04,327.9,-0.31633,327.9,1.0352,327.9,0.012745,327.9,0.00057102,327.9,0.009705,327.9,0.012176,327.9,-0.57586,327.9,0.78701
329.49,36.179,329.49,0.43326,329.49,0.32246,329.49,-0.31186,329.49,-0.0021065,329.49,-4.85E-04,329.49,-0.31973,329.49,1.0323,329.49,0.011765,329.49,0.00036939,329.49,0.0073453,329.49,0.010557,329.49,-0.59657,329.49,0.76996
331.08,36.083,331.08,0.68629,331.08,0.42069,331.08,-0.3151,331.08,-0.0046947,331.08,-1.41E-04,331.08,-0.31943,331.08,1.0311,331.08,0.017489,331.08,-1.67E-05,331.08,0.0067261,331.08,0.014961,331.08,-0.61708,331.08,0.75274
332.67,35.985,332.67,0.62235,332.67,0.40544,332.67,-0.31881,332.67,-0.0039369,332.67,-1.45E-04,332.67,-0.32341,332.67,1.0326,332.67,0.016119,332.67,6.47E-04,332.67,0.0099952,332.67,0.014144,332.67,-0.63955,332.67,0.73093
334.26,35.924,334.26,0.31017,334.26,0.24722,334.26,-0.3197,334.26,-0.0013303,334.26,-1.74E-04,334.26,-0.32792,334.26,1.0291,334.26,0.0083469,334.26,0.00047764,334.26,0.0097456,334.26,0.0086723,334.26,-0.65593,334.26,0.71115
335.85,35.87,335.85,0.35106,335.85,0.26783,335.85,-0.321,335.85,-0.0014505,335.85,8.43E-05,335.85,-0.32797,335.85,1.026,335.85,0.0089422,335.85,0.00016952,335.85,0.0077314,335.85,0.01026,335.85,-0.6737,335.85,0.69488
337.44,35.83,337.44,0.60666,337.44,0.38823,337.44,-0.3228,337.44,-0.003744,337.44,3.46E-04,337.44,-0.32579,337.44,1.0273,337.44,0.015277,337.44,7.29E-06,337.44,0.0070121,337.44,0.014713,337.44,-0.69214,337.44,0.67743
339.03,35.781,339.03,0.51417,339.03,0.3467,339.03,-0.32519,339.03,-0.0030635,339.03,8.48E-05,339.03,-0.3278,339.03,1.0307,339.03,0.013298,339.03,0.00046598,339.03,0.0098268,339.03,0.012825,339.03,-0.71068,339.03,0.65676
340.62,35.787,340.62,0.18065,340.62,0.17063,340.62,-0.32441,340.62,-2.98E-05,340.62,3.11E-04,340.62,-0.33088,340.62,1.0276,340.62,0.0043215,340.62,0.00019775,340.62,0.010344,340.62,0.0071824,340.62,-0.7267,340.62,0.63867
342.21,35.748,342.21,0.25034,342.21,0.17993,342.21,-0.32467,342.21,-0.0010738,342.21,0.00026895,342.21,-0.33064,342.21,1.0236,342.21,0.0058291,342.21,0.0002332,342.21,0.0063491,342.21,0.0077822,342.21,-0.73926,342.21,0.62171
343.8,35.772,343.8,0.52179,343.8,0.3469,343.8,-0.3245,343.8,-0.0030048,343.8,0.00040183,343.8,-0.32616,343.8,1.0257,343.8,0.013438,343.8,-4.01E-05,343.8,0.0051871,343.8,0.013443,343.8,-0.75612,343.8,0.6033
345.39,35.776,345.39,0.46864,345.39,0.32032,345.39,-0.32535,345.39,-0.0025918,345.39,0.00034277,345.39,-0.32618,345.39,1.029,345.39,0.012017,345.39,-2.54E-05,345.39,0.0091564,345.39,0.012822,345.39,-0.77441,345.39,0.58224
346.98,35.788,346.98,0.10392,346.98,0.13557,346.98,-0.3242,346.98,6.40E-04,346.98,0.00051739,346.98,-0.32943,346.98,1.0266,346.98,0.0024961,346.98,0.00027232,346.98,0.010463,346.98,0.005614,346.98,-0.78818,346.98,0.56193
348.57,35.822,348.57,0.10137,348.57,0.09531,348.57,-0.3217,348.57,0.00046818,348.57,0.00079109,348.57,-0.32812,348.57,1.0217,348.57,0.0013016,348.57,-3.33E-04,348.57,0.0071845,348.57,0.0051672,348.57,-0.79861,348.57,0.54404
350.16,35.838,350.16,0.41012,350.16,0.25553,350.16,-0.32126,350.16,-0.0024529,350.16,0.0008354,350.16,-0.32382,350.16,1.0217,350.16,0.0099462,350.16,-4.67E-04,350.16,0.0046628,350.16,0.011144,350.16,-0.81315,350.16,0.52358
351.75,35.871,351.75,0.49105,351.75,0.31657,351.75,-0.32143,351.75,-0.0028203,351.75,0.00068923,351.75,-0.32161,351.75,1.0263,351.75,0.012108,351.75,-5.13E-04,351.75,0.0070364,351.75,0.013859,351.75,-0.83109,351.75,0.50117
353.34,35.927,353.34,0.17271,353.34,0.15106,353.34,-0.3196,353.34,-0.00013389,353.34,0.0011327,353.34,-0.32121,353.34,1.0268,353.34,0.0036604,353.34,7.80E-05,353.34,0.010691,353.34,0.0069469,353.34,-0.84487,353.34,0.47864
354.93,35.991,354.93,0.095647,354.93,0.01922,354.93,-0.31601,354.93,1.46E-03,354.93,0.0013277,354.93,-0.32202,354.93,1.0217,354.93,-0.0020384,354.93,-4.49E-04,354.93,0.0076841,354.93,0.0012101,354.93,-0.85426,354.93,0.45716
356.52,36.048,356.52,0.15216,356.52,0.13458,356.52,-0.31353,356.52,-2.04E-05,356.52,0.00098002,356.52,-0.31818,356.52,1.0197,356.52,0.0034233,356.52,-1.48E-04,356.52,0.003637,356.52,0.0059643,356.52,-0.8657,356.52,0.43449
358.11,36.105,358.11,0.4466,358.11,0.28699,358.11,-0.31284,358.11,-0.0025896,358.11,0.0012022,358.11,-0.31264,358.11,1.0239,358.11,0.01141,358.11,-4.78E-04,358.11,0.0034233,358.11,0.012359,358.11,-0.88285,358.11,0.409
359.7,36.16,359.7,0.32917,359.7,0.23909,359.7,-0.31194,359.7,-0.0013434,359.7,0.001172,359.7,-0.31145,359.7,1.027,359.7,0.0085324,359.7,-1.51E-04,359.7,0.0079952,359.7,0.010093,359.7,-0.8994,359.7,0.38065
361.29,36.19,361.29,0.093517,361.29,0.04083,361.29,-0.31013,361.29,0.0018618,361.29,0.0013559,361.29,-0.31369,361.29,1.0244,361.29,-1.42E-03,361.29,-5.03E-04,361.29,0.0088908,361.29,0.0011806,361.29,-0.90873,361.29,0.35214
362.88,36.175,362.88,0.16087,362.88,0.037248,362.88,-0.30927,362.88,0.0022792,362.88,0.0015767,362.88,-0.31514,362.88,1.0195,362.88,-0.0041996,362.88,-2.85E-04,362.88,0.0046572,362.88,-0.00070456,362.88,-0.9154,362.88,0.32269
364.48,36.131,364.48,0.17985,364.48,0.12767,364.48,-0.31065,364.48,-3.79E-04,364.48,0.0017228,364.48,-0.31419,364.48,1.0189,364.48,0.0037547,364.48,-7.71E-04,364.48,0.0019715,364.48,0.0059447,364.48,-0.92609,364.48,0.29172
366.07,36.015,366.07,0.39507,366.07,0.26046,366.07,-0.31625,366.07,-0.002026,366.07,0.0017108,366.07,-0.31566,366.07,1.0246,366.07,0.010069,366.07,-6.07E-04,366.07,0.0030491,366.07,0.011498,366.07,-0.93989,366.07,0.25833
367.66,35.849,367.66,0.25614,367.66,0.1577,367.66,-0.3224,367.66,-0.0012118,367.66,0.0018471,367.66,-0.3211,367.66,1.0263,367.66,0.0058144,367.66,-1.27E-03,367.66,0.0086791,367.66,0.0075429,367.66,-0.94847,367.66,0.22384
369.25,35.647,369.25,0.18419,369.25,0.039919,369.25,-0.32851,369.25,2.45E-03,369.25,0.0015349,369.25,-0.33174,369.25,1.0239,369.25,-0.004345,369.25,-0.00063581,369.25,0.010506,369.25,-0.0018079,369.25,-0.95087,369.25,0.19171
370.84,35.403,370.84,0.34181,370.84,0.10569,370.84,-0.33595,370.84,0.0039332,370.84,0.001732,370.84,-0.34282,370.84,1.0216,370.84,-0.0085561,370.84,-1.26E-03,370.84,0.0063892,370.84,-4.94E-03,370.84,-0.9515,370.84,0.16305
372.43,35.15,372.43,0.12715,372.43,0.029461,372.43,-0.34773,372.43,0.0008614,372.43,0.0024721,372.43,-0.35324,372.43,1.0318,372.43,-0.001407,372.43,-0.0014445,372.43,2.81E-04,372.43,0.00048054,372.43,-0.96122,372.43,0.13358
374.02,34.784,374.02,0.47999,374.02,0.2613,374.02,-0.36226,374.02,-0.0035657,374.02,0.0019329,374.02,-0.36237,374.02,1.0379,374.02,0.011882,374.02,-1.22E-03,374.02,0.0034281,374.02,0.012434,374.02,-0.96749,374.02,0.093337
375.61,34.457,375.61,0.35522,375.61,0.20314,375.61,-0.37098,375.61,-0.0023643,375.61,0.0022369,375.61,-0.36898,375.61,1.0314,375.61,0.0083849,375.61,-1.01E-03,375.61,0.0082183,375.61,9.50E-03,375.61,-0.95955,375.61,0.062902
377.2,34.159,377.2,0.14749,377.2,0.040665,377.2,-0.37912,377.2,1.83E-03,377.2,0.0024279,377.2,-0.38075,377.2,1.0265,377.2,-0.0027613,377.2,-0.0010714,377.2,0.0098798,377.2,-4.83E-05,377.2,-0.95208,377.2,0.037984
378.79,33.852,378.79,0.377,378.79,0.11367,378.79,-0.38793,378.79,0.0041332,378.79,0.0021793,378.79,-0.39416,378.79,1.0227,378.79,-0.0085147,378.79,-1.88E-03,378.79,0.0059391,378.79,-0.0059718,378.79,-0.94602,378.79,0.011425
380.38,33.535,380.38,0.16621,380.38,0.022231,380.38,-0.39768,380.38,0.0015924,380.38,0.0022382,380.38,-0.40433,380.38,1.0211,380.38,-0.0027524,380.38,-1.81E-03,380.38,7.25E-04,380.38,-0.0010239,380.38,-0.93907,380.38,-0.015765
381.97,33.218,381.97,0.30083,381.97,0.13494,381.97,-0.41016,381.97,-0.0022702,381.97,0.0023926,381.97,-0.41304,381.97,1.0267,381.97,0.0060787,381.97,-0.0016829,381.97,1.38E-03,381.97,0.0068376,381.97,-0.93817,381.97,-0.041904
383.56,32.908,383.56,0.32794,383.56,0.16307,383.56,-0.42254,383.56,-0.0023356,383.56,0.0024773,383.56,-0.42115,383.56,1.0325,383.56,0.0073347,383.56,-1.92E-03,383.56,0.0033558,383.56,0.0074111,383.56,-0.93736,383.56,-0.063666
385.15,32.61,385.15,0.13251,385.15,0.024935,385.15,-0.43231,385.15,0.00074765,385.15,0.0023041,385.15,-0.43277,385.15,1.033,385.15,-0.00051105,385.15,-0.0019372,385.15,0.0066006,385.15,5.72E-04,385.15,-0.93056,385.15,-0.084666
386.74,32.278,386.74,0.38286,386.74,0.1148,386.74,-0.44144,386.74,0.0041174,386.74,0.0026269,386.74,-0.44694,386.74,1.0294,386.74,-0.0082431,386.74,-1.40E-03,386.74,0.0070846,386.74,-0.0058586,386.74,-0.91876,386.74,-0.10966
388.34,31.967,388.34,0.33739,388.34,0.12222,388.34,-0.44975,388.34,0.0030224,388.34,0.002635,388.34,-0.45834,388.34,1.0254,388.34,-0.0076182,388.34,-0.001913,388.34,0.0058073,388.34,-5.40E-03,388.34,-0.90649,388.34,-0.13686
389.93,31.644,389.93,0.17575,389.93,0.040283,389.93,-0.4612,389.93,-0.00066716,389.93,0.002775,389.93,-0.46821,389.93,1.0283,389.93,0.0014718,389.93,-0.0023535,389.93,0.0030539,389.93,1.62E-03,389.93,-0.89883,389.93,-0.16317
391.52,31.358,391.52,0.42982,391.52,0.12977,391.52,-0.47376,391.52,-0.0043911,391.52,0.0026798,391.52,-0.47482,391.52,1.0368,391.52,0.0081388,391.52,-2.50E-03,391.52,0.0031136,391.52,0.007117,391.52,-0.89527,391.52,-0.18802
393.11,31.059,393.11,0.30727,393.11,0.091871,393.11,-0.48532,393.11,-0.0031325,393.11,0.0028207,393.11,-0.48362,393.11,1.041,393.11,0.0054531,393.11,-0.0017807,393.11,0.0063137,393.11,0.004824,393.11,-0.88844,393.11,-0.21255
394.7,30.796,394.7,0.26669,394.7,0.070278,394.7,-0.49244,394.7,2.30E-03,394.7,0.0027293,394.7,-0.49446,394.7,1.0385,394.7,-0.0050699,394.7,-0.0022919,394.7,0.0065811,394.7,-0.0034496,394.7,-0.87484,394.7,-0.23736
396.29,30.571,396.29,0.57663,396.29,0.20809,396.29,-0.4983,396.29,0.0053558,396.29,0.0030123,396.29,-0.50684,396.29,1.0359,396.29,-0.012429,396.29,-2.44E-03,396.29,0.0056032,396.29,-0.010084,396.29,-0.86048,396.29,-0.26452
397.88,30.314,397.88,0.5364,397.88,0.16635,397.88,-0.50509,397.88,0.0051662,397.88,0.0031157,397.88,-0.51712,397.88,1.0336,397.88,-0.010709,397.88,-0.0029942,397.88,0.0022362,397.88,-8.85E-03,397.88,-0.84416,397.88,-0.29143
399.47,30.045,399.47,0.20613,399.47,0.055661,399.47,-0.51629,399.47,-3.45E-04,399.47,0.0033736,399.47,-0.52569,399.47,1.0394,399.47,-0.0012711,399.47,-0.0028715,399.47,0.00034034,399.47,-0.0023293,399.47,-0.83451,399.47,-0.31906
